name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas australica	589873	S	796336	281849	1078185	0.07797
Alteromonas macleodii	28108	S	62965	86549	149514	0.01081
Alteromonas mediterranea	314275	S	8056	8295	16351	0.00118
Alteromonas sp. RKMC-009	2267264	S	4222	753	4975	0.00036
Alteromonas sp. IB21	2779369	S	2460	1771	4231	0.00031
Alteromonas sp. ALT199	1298865	S	267	197	464	0.00003
Alteromonas sp. BL110	1714845	S	235	216	451	0.00003
Alteromonas sp. KUL42	2480797	S	100	10	110	0.00001
Alteromonas sp. KUL106	2480799	S	96	27	123	0.00001
Alteromonas sp. 38	2653129	S	72	49	121	0.00001
Alteromonas sp. V450	1912139	S	49	24	73	0.00001
Alteromonas sp. KC3	2795688	S	39	7	46	0.00000
Alteromonas sp. KUL49	2480798	S	23	1	24	0.00000
Alteromonas sp. MMG017	2822692	S	14	9	23	0.00000
Alteromonas alba	2079529	S	6368	35818	42186	0.00305
Alteromonas antoniana	2803813	S	3054	2362	5416	0.00039
Alteromonas abrolhosensis	1892904	S	2968	2727	5695	0.00041
Alteromonas oceanisediminis	2836180	S	2760	520	3280	0.00024
Alteromonas marina	203795	S	2405	3044	5449	0.00039
Alteromonas oceani	2071609	S	1858	5478	7336	0.00053
Alteromonas profundi	2696062	S	1844	1026	2870	0.00021
Alteromonas portus	2565549	S	1016	726	1742	0.00013
Alteromonas genovensis	471225	S	312	173	485	0.00004
Alteromonas naphthalenivorans	715451	S	123	153	276	0.00002
Alteromonas gracilis	1479524	S	114	56	170	0.00001
Alteromonas lipolytica	1856405	S	23	2	25	0.00000
Alteromonas confluentis	1656094	S	23	2	25	0.00000
Alteromonas halophila	516698	S	17	3	20	0.00000
Alteromonas hispanica	315421	S	12	1	13	0.00000
Salinimonas sediminis	2303538	S	197	164	361	0.00003
Salinimonas chungwhensis	265425	S	84	11	95	0.00001
Salinimonas iocasae	2572577	S	37	8	45	0.00000
Salinimonas profundi	2729140	S	25	13	38	0.00000
Salinimonas lutimaris	914153	S	13	2	15	0.00000
Alteromonadaceae bacterium UBA2620	1951386	S	43410	117667	161077	0.01165
Alteromonadaceae bacterium	1916082	S	1444	550	1994	0.00014
Alteromonadaceae bacterium 2753L.S.0a.02	1403320	S	12	0	12	0.00000
