name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sulfitobacter sp. D7	1968541	S	121	272	393	0.03414
Sulfitobacter sp. THAF37	2587855	S	96	355	451	0.03918
Sulfitobacter alexandrii	1917485	S	71	442	513	0.04456
Roseovarius mucosus	215743	S	50	602	652	0.05664
Roseovarius indicus	540747	S	49	203	252	0.02189
Roseovarius sp. THAF9	2587847	S	12	12	24	0.00208
Sagittula sp. P11	2009329	S	43	232	275	0.02389
Phaeobacter gallaeciensis	60890	S	20	104	124	0.01077
Salipiger abyssi	1250539	S	13	45	58	0.00504
Salipiger profundus	1229727	S	12	44	56	0.00486
Dinoroseobacter shibae	215813	S	16	92	108	0.00938
Porphyrobacter sp. YT40	2547601	S	171	154	325	0.02823
Aurantiacibacter atlanticus	1648404	S	126	341	467	0.04057
Croceicoccus marinus	450378	S	91	39	130	0.01129
Novosphingobium aromaticivorans	48935	S	148	1	149	0.01294
Novosphingobium resinovorum	158500	S	22	47	69	0.00599
Sphingobium cloacae	120107	S	16	213	229	0.01989
Sphingomonas sanxanigenens	397260	S	32	144	176	0.01529
Sphingopyxis sp. 113P3	292913	S	19	68	87	0.00756
Sphingopyxis macrogoltabida	33050	S	15	73	88	0.00764
Roseibium aggregatum	187304	S	685	15	700	0.06081
Roseibium alexandrii	388408	S	16	7	23	0.00200
Aquibium oceanicum	1670800	S	69	21	90	0.00782
Skermanella sp. TT6	2775420	S	22	0	22	0.00191
Indioceanicola profundi	2220096	S	16	2	18	0.00156
Salinimonas iocasae	2572577	S	691	351	1042	0.09051
Alteromonas sp. RKMC-009	2267264	S	40	0	40	0.00347
Pseudoalteromonas shioyasakiensis	1190813	S	590	0	590	0.05125
Pseudoalteromonas arctica	394751	S	48	27	75	0.00651
Shewanella sp. ANA-3	94122	S	27	67	94	0.00817
Shewanella aestuarii	1028752	S	13	17	30	0.00261
Pseudomonas putida	303	S	204	138	342	0.02971
Marinobacter sp. NP-4(2019)	2488665	S	193	0	193	0.01677
Halomonas ventosae	229007	S	96	250	346	0.03006
Halomonas sulfidaeris	115553	S	42	20	62	0.00539
Enterobacter cloacae	550	S	41	433	474	0.04117
Proteus sp. ZN5	2697019	S	42	579	621	0.05394
Vibrio rumoiensis	76258	S	14	48	62	0.00539
Alicycliphilus denitrificans	179636	S	112	26	138	0.01199
Hydrogenophaga sp. PBL-H3	434010	S	14	31	45	0.00391
Mycolicibacterium poriferae	39694	S	1007	483	1490	0.12943
Mycolicibacterium chubuense	1800	S	66	39	105	0.00912
Mycobacterium sp. MS1601	1936029	S	35	14	49	0.00426
Mycobacterium kansasii	1768	S	40	18	58	0.00504
Mycobacterium frederiksbergense	117567	S	36	9	45	0.00391
Gordonia pseudamarae	2831662	S	112	0	112	0.00973
