name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas australica	589873	S	795345	283084	1078429	0.07796
Alteromonas macleodii	28108	S	62531	86645	149176	0.01078
Alteromonas mediterranea	314275	S	7851	8129	15980	0.00116
Alteromonas sp. RKMC-009	2267264	S	4090	738	4828	0.00035
Alteromonas sp. IB21	2779369	S	2432	1762	4194	0.00030
Alteromonas sp. ALT199	1298865	S	262	192	454	0.00003
Alteromonas sp. BL110	1714845	S	221	202	423	0.00003
Alteromonas sp. KUL42	2480797	S	107	11	118	0.00001
Alteromonas sp. KUL106	2480799	S	100	28	128	0.00001
Alteromonas sp. 38	2653129	S	89	61	150	0.00001
Alteromonas sp. V450	1912139	S	60	30	90	0.00001
Alteromonas sp. KC3	2795688	S	57	11	68	0.00000
Alteromonas sp. KUL49	2480798	S	26	1	27	0.00000
Alteromonas sp. MMG017	2822692	S	13	8	21	0.00000
Alteromonas alba	2079529	S	6364	35933	42297	0.00306
Alteromonas antoniana	2803813	S	3115	2432	5547	0.00040
Alteromonas abrolhosensis	1892904	S	3004	2784	5788	0.00042
Alteromonas oceanisediminis	2836180	S	2865	542	3407	0.00025
Alteromonas marina	203795	S	2327	2969	5296	0.00038
Alteromonas profundi	2696062	S	1889	1066	2955	0.00021
Alteromonas oceani	2071609	S	1735	5138	6873	0.00050
Alteromonas portus	2565549	S	987	711	1698	0.00012
Alteromonas genovensis	471225	S	293	164	457	0.00003
Alteromonas naphthalenivorans	715451	S	117	146	263	0.00002
Alteromonas gracilis	1479524	S	99	49	148	0.00001
Alteromonas confluentis	1656094	S	25	2	27	0.00000
Alteromonas lipolytica	1856405	S	23	2	25	0.00000
Alteromonas hispanica	315421	S	17	2	19	0.00000
Salinimonas sediminis	2303538	S	190	162	352	0.00003
Salinimonas chungwhensis	265425	S	84	12	96	0.00001
Salinimonas iocasae	2572577	S	41	9	50	0.00000
Salinimonas profundi	2729140	S	28	15	43	0.00000
Salinimonas lutimaris	914153	S	19	4	23	0.00000
Alteromonadaceae bacterium UBA2620	1951386	S	43145	117122	160267	0.01159
Alteromonadaceae bacterium	1916082	S	1556	595	2151	0.00016
Alteromonadaceae bacterium 2753L.S.0a.02	1403320	S	20	0	20	0.00000
Marisediminitalea aggregata	634436	S	273	32	305	0.00002
Aliiglaciecola lipolytica	477689	S	160	9	169	0.00001
Glaciecola sp. XM2	1914931	S	49	1	50	0.00000
Glaciecola sp. UBA1851	1946570	S	46	5	51	0.00000
Glaciecola sp. HTCC2999	455436	S	28	3	31	0.00000
Bowmanella denitrificans	366582	S	55	0	55	0.00000
Aestuariibacter sp.	1872400	S	12	2	14	0.00000
Neptunicella marina	2125989	S	24	3	27	0.00000
Ningiella ruwaisensis	2364274	S	18	5	23	0.00000
Hydrocarboniclastica marina	2259620	S	16	2	18	0.00000
Pseudoalteromonas shioyasakiensis	1190813	S	5537	47116	52653	0.00381
Pseudoalteromonas sp. XI10	1766621	S	313	3433	3746	0.00027
Pseudoalteromonas sp. MEBiC 03607	2563601	S	260	687	947	0.00007
Pseudoalteromonas sp. 0303	2743618	S	252	2743	2995	0.00022
Pseudoalteromonas sp. NBT06-2	2025950	S	181	12	193	0.00001
Pseudoalteromonas sp.	53249	S	156	685	841	0.00006
Pseudoalteromonas sp. HM-SA03	2029678	S	140	681	821	0.00006
Pseudoalteromonas sp. T1lg23B	2077097	S	48	30	78	0.00001
Pseudoalteromonas sp. '520P1 No. 423'	1690037	S	21	4	25	0.00000
Pseudoalteromonas gelatinilytica	1703256	S	238	1204	1442	0.00010
Pseudoalteromonas lipolytica	570156	S	184	541	725	0.00005
Pseudoalteromonas arabiensis	874454	S	81	74	155	0.00001
Pseudoalteromonas ruthenica	151081	S	52	11	63	0.00000
Pseudoalteromonas rhizosphaerae	2518973	S	42	166	208	0.00002
Pseudoalteromonas piscicida	43662	S	35	131	166	0.00001
