name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	460868	146620	607488	0.75551
Alteromonas mediterranea	314275	S	20229	8302	28531	0.03548
Alteromonas sp. RKMC-009	2267264	S	731	55	786	0.00098
Alteromonas sp. B31-7	2785913	S	168	1643	1811	0.00225
Alteromonas sp. RW2A1	1917158	S	68	788	856	0.00106
Alteromonas sp. BL110	1714845	S	55	11	66	0.00008
Alteromonas sp. MB-3u-76	2058133	S	42	389	431	0.00054
Alteromonas australica	589873	S	377	1521	1898	0.00236
Alteromonas naphthalenivorans	715451	S	23	19	42	0.00005
Salinimonas sediminis	2303538	S	39	36	75	0.00009
Gayadomonas joobiniege	1234606	S	14	0	14	0.00002
Pseudoalteromonas sp. SCSIO 43088	2822846	S	6574	12211	18785	0.02336
Pseudoalteromonas sp. SCSIO 43101	2822847	S	233	263	496	0.00062
Pseudoalteromonas sp. SCSIO 43095	2894202	S	222	1179	1401	0.00174
Pseudoalteromonas sp. MT33b	2759705	S	147	5594	5741	0.00714
Pseudoalteromonas sp. JSTW	2752475	S	114	4708	4822	0.00600
Pseudoalteromonas sp. CF6-2	562716	S	98	867	965	0.00120
Pseudoalteromonas sp. SM9913	234831	S	39	1595	1634	0.00203
Pseudoalteromonas sp. PS1M3	87791	S	28	413	441	0.00055
Pseudoalteromonas sp. GCY	2003316	S	24	81	105	0.00013
Pseudoalteromonas sp. A41-2	2785910	S	13	870	883	0.00110
Pseudoalteromonas sp. APM04	2699396	S	12	196	208	0.00026
Pseudoalteromonas shioyasakiensis	1190813	S	2393	7469	9862	0.01227
Pseudoalteromonas donghaensis	621376	S	1267	42080	43347	0.05391
Pseudoalteromonas rhizosphaerae	2518973	S	56	33	89	0.00011
Pseudoalteromonas arabiensis	874454	S	45	945	990	0.00123
Pseudoalteromonas piratica	1348114	S	32	9	41	0.00005
Pseudoalteromonas lipolytica	570156	S	20	613	633	0.00079
Pseudoalteromonas phenolica	161398	S	18	2	20	0.00002
Pseudoalteromonas spongiae	298657	S	15	4	19	0.00002
Idiomarina sp. OT37-5b	2100422	S	17	19	36	0.00004
Idiomarina loihiensis	135577	S	15	11	26	0.00003
Halomonas meridiana	29570	S	3474	2205	5679	0.00706
Halomonas sp. A40-4	2785909	S	164	46	210	0.00026
Halomonas sp. 18071143	2855441	S	18	45	63	0.00008
Halomonas sp. A3H3	1346287	S	13	332	345	0.00043
Halomonas piezotolerans	2609667	S	87	37	124	0.00015
Halomonas titanicae	664683	S	18	96	114	0.00014
Chromohalobacter salexigens	158080	S	32	2	34	0.00004
Aliamphritea ceti	1524258	S	409	49	458	0.00057
Thalassolituus oleivorans	187493	S	21	4	25	0.00003
Alcanivorax sp. ALC70	2259335	S	12	22	34	0.00004
Vibrio sp. THAF190c	2587865	S	901	1738	2639	0.00328
Vibrio chagasii	170679	S	90	211	301	0.00037
Vibrio tubiashii	29498	S	69	264	333	0.00041
Vibrio campbellii	680	S	27	561	588	0.00073
Vibrio pelagius	28169	S	24	51	75	0.00009
Vibrio fortis	212667	S	21	38	59	0.00007
Vibrio penaeicida	104609	S	17	50	67	0.00008
Paraphotobacterium marinum	1755811	S	21	7	28	0.00003
Marinobacter nauticus	2743	S	1015	190	1205	0.00150
Marinobacter sp. CP1	1671721	S	88	503	591	0.00074
Marinobacter sp. LQ44	1749259	S	33	87	120	0.00015
Marinobacter sp. Arc7-DN-1	2304594	S	21	5	26	0.00003
Marinobacter sp. AN1	2886046	S	15	4	19	0.00002
Halopseudomonas aestusnigri	857252	S	19	215	234	0.00029
Acinetobacter baylyi	202950	S	575	1484	2059	0.00256
Candidatus Pseudothioglobus singularis	1427364	S	87	30	117	0.00015
Nitrosococcus oceani	1229	S	15	0	15	0.00002
Erythrobacter sp. A30-3	2785907	S	11981	10516	22497	0.02798
