name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sulfitobacter sp. SK025	1389011	S	428	25381	25809	0.05462
Sulfitobacter sp. BSw21498	664426	S	34	110	144	0.00030
Sulfitobacter sp. CB2047	1525218	S	32	3399	3431	0.00726
Sulfitobacter sp. W027	2867025	S	23	172	195	0.00041
Sulfitobacter sp. THAF37	2587855	S	12	134	146	0.00031
Sulfitobacter pontiacus	60137	S	863	60317	61180	0.12948
Sulfitobacter indolifex	225422	S	480	3310	3790	0.00802
Sulfitobacter mediterraneus	83219	S	65	1040	1105	0.00234
Sulfitobacter faviae	1775881	S	56	437	493	0.00104
Sulfitobacter alexandrii	1917485	S	30	425	455	0.00096
Sulfitobacter dubius	218673	S	12	236	248	0.00052
Pseudosulfitobacter sp. DSM 107133	2883100	S	84	502	586	0.00124
Pseudosulfitobacter pseudonitzschiae	1402135	S	46	290	336	0.00071
Phaeobacter inhibens	221822	S	130	362	492	0.00104
Roseovarius indicus	540747	S	78	468	546	0.00116
Roseovarius mucosus	215743	S	17	165	182	0.00039
Leisingera caerulea	506591	S	27	31	58	0.00012
Dinoroseobacter shibae	215813	S	31	230	261	0.00055
Sagittula sp. P11	2009329	S	22	252	274	0.00058
Mameliella alba	561184	S	15	35	50	0.00011
Salipiger profundus	1229727	S	12	69	81	0.00017
Pseudooceanicola atlanticus	1461694	S	663	397	1060	0.00224
Tritonibacter mobilis	379347	S	456	2732	3188	0.00675
Paracoccus stylophorae	659350	S	72	116	188	0.00040
Paracoccus sp. SCSIO 75233	3017782	S	18	167	185	0.00039
Yoonia vestfoldensis	245188	S	27	123	150	0.00032
Rhodovulum sp. P5	1564506	S	15	21	36	0.00008
Erythrobacter sp. A30-3	2785907	S	13981	9510	23491	0.04972
Erythrobacter sp. THAF29	2587851	S	45	10	55	0.00012
Erythrobacter sp. 3-20A1M	2653850	S	14	9	23	0.00005
Erythrobacter litoralis	39960	S	418	274	692	0.00146
Erythrobacter aureus	2182384	S	30	3	33	0.00007
Qipengyuania flava	192812	S	13553	7941	21494	0.04549
Qipengyuania sp. SS22	2979461	S	113	22	135	0.00029
Qipengyuania sp. PHS-Z21	2909673	S	85	46	131	0.00028
