name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	460420	180442	640862	0.32411
Alteromonas sp. RKMC-009	2267264	S	13567	1392	14959	0.00757
Alteromonas sp. RW2A1	1917158	S	3026	6726	9752	0.00493
Alteromonas sp. B31-7	2785913	S	526	5461	5987	0.00303
Alteromonas sp. BL110	1714845	S	239	55	294	0.00015
Alteromonas sp. MB-3u-76	2058133	S	187	270	457	0.00023
Alteromonas sp. LMIT006	2961948	S	134	13	147	0.00007
Alteromonas sp. 009811495	3002962	S	29	12	41	0.00002
Alteromonas mediterranea	314275	S	9464	7996	17460	0.00883
Alteromonas australica	589873	S	831	3513	4344	0.00220
Alteromonas naphthalenivorans	715451	S	144	133	277	0.00014
Alteromonas pelagimontana	1858656	S	114	11	125	0.00006
Salinimonas lutimaris	914153	S	2377	394	2771	0.00140
Salinimonas iocasae	2572577	S	1297	498	1795	0.00091
Salinimonas sediminis	2303538	S	167	52	219	0.00011
Salinimonas marina	2785918	S	37	3	40	0.00002
Pseudoalteromonas sp. SCSIO 43088	2822846	S	2892	6467	9359	0.00473
Pseudoalteromonas sp. SCSIO 43101	2822847	S	1657	1922	3579	0.00181
Pseudoalteromonas sp. CF6-2	562716	S	197	1982	2179	0.00110
Pseudoalteromonas sp. THAF3	2587843	S	41	175	216	0.00011
Pseudoalteromonas sp. A41-2	2785910	S	34	2538	2572	0.00130
Pseudoalteromonas sp. Xi13	2490635	S	31	300	331	0.00017
Pseudoalteromonas sp. MT33b	2759705	S	25	1057	1082	0.00055
Pseudoalteromonas sp. SCSIO 43095	2894202	S	21	121	142	0.00007
Pseudoalteromonas sp. JSTW	2752475	S	20	919	939	0.00047
Pseudoalteromonas sp. GCY	2003316	S	14	53	67	0.00003
Pseudoalteromonas sp. LC2018020214	2799564	S	14	231	245	0.00012
Pseudoalteromonas sp. SM9913	234831	S	13	584	597	0.00030
Pseudoalteromonas shioyasakiensis	1190813	S	582	1148	1730	0.00087
Pseudoalteromonas donghaensis	621376	S	216	8236	8452	0.00427
Pseudoalteromonas agarivorans	176102	S	132	1251	1383	0.00070
Pseudoalteromonas ruthenica	151081	S	34	149	183	0.00009
Pseudoalteromonas lipolytica	570156	S	32	1125	1157	0.00059
Pseudoalteromonas arabiensis	874454	S	18	434	452	0.00023
Pseudoalteromonas piscicida	43662	S	18	91	109	0.00006
Pseudoalteromonas prydzensis	182141	S	15	5	20	0.00001
