name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	470232	288360	758592	0.16978
Erythrobacter sp. 3-20A1M	2653850	S	4074	2398	6472	0.00145
Erythrobacter sp. THAF29	2587851	S	130	31	161	0.00004
Erythrobacter sp. HL-111	1798193	S	42	9	51	0.00001
Erythrobacter sp. SDW2	2907154	S	33	10	43	0.00001
Erythrobacter sp. JK5	2829500	S	28	11	39	0.00001
Erythrobacter aureus	2182384	S	1913	398	2311	0.00052
Erythrobacter litoralis	39960	S	1452	1023	2475	0.00055
Erythrobacter mangrovi	2739433	S	107	52	159	0.00004
Erythrobacter aurantius	2909249	S	14	2	16	0.00000
Porphyrobacter sp. CACIAM 03H1	2003315	S	36	15	51	0.00001
Qipengyuania flava	192812	S	53432	33723	87155	0.01951
Qipengyuania sp. PHS-Z21	2909673	S	1226	674	1900	0.00043
Qipengyuania sp. SS22	2979461	S	299	71	370	0.00008
Qipengyuania seohaensis	266951	S	170	58	228	0.00005
Qipengyuania aurantiaca	2867233	S	85	39	124	0.00003
Aurantiacibacter atlanticus	1648404	S	16255	6771	23026	0.00515
Croceicoccus marinus	450378	S	6121	3827	9948	0.00223
Croceicoccus sp. Ery15	1703338	S	4036	4881	8917	0.00200
Croceicoccus sp. Ery5	1703340	S	1046	676	1722	0.00039
Croceicoccus sp. YJ47	2798724	S	586	1080	1666	0.00037
Croceicoccus naphthovorans	1348774	S	543	921	1464	0.00033
Croceibacterium atlanticum	1267766	S	566	222	788	0.00018
Tsuneonella flava	2055955	S	465	132	597	0.00013
Altererythrobacter sp. B11	2060312	S	72	33	105	0.00002
Altererythrobacter epoxidivorans	361183	S	42	12	54	0.00001
Pelagerythrobacter marensis	543877	S	39	6	45	0.00001
Sphingobium yanoikuyae	13690	S	7760	30976	38736	0.00867
Sphingobium sp. YG1	2082188	S	1392	2422	3814	0.00085
Sphingobium sp. TKS	1315974	S	1373	9899	11272	0.00252
Sphingobium sp. RSMS	520734	S	122	1720	1842	0.00041
Sphingobium sp. EP60837	1855519	S	26	38	64	0.00001
Sphingobium sp. PAMC28499	2565554	S	17	36	53	0.00001
Sphingobium sp. JS3065	2970925	S	16	76	92	0.00002
Sphingobium sp. LB126	1983755	S	16	136	152	0.00003
Sphingobium xenophagum	121428	S	1048	2700	3748	0.00084
Sphingobium baderi	1332080	S	324	4360	4684	0.00105
Sphingobium fuliginis	336203	S	291	1969	2260	0.00051
Sphingobium indicum	332055	S	176	853	1029	0.00023
Sphingobium phenoxybenzoativorans	1592790	S	88	173	261	0.00006
Sphingobium herbicidovorans	76947	S	39	195	234	0.00005
Sphingobium chungbukense	56193	S	29	50	79	0.00002
Sphingobium cloacae	120107	S	24	183	207	0.00005
Sphingobium amiense	135719	S	15	89	104	0.00002
Novosphingopyxis iocasae	2762729	S	16088	8726	24814	0.00555
Sphingomonas sanxanigenens	397260	S	573	1230	1803	0.00040
Sphingomonas sp. IC081	304378	S	153	2019	2172	0.00049
Sphingomonas sp. KC8	1030157	S	58	10	68	0.00002
Sphingomonas sp. FARSPH	2219696	S	54	115	169	0.00004
Sphingomonas sp. R1	399176	S	48	30	78	0.00002
Sphingomonas sp. CV7422	3018036	S	31	16	47	0.00001
Sphingomonas sp. ERG5	1381597	S	26	102	128	0.00003
Sphingomonas sp. MEA3-1	1647414	S	22	753	775	0.00017
Sphingomonas sp. NIC1	1961362	S	20	88	108	0.00002
Sphingomonas sp. AAP5	1523415	S	12	10	22	0.00000
Sphingomonas paucimobilis	13689	S	368	537	905	0.00020
Sphingomonas bisphenolicum	296544	S	337	960	1297	0.00029
Sphingomonas melonis	152682	S	171	1069	1240	0.00028
Sphingomonas hankookensis	563996	S	65	118	183	0.00004
Sphingomonas aerolata	185951	S	57	19	76	0.00002
Sphingomonas naphthae	1813468	S	50	50	100	0.00002
Sphingomonas profundi	2681549	S	45	11	56	0.00001
Sphingomonas aliaeris	2759526	S	36	7	43	0.00001
Sphingomonas koreensis	93064	S	32	80	112	0.00003
Sphingomonas morindae	1541170	S	15	4	19	0.00000
Sphingopyxis sp. DBS4	2968500	S	189	401	590	0.00013
Sphingopyxis sp. MG	1866325	S	86	895	981	0.00022
Sphingopyxis sp. FD7	1914525	S	69	64	133	0.00003
Sphingopyxis sp. 113P3	292913	S	66	103	169	0.00004
Sphingopyxis sp. YF1	2482763	S	30	17	47	0.00001
Sphingopyxis alaskensis	117207	S	496	168	664	0.00015
Sphingopyxis macrogoltabida	33050	S	408	534	942	0.00021
Sphingopyxis fribergensis	1515612	S	46	29	75	0.00002
Sphingopyxis terrae	33052	S	40	194	234	0.00005
Sphingopyxis granuli	267128	S	38	149	187	0.00004
Citromicrobium sp. JL477	1634516	S	2117	855	2972	0.00067
Novosphingobium sp. KA1	164608	S	445	4680	5125	0.00115
Novosphingobium sp. EMRT-2	2571749	S	32	71	103	0.00002
Novosphingobium sp. PP1Y	702113	S	16	22	38	0.00001
Novosphingobium pentaromativorans	205844	S	460	1227	1687	0.00038
Novosphingobium decolorationis	2698673	S	400	661	1061	0.00024
Novosphingobium resinovorum	158500	S	66	147	213	0.00005
Sphingosinithalassobacter tenebrarum	2711215	S	251	77	328	0.00007
Rhizorhabdus wittichii	160791	S	21	53	74	0.00002
Sulfitobacter sp. SK025	1389011	S	2731	58581	61312	0.01372
Sulfitobacter sp. D7	1968541	S	670	17019	17689	0.00396
Sulfitobacter sp. W074	2867026	S	366	6675	7041	0.00158
Sulfitobacter sp. W027	2867025	S	360	1061	1421	0.00032
Sulfitobacter sp. CB2047	1525218	S	357	14245	14602	0.00327
Sulfitobacter sp. W002	2867024	S	181	1113	1294	0.00029
Sulfitobacter sp. THAF37	2587855	S	139	480	619	0.00014
Sulfitobacter sp. DSM 110093	2883127	S	90	323	413	0.00009
Sulfitobacter sp. B30-2	2785912	S	77	2116	2193	0.00049
Sulfitobacter sp. BSw21498	664426	S	68	60	128	0.00003
Sulfitobacter faviae	1775881	S	7072	16083	23155	0.00518
Sulfitobacter alexandrii	1917485	S	3977	13071	17048	0.00382
Sulfitobacter pontiacus	60137	S	2463	61494	63957	0.01431
Sulfitobacter dubius	218673	S	566	3774	4340	0.00097
Sulfitobacter mediterraneus	83219	S	156	875	1031	0.00023
Sulfitobacter indolifex	225422	S	133	286	419	0.00009
Salipiger profundus	1229727	S	7150	11883	19033	0.00426
Salipiger abyssi	1250539	S	310	552	862	0.00019
Salipiger sp. CCB-MM3	1792508	S	19	4	23	0.00001
Sagittula sp. P11	2009329	S	6495	14646	21141	0.00473
Actibacterium sp. EMB200-NS6	1609966	S	2069	4023	6092	0.00136
Roseovarius sp. THAF9	2587847	S	85	103	188	0.00004
Roseovarius sp. HL-MP18	2980108	S	59	581	640	0.00014
Roseovarius sp. SCSIO 43702	2823043	S	35	5	40	0.00001
Roseovarius sp. THAF27	2587850	S	33	215	248	0.00006
Roseovarius sp. THAF8	2587846	S	28	163	191	0.00004
Roseovarius indicus	540747	S	479	640	1119	0.00025
Roseovarius mucosus	215743	S	156	708	864	0.00019
Roseovarius tolerans	74031	S	17	1	18	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	1298	1625	2923	0.00065
Pseudosulfitobacter sp. DSM 107133	2883100	S	204	272	476	0.00011
Phaeobacter inhibens	221822	S	580	525	1105	0.00025
Phaeobacter piscinae	1580596	S	217	281	498	0.00011
Phaeobacter porticola	1844006	S	199	72	271	0.00006
Phaeobacter gallaeciensis	60890	S	37	55	92	0.00002
Roseivivax marinus	1379903	S	686	292	978	0.00022
Roseivivax sp. THAF197b	2588299	S	37	191	228	0.00005
Roseivivax sp. THAF40	2587858	S	24	169	193	0.00004
Roseivivax sp. THAF30	2587852	S	20	7	27	0.00001
Celeribacter baekdonensis	875171	S	232	218	450	0.00010
Celeribacter indicus	1208324	S	165	415	580	0.00013
Celeribacter ethanolicus	1758178	S	89	142	231	0.00005
Yangia pacifica	311180	S	652	205	857	0.00019
Ruegeria sp. SCSIO 43209	2793010	S	502	218	720	0.00016
Ruegeria pomeroyi	89184	S	17	3	20	0.00000
Leisingera sp. BMJM1	2930199	S	250	88	338	0.00008
Leisingera caerulea	506591	S	61	15	76	0.00002
Mameliella alba	561184	S	221	137	358	0.00008
Octadecabacter sp. SW4	2602067	S	124	88	212	0.00005
Octadecabacter arcticus	53946	S	37	2	39	0.00001
Ponticoccus alexandrii	1943633	S	138	42	180	0.00004
Dinoroseobacter shibae	215813	S	34	53	87	0.00002
Oceanicola sp. D3	2587163	S	27	2	29	0.00001
Antarctobacter heliothermus	74033	S	19	1	20	0.00000
Pacificitalea manganoxidans	1411902	S	151694	89817	241511	0.05405
Paracoccus sp. SCSIO 76264	3017783	S	708	644	1352	0.00030
Paracoccus sp. SCSIO 75233	3017782	S	617	1210	1827	0.00041
Paracoccus sp. SCSIO 75817	3017781	S	361	1168	1529	0.00034
Paracoccus sp. (in: a-proteobacteria)	267	S	123	2	125	0.00003
Paracoccus sp. SCSIO 80058	3017784	S	79	70	149	0.00003
Paracoccus sp. AK26	2589076	S	77	35	112	0.00003
Paracoccus sp. Arc7-R13	2500532	S	33	382	415	0.00009
Paracoccus zhejiangensis	1077935	S	868	1059	1927	0.00043
Paracoccus stylophorae	659350	S	595	891	1486	0.00033
Paracoccus yeei	147645	S	349	3355	3704	0.00083
Paracoccus alcaliphilus	34002	S	250	773	1023	0.00023
Paracoccus tegillarcae	1529068	S	239	74	313	0.00007
Paracoccus aestuarii	453842	S	132	66	198	0.00004
Paracoccus fistulariae	658446	S	98	163	261	0.00006
Paracoccus kondratievae	135740	S	85	140	225	0.00005
Paracoccus contaminans	1945662	S	57	51	108	0.00002
Paracoccus suum	2259340	S	26	22	48	0.00001
Paracoccus methylovorus	2812658	S	25	32	57	0.00001
Paracoccus denitrificans	266	S	25	63	88	0.00002
Paracoccus aminovorans	34004	S	24	25	49	0.00001
Paracoccus pantotrophus	82367	S	20	64	84	0.00002
Paracoccus marcusii	59779	S	19	131	150	0.00003
Paracoccus sanguinis	1545044	S	18	17	35	0.00001
Paracoccus liaowanqingii	2560053	S	15	4	19	0.00000
Pseudooceanicola atlanticus	1461694	S	8419	1713	10132	0.00227
Pseudooceanicola algae	1537215	S	37	4	41	0.00001
Tritonibacter mobilis	379347	S	377	368	745	0.00017
Pukyongiella litopenaei	2605946	S	363	202	565	0.00013
Brevirhabdus pacifica	1267768	S	265	377	642	0.00014
Rhodovulum sp. P5	1564506	S	157	134	291	0.00007
Rhodovulum sp. MB263	308754	S	12	3	15	0.00000
Rhodovulum sulfidophilum	35806	S	27	9	36	0.00001
Thioclava electrotropha	1549850	S	75	33	108	0.00002
Thioclava nitratireducens	1915078	S	38	32	70	0.00002
Frigidibacter mobilis	1335048	S	124	202	326	0.00007
Paroceanicella profunda	2579971	S	97	53	150	0.00003
Falsirhodobacter sp. PG104	2692330	S	89	16	105	0.00002
Pseudohalocynthiibacter aestuariivivens	1591409	S	84	713	797	0.00018
Yoonia vestfoldensis	245188	S	75	45	120	0.00003
Cereibacter sphaeroides	1063	S	63	25	88	0.00002
Abyssibius alkaniclasticus	2881234	S	49	11	60	0.00001
Pelagovum pacificum	2588711	S	45	14	59	0.00001
Aliiroseovarius crassostreae	154981	S	31	4	35	0.00001
Pontibrevibacter nitratireducens	2758038	S	22	11	33	0.00001
Rhodobacter sp. LPB0142	1850250	S	16	50	66	0.00001
Polymorphum gilvum	991904	S	16	17	33	0.00001
Candidatus Pelagibacter sp. FZCC0015	2268451	S	796	2073	2869	0.00064
Candidatus Pelagibacter sp. RS40	1977865	S	456	481	937	0.00021
Candidatus Pelagibacter sp. RS39	1977864	S	141	356	497	0.00011
Candidatus Pelagibacter sp. IMCC9063	1002672	S	81	142	223	0.00005
Candidatus Pelagibacter sp. HIMB1321	1388755	S	17	41	58	0.00001
Candidatus Pelagibacter giovannonii	2563896	S	1308	13231	14539	0.00325
Candidatus Pelagibacter ubique	198252	S	279	3064	3343	0.00075
Roseibium aggregatum	187304	S	7597	4742	12339	0.00276
Roseibium sp. Sym1	3016006	S	85	67	152	0.00003
Stappia indica	538381	S	584	239	823	0.00018
Pannonibacter phragmitetus	121719	S	469	688	1157	0.00026
Martelella mediterranea	293089	S	1736	3505	5241	0.00117
Martelella sp. AD-3	686597	S	79	308	387	0.00009
Martelella lutilitoris	2583532	S	67	199	266	0.00006
Martelella endophytica	1486262	S	35	16	51	0.00001
Jiella sp. HL-NP1	2986949	S	1359	365	1724	0.00039
Aureimonas sp. SA4125	2826993	S	21	7	28	0.00001
Aurantimonas sp. HBX-1	2906072	S	13	7	20	0.00000
Acuticoccus sp. I52.16.1	2928472	S	1386	311	1697	0.00038
Devosia sp. I507	2083786	S	400	165	565	0.00013
Devosia salina	2860336	S	56	26	82	0.00002
Pelagibacterium sp. YIM 151497	2984530	S	23	19	42	0.00001
Nitratireductor kimnyeongensis	430679	S	120	96	216	0.00005
Nitratireductor sp. OM-1	1756988	S	106	57	163	0.00004
Nitratireductor rhodophyticola	2854036	S	39	92	131	0.00003
Aquibium oceanicum	1670800	S	35	29	64	0.00001
Rhizobium sp. X9	2815360	S	20	174	194	0.00004
Agrobacterium tumefaciens	358	S	54	122	176	0.00004
Ensifer adhaerens	106592	S	22	29	51	0.00001
Ensifer sp. PDNC004	2811423	S	14	32	46	0.00001
Shinella zoogloeoides	352475	S	17	117	134	0.00003
Methylobacterium currus	2051553	S	16	374	390	0.00009
