name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aurantiacibacter atlanticus	1648404	S	11772	11908	23680	0.26386
Croceicoccus marinus	450378	S	2971	490	3461	0.03856
Porphyrobacter sp. YT40	2547601	S	1695	1242	2937	0.03273
Sphingobium sp. TKS	1315974	S	787	1478	2265	0.02524
Sphingobium sp. RAC03	1843368	S	71	11	82	0.00091
Sphingobium sp. Cam5-1	2789327	S	34	27	61	0.00068
Sphingobium sp. CAP-1	2676077	S	32	84	116	0.00129
Sphingobium baderi	1332080	S	764	1130	1894	0.02110
Sphingobium cloacae	120107	S	242	521	763	0.00850
Sphingobium herbicidovorans	76947	S	51	29	80	0.00089
Sphingobium amiense	135719	S	39	105	144	0.00160
Sphingobium indicum	332055	S	15	22	37	0.00041
Sphingopyxis sp. 113P3	292913	S	395	159	554	0.00617
Sphingopyxis sp. FD7	1914525	S	96	82	178	0.00198
Sphingopyxis alaskensis	117207	S	266	142	408	0.00455
Sphingopyxis macrogoltabida	33050	S	234	204	438	0.00488
Sphingomonas sanxanigenens	397260	S	532	384	916	0.01021
Sphingomonas sp. IC081	304378	S	123	75	198	0.00221
Sphingomonas sp. FARSPH	2219696	S	68	87	155	0.00173
Sphingomonas sp. NBWT7	2596913	S	42	86	128	0.00143
Novosphingobium resinovorum	158500	S	341	80	421	0.00469
Novosphingobium pentaromativorans	205844	S	142	31	173	0.00193
Novosphingobium sp. EMRT-2	2571749	S	93	37	130	0.00145
Novosphingobium decolorationis	2698673	S	44	160	204	0.00227
Rhizorhabdus dicambivorans	1850238	S	426	2310	2736	0.03049
Rhizorhabdus wittichii	160791	S	33	26	59	0.00066
Pacificitalea manganoxidans	1411902	S	3004	2008	5012	0.05585
Paracoccaceae bacterium	1904441	S	1266	1417	2683	0.02990
Paracoccus zhejiangensis	1077935	S	65	16	81	0.00090
Paracoccus tegillarcae	1529068	S	20	13	33	0.00037
Gemmobacter fulva	2840474	S	51	4	55	0.00061
Pukyongiella litopenaei	2605946	S	48	93	141	0.00157
Thioclava nitratireducens	1915078	S	20	19	39	0.00043
Thioclava electrotropha	1549850	S	18	0	18	0.00020
