name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	405626	284861	690487	0.16300
Erythrobacter sp. 3-20A1M	2653850	S	4473	3059	7532	0.00178
Erythrobacter sp. THAF29	2587851	S	164	41	205	0.00005
Erythrobacter sp. SDW2	2907154	S	53	16	69	0.00002
Erythrobacter sp. JK5	2829500	S	42	17	59	0.00001
Erythrobacter sp. HL-111	1798193	S	17	3	20	0.00000
Erythrobacter aureus	2182384	S	3341	681	4022	0.00095
Erythrobacter litoralis	39960	S	1850	1426	3276	0.00077
Erythrobacter mangrovi	2739433	S	134	65	199	0.00005
Porphyrobacter sp. CACIAM 03H1	2003315	S	28	12	40	0.00001
Qipengyuania flava	192812	S	66474	46192	112666	0.02660
Qipengyuania sp. PHS-Z21	2909673	S	1149	730	1879	0.00044
Qipengyuania sp. SS22	2979461	S	803	204	1007	0.00024
Qipengyuania seohaensis	266951	S	200	73	273	0.00006
Qipengyuania aurantiaca	2867233	S	153	77	230	0.00005
Qipengyuania soli	2782568	S	12	3	15	0.00000
Croceicoccus marinus	450378	S	8337	6217	14554	0.00344
Croceicoccus sp. Ery15	1703338	S	4046	6257	10303	0.00243
Croceicoccus sp. Ery5	1703340	S	1500	1161	2661	0.00063
Croceicoccus sp. YJ47	2798724	S	554	941	1495	0.00035
Croceicoccus naphthovorans	1348774	S	540	1125	1665	0.00039
Aurantiacibacter atlanticus	1648404	S	16399	7930	24329	0.00574
Croceibacterium atlanticum	1267766	S	820	352	1172	0.00028
Tsuneonella flava	2055955	S	591	183	774	0.00018
Altererythrobacter sp. B11	2060312	S	326	164	490	0.00012
Altererythrobacter epoxidivorans	361183	S	61	19	80	0.00002
Pelagerythrobacter marensis	543877	S	88	14	102	0.00002
Sphingobium yanoikuyae	13690	S	8666	30529	39195	0.00925
Sphingobium xenophagum	121428	S	8248	18010	26258	0.00620
Sphingobium sp. TKS	1315974	S	875	5513	6388	0.00151
Sphingobium sp. YG1	2082188	S	757	1131	1888	0.00045
Sphingobium sp. KCTC 72723	2733867	S	125	43	168	0.00004
Sphingobium sp. RSMS	520734	S	47	539	586	0.00014
Sphingobium sp. YBL2	484429	S	43	1034	1077	0.00025
Sphingobium sp. AntQ-1	2930091	S	39	36	75	0.00002
Sphingobium sp. CFD-1	2878545	S	38	442	480	0.00011
Sphingobium sp. PAMC28499	2565554	S	32	63	95	0.00002
Sphingobium sp. JS3065	2970925	S	28	113	141	0.00003
Sphingobium sp. EP60837	1855519	S	20	24	44	0.00001
Sphingobium sp. YC-XJ3	3024245	S	19	602	621	0.00015
Sphingobium sp. LB126	1983755	S	15	114	129	0.00003
Sphingobium sp. MI1205	407020	S	15	107	122	0.00003
Sphingobium fuliginis	336203	S	383	2122	2505	0.00059
Sphingobium baderi	1332080	S	244	3034	3278	0.00077
Sphingobium indicum	332055	S	139	575	714	0.00017
Sphingobium cloacae	120107	S	74	501	575	0.00014
Sphingobium herbicidovorans	76947	S	53	203	256	0.00006
Sphingobium phenoxybenzoativorans	1592790	S	41	77	118	0.00003
Sphingobium chungbukense	56193	S	21	33	54	0.00001
Sphingobium amiense	135719	S	19	102	121	0.00003
Novosphingopyxis iocasae	2762729	S	13222	8399	21621	0.00510
Sphingomonas paucimobilis	13689	S	863	1071	1934	0.00046
Sphingomonas sanxanigenens	397260	S	793	1494	2287	0.00054
Sphingomonas sp. IC081	304378	S	281	2920	3201	0.00076
Sphingomonas sp. FARSPH	2219696	S	125	247	372	0.00009
Sphingomonas sp. AAP5	1523415	S	92	72	164	0.00004
Sphingomonas sp. ERG5	1381597	S	34	103	137	0.00003
Sphingomonas sp. KC8	1030157	S	33	5	38	0.00001
Sphingomonas bisphenolicum	296544	S	488	1105	1593	0.00038
Sphingomonas hankookensis	563996	S	276	456	732	0.00017
Sphingomonas melonis	152682	S	119	1967	2086	0.00049
Sphingomonas aliaeris	2759526	S	87	15	102	0.00002
Sphingomonas koreensis	93064	S	35	71	106	0.00003
Sphingomonas naphthae	1813468	S	34	29	63	0.00001
Sphingomonas profundi	2681549	S	29	6	35	0.00001
Sphingomonas aerolata	185951	S	20	5	25	0.00001
Novosphingobium sp. KA1	164608	S	736	6097	6833	0.00161
Novosphingobium sp. EMRT-2	2571749	S	42	80	122	0.00003
Novosphingobium sp. PP1Y	702113	S	31	55	86	0.00002
Novosphingobium decolorationis	2698673	S	517	738	1255	0.00030
Novosphingobium pentaromativorans	205844	S	354	1108	1462	0.00035
Novosphingobium resinovorum	158500	S	109	223	332	0.00008
Citromicrobium sp. JL477	1634516	S	2352	1110	3462	0.00082
Sphingopyxis alaskensis	117207	S	518	157	675	0.00016
Sphingopyxis macrogoltabida	33050	S	414	464	878	0.00021
Sphingopyxis sp. 113P3	292913	S	85	112	197	0.00005
Sphingopyxis sp. FD7	1914525	S	59	44	103	0.00002
Sphingopyxis sp. MG	1866325	S	51	510	561	0.00013
Sphingopyxis sp. DBS4	2968500	S	40	72	112	0.00003
Sphingopyxis granuli	267128	S	52	183	235	0.00006
Sphingopyxis fribergensis	1515612	S	48	27	75	0.00002
Sphingopyxis terrae	33052	S	30	128	158	0.00004
Blastomonas fulva	1550728	S	28	357	385	0.00009
Blastomonas sp. RAC04	1842535	S	20	190	210	0.00005
Sphingosinithalassobacter tenebrarum	2711215	S	500	171	671	0.00016
Rhizorhabdus wittichii	160791	S	13	28	41	0.00001
Rhizorhabdus dicambivorans	1850238	S	12	46	58	0.00001
Tardibacter chloracetimidivorans	1921510	S	12	43	55	0.00001
Zymomonas mobilis	542	S	16	128	144	0.00003
Sulfitobacter sp. SK025	1389011	S	2354	47125	49479	0.01168
Sulfitobacter sp. W074	2867026	S	975	25661	26636	0.00629
Sulfitobacter sp. W027	2867025	S	632	1797	2429	0.00057
Sulfitobacter sp. W002	2867024	S	597	4985	5582	0.00132
Sulfitobacter sp. D7	1968541	S	553	18951	19504	0.00460
Sulfitobacter sp. DSM 110093	2883127	S	302	1034	1336	0.00032
Sulfitobacter sp. THAF37	2587855	S	174	534	708	0.00017
Sulfitobacter sp. CB2047	1525218	S	164	6350	6514	0.00154
Sulfitobacter sp. BSw21498	664426	S	89	69	158	0.00004
Sulfitobacter sp. B30-2	2785912	S	63	1655	1718	0.00041
Sulfitobacter faviae	1775881	S	49373	98849	148222	0.03499
Sulfitobacter alexandrii	1917485	S	3096	8979	12075	0.00285
Sulfitobacter pontiacus	60137	S	2125	46450	48575	0.01147
Sulfitobacter dubius	218673	S	676	3941	4617	0.00109
Sulfitobacter indolifex	225422	S	276	518	794	0.00019
Sulfitobacter mediterraneus	83219	S	73	358	431	0.00010
Salipiger profundus	1229727	S	5580	8332	13912	0.00328
Salipiger abyssi	1250539	S	294	484	778	0.00018
Salipiger sp. CCB-MM3	1792508	S	19	3	22	0.00001
Roseivivax marinus	1379903	S	4096	1414	5510	0.00130
Roseivivax sp. THAF40	2587858	S	42	262	304	0.00007
Roseivivax sp. THAF197b	2588299	S	14	64	78	0.00002
Sagittula sp. P11	2009329	S	4171	8310	12481	0.00295
Roseovarius sp. THAF9	2587847	S	110	110	220	0.00005
Roseovarius sp. HL-MP18	2980108	S	89	765	854	0.00020
Roseovarius sp. TM1035	391613	S	51	689	740	0.00017
Roseovarius sp. SCSIO 43702	2823043	S	29	4	33	0.00001
Roseovarius sp. THAF8	2587846	S	21	81	102	0.00002
Roseovarius sp. THAF27	2587850	S	14	61	75	0.00002
Roseovarius indicus	540747	S	416	510	926	0.00022
Roseovarius mucosus	215743	S	200	2660	2860	0.00068
Roseovarius tolerans	74031	S	16	1	17	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	1251	1331	2582	0.00061
Pseudosulfitobacter sp. DSM 107133	2883100	S	865	966	1831	0.00043
Actibacterium sp. EMB200-NS6	1609966	S	1183	2015	3198	0.00075
Phaeobacter inhibens	221822	S	732	605	1337	0.00032
Phaeobacter piscinae	1580596	S	129	167	296	0.00007
Phaeobacter porticola	1844006	S	94	35	129	0.00003
Phaeobacter gallaeciensis	60890	S	22	30	52	0.00001
Celeribacter baekdonensis	875171	S	280	201	481	0.00011
Celeribacter indicus	1208324	S	173	375	548	0.00013
Celeribacter ethanolicus	1758178	S	90	112	202	0.00005
