name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	19874	13644	33518	0.10568
Erythrobacter sp. THAF29	2587851	S	110	26	136	0.00043
Erythrobacter sp. 3-20A1M	2653850	S	17	11	28	0.00009
Erythrobacter litoralis	39960	S	288	208	496	0.00156
Erythrobacter aureus	2182384	S	33	5	38	0.00012
Qipengyuania flava	192812	S	6900	4359	11259	0.03550
Qipengyuania sp. PHS-Z21	2909673	S	90	51	141	0.00044
Qipengyuania sp. SS22	2979461	S	74	16	90	0.00028
Qipengyuania seohaensis	266951	S	25	7	32	0.00010
Croceicoccus marinus	450378	S	503	361	864	0.00272
Croceicoccus sp. Ery15	1703338	S	233	373	606	0.00191
Croceicoccus sp. Ery5	1703340	S	104	80	184	0.00058
Croceicoccus naphthovorans	1348774	S	56	103	159	0.00050
Aurantiacibacter atlanticus	1648404	S	92	42	134	0.00042
Tsuneonella flava	2055955	S	80	22	102	0.00032
Croceibacterium atlanticum	1267766	S	20	7	27	0.00009
Citromicrobium sp. JL477	1634516	S	12764	5938	18702	0.05897
Sphingobium yanoikuyae	13690	S	477	3031	3508	0.01106
Sphingobium sp. YG1	2082188	S	62	120	182	0.00057
Sphingobium sp. KCTC 72723	2733867	S	16	6	22	0.00007
Sphingobium sp. PAMC28499	2565554	S	14	99	113	0.00036
Sphingobium sp. TKS	1315974	S	12	65	77	0.00024
Sphingobium xenophagum	121428	S	103	311	414	0.00131
Sphingobium fuliginis	336203	S	17	408	425	0.00134
Sphingosinithalassobacter tenebrarum	2711215	S	102	34	136	0.00043
Novosphingopyxis iocasae	2762729	S	98	61	159	0.00050
Sphingomonas sanxanigenens	397260	S	33	61	94	0.00030
Novosphingobium pentaromativorans	205844	S	18	43	61	0.00019
Sphingopyxis macrogoltabida	33050	S	29	32	61	0.00019
Sulfitobacter sp. SK025	1389011	S	221	11272	11493	0.03624
Sulfitobacter sp. CB2047	1525218	S	37	3544	3581	0.01129
Sulfitobacter sp. BSw21498	664426	S	12	24	36	0.00011
Sulfitobacter pontiacus	60137	S	322	20592	20914	0.06594
Sulfitobacter indolifex	225422	S	190	1039	1229	0.00388
