100.00	36169	0	R	1	root
100.00	36169	0	R1	131567	  cellular organisms
100.00	36169	0	D	2	    Bacteria
96.52	34910	0	P	1224	      Pseudomonadota
69.90	25282	0	C	28211	        Alphaproteobacteria
56.24	20342	0	O	204457	          Sphingomonadales
32.73	11836	0	F	335929	            Erythrobacteraceae
27.32	9881	0	G	2800681	              Aurantiacibacter
27.32	9881	9881	S	1648404	                Aurantiacibacter atlanticus
2.92	1054	0	F1	2800788	              Erythrobacter/Porphyrobacter group
2.92	1054	0	G	1111	                Porphyrobacter
2.92	1054	0	G1	2683265	                  unclassified Porphyrobacter
2.92	1054	1054	S	2547601	                    Porphyrobacter sp. YT40
2.49	900	0	G	1295327	              Croceicoccus
2.49	900	900	S	450378	                Croceicoccus marinus
23.52	8505	0	F	41297	            Sphingomonadaceae
13.36	4832	0	G	165695	              Sphingobium
8.35	3020	0	G1	2611147	                unclassified Sphingobium
8.17	2955	2955	S	1315974	                  Sphingobium sp. TKS
0.07	25	25	S	2789327	                  Sphingobium sp. Cam5-1
0.11	40	40	S	2676077	                  Sphingobium sp. CAP-1
4.61	1669	1669	S	1332080	                Sphingobium baderi
0.29	104	104	S	120107	                Sphingobium cloacae
0.11	38	38	S	135719	                Sphingobium amiense
4.92	1781	0	G	1649486	              Rhizorhabdus
4.92	1781	1781	S	1850238	                Rhizorhabdus dicambivorans
2.76	998	0	G	13687	              Sphingomonas
2.25	813	813	S	397260	                Sphingomonas sanxanigenens
0.51	185	0	G1	196159	                unclassified Sphingomonas
0.20	73	73	S	304378	                  Sphingomonas sp. IC081
0.16	58	58	S	2219696	                  Sphingomonas sp. FARSPH
0.15	53	53	S	2596913	                  Sphingomonas sp. NBWT7
1.76	635	0	G	165697	              Sphingopyxis
1.51	545	545	S	33050	                Sphingopyxis macrogoltabida
0.12	42	0	G1	2614943	                unclassified Sphingopyxis
0.07	23	23	S	1914525	                  Sphingopyxis sp. FD7
0.05	19	19	S	292913	                  Sphingopyxis sp. 113P3
0.13	47	47	S	117207	                Sphingopyxis alaskensis
0.71	256	0	G	165696	              Novosphingobium
0.50	181	181	S	158500	                Novosphingobium resinovorum
0.12	41	41	S	205844	                Novosphingobium pentaromativorans
0.09	33	0	G1	2644732	                unclassified Novosphingobium
0.09	33	33	S	2571749	                  Novosphingobium sp. EMRT-2
9.45	3419	0	O	204455	          Rhodobacterales
8.29	2999	0	F	2854170	            Roseobacteraceae
2.48	895	0	G	263377	              Salipiger
2.16	779	779	S	1229727	                Salipiger profundus
0.24	85	85	S	1250539	                Salipiger abyssi
0.09	30	0	G1	2640570	                unclassified Salipiger
0.09	30	30	S	1792508	                  Salipiger sp. CCB-MM3
2.10	761	0	G	74030	              Roseovarius
0.20	70	0	G1	2614913	                unclassified Roseovarius
0.20	70	70	S	2587850	                  Roseovarius sp. THAF27
0.56	203	203	S	540747	                Roseovarius indicus
1.35	487	487	S	215743	                Roseovarius mucosus
1.73	624	0	G	60136	              Sulfitobacter
1.15	414	0	G1	196795	                unclassified Sulfitobacter
0.85	308	308	S	1968541	                  Sulfitobacter sp. D7
0.29	105	105	S	2587855	                  Sulfitobacter sp. THAF37
0.58	210	210	S	1917485	                Sulfitobacter alexandrii
0.73	263	0	G	58842	              Sagittula
0.73	263	0	G1	2624628	                unclassified Sagittula
0.73	263	263	S	2009329	                  Sagittula sp. P11
0.52	188	0	G	53945	              Octadecabacter
0.52	188	0	G1	196158	                unclassified Octadecabacter
0.52	188	188	S	2602067	                  Octadecabacter sp. SW4
