name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	1004266	676240	1680506	0.20913
Alteromonas australica	589873	S	77471	726783	804254	0.10009
Alteromonas sp. B31-7	2785913	S	24551	536583	561134	0.06983
Alteromonas sp. RW2A1	1917158	S	1316	5613	6929	0.00086
Alteromonas sp. RKMC-009	2267264	S	793	102	895	0.00011
Alteromonas sp. BL110	1714845	S	520	217	737	0.00009
Alteromonas sp. MB-3u-76	2058133	S	397	1272	1669	0.00021
Alteromonas sp. 76-1	2358187	S	269	380	649	0.00008
Alteromonas sp. LMIT006	2961948	S	44	5	49	0.00001
Alteromonas sp. 009811495	3002962	S	35	33	68	0.00001
Alteromonas mediterranea	314275	S	11891	65139	77030	0.00959
Alteromonas naphthalenivorans	715451	S	488	900	1388	0.00017
Alteromonas stellipolaris	233316	S	433	7412	7845	0.00098
Alteromonas pelagimontana	1858656	S	245	28	273	0.00003
Salinimonas sediminis	2303538	S	2018	674	2692	0.00034
Salinimonas iocasae	2572577	S	1575	612	2187	0.00027
Hydrocarboniclastica marina	2259620	S	17	2	19	0.00000
Saccharobesus litoralis	2172099	S	15	0	15	0.00000
Pseudoalteromonas donghaensis	621376	S	2159	11764	13923	0.00173
Pseudoalteromonas shioyasakiensis	1190813	S	1026	580	1606	0.00020
Pseudoalteromonas sp. SCSIO 43088	2822846	S	299	212	511	0.00006
Pseudoalteromonas sp. CF6-2	562716	S	182	239	421	0.00005
Pseudoalteromonas sp. MT33b	2759705	S	57	374	431	0.00005
Pseudoalteromonas sp. SCSIO 43101	2822847	S	38	14	52	0.00001
Pseudoalteromonas sp. A41-2	2785910	S	33	371	404	0.00005
Pseudoalteromonas sp. JSTW	2752475	S	25	175	200	0.00002
Pseudoalteromonas sp. THAF3	2587843	S	24	14	38	0.00000
Pseudoalteromonas sp. GCY	2003316	S	12	7	19	0.00000
Pseudoalteromonas issachenkonii	152297	S	156	578	734	0.00009
Pseudoalteromonas arabiensis	874454	S	25	74	99	0.00001
Pseudoalteromonas ruthenica	151081	S	22	13	35	0.00000
Pseudoalteromonas prydzensis	182141	S	18	1	19	0.00000
Pseudoalteromonas piscicida	43662	S	16	11	27	0.00000
Pseudoalteromonas lipolytica	570156	S	12	51	63	0.00001
Idiomarina sp. X4	2055892	S	491	2471	2962	0.00037
Idiomarina sp. OT37-5b	2100422	S	446	533	979	0.00012
Idiomarina loihiensis	135577	S	310	233	543	0.00007
Idiomarina piscisalsi	1096243	S	265	1199	1464	0.00018
Idiomarina abyssalis	86102	S	113	74	187	0.00002
Shewanella psychrophila	225848	S	63	5	68	0.00001
Shewanella putrefaciens	24	S	57	109	166	0.00002
Shewanella sp. JNE2	2989727	S	12	290	302	0.00004
Shewanella xiamenensis	332186	S	34	166	200	0.00002
Shewanella algae	38313	S	19	10	29	0.00000
Moritella sp. 5	2746231	S	12	153	165	0.00002
Halomonas meridiana	29570	S	77915	70829	148744	0.01851
Halomonas sp. DN3	2953657	S	8409	1100	9509	0.00118
Halomonas sp. KO116	1504981	S	579	390	969	0.00012
Halomonas sp. A3H3	1346287	S	467	11710	12177	0.00152
Halomonas sp. 18071143	2855441	S	263	694	957	0.00012
Halomonas sp. Y3	2956797	S	160	149	309	0.00004
Halomonas sp. 3H	2952527	S	76	31	107	0.00001
Halomonas sp. A40-4	2785909	S	71	23	94	0.00001
Halomonas sp. GFAJ-1	1118153	S	43	9	52	0.00001
Halomonas sp. JS92-SW72	2306583	S	35	103	138	0.00002
Halomonas sp. R57-5	1610576	S	30	19	49	0.00001
Halomonas sp. FeN2	2832500	S	24	13	37	0.00000
Halomonas sp. PGE1	2730360	S	23	84	107	0.00001
Halomonas sp. NyZ770	2883106	S	18	88	106	0.00001
Halomonas sp. GD1P12	2982691	S	18	1	19	0.00000
Halomonas sp. 7T	2893469	S	16	11	27	0.00000
Halomonas sp. THAF12	2587849	S	15	16	31	0.00000
Halomonas piezotolerans	2609667	S	3252	1706	4958	0.00062
Halomonas titanicae	664683	S	77	422	499	0.00006
Halomonas hydrothermalis	115561	S	59	158	217	0.00003
Halomonas venusta	44935	S	17	18	35	0.00000
Halomonas huangheensis	1178482	S	16	0	16	0.00000
Chromohalobacter salexigens	158080	S	8888	953	9841	0.00122
Salinicola tamaricis	1771309	S	179	19	198	0.00002
Pistricoccus aurantiacus	1883414	S	26	1	27	0.00000
Kushneria marisflavi	157779	S	12	0	12	0.00000
Alcanivorax sp. ALC70	2259335	S	1197	1154	2351	0.00029
Alcanivorax sp. N3-2A	2014542	S	192	330	522	0.00006
Alloalcanivorax xenomutans	1094342	S	102	160	262	0.00003
Ketobacter alkanivorans	1917421	S	23	1	24	0.00000
Aliamphritea ceti	1524258	S	582	136	718	0.00009
Thalassolituus oleivorans	187493	S	200	68	268	0.00003
Marinobacterium georgiense	48076	S	192	75	267	0.00003
Neptunomonas phycophila	1572645	S	20	1	21	0.00000
Neptunomonas japonica	417574	S	17	1	18	0.00000
Venatorbacter cucullus	2661630	S	13	3	16	0.00000
Klebsiella quasipneumoniae	1463165	S	273	3665	3938	0.00049
Klebsiella pneumoniae	573	S	191	11861	12052	0.00150
Klebsiella michiganensis	1134687	S	19	355	374	0.00005
Klebsiella oxytoca	571	S	14	42	56	0.00001
Klebsiella aerogenes	548	S	12	27	39	0.00000
Raoultella planticola	575	S	2190	10292	12482	0.00155
Raoultella ornithinolytica	54291	S	27	1621	1648	0.00021
Enterobacter cloacae	550	S	87	841	928	0.00012
Enterobacter asburiae	61645	S	22	549	571	0.00007
Enterobacter roggenkampii	1812935	S	16	272	288	0.00004
Enterobacter kobei	208224	S	15	720	735	0.00009
Enterobacter ludwigii	299767	S	13	257	270	0.00003
Phytobacter ursingii	1972431	S	44	204	248	0.00003
Escherichia coli	562	S	21	1979	2000	0.00025
Pantoea dispersa	59814	S	2291	1198	3489	0.00043
Pantoea agglomerans	549	S	62	50	112	0.00001
Pantoea sp. CCBC3-3-1	2490851	S	25	11	36	0.00000
Mixta calida	665913	S	171	175	346	0.00004
Kalamiella piersonii	2364647	S	56	40	96	0.00001
[Pantoea] beijingensis	1324864	S	33	14	47	0.00001
Providencia rettgeri	587	S	30	1385	1415	0.00018
Marinobacter nauticus	2743	S	15150	3680	18830	0.00234
Marinobacter sp. CP1	1671721	S	629	3245	3874	0.00048
Marinobacter sp. LQ44	1749259	S	404	954	1358	0.00017
Marinobacter sp. AN1	2886046	S	196	70	266	0.00003
Marinobacter sp. Arc7-DN-1	2304594	S	180	42	222	0.00003
Marinobacter sp. JH2	2547598	S	26	12	38	0.00000
Marinobacter sp. NP-4(2019)	2488665	S	15	8	23	0.00000
Marinobacter sp. es.042	1761794	S	13	29	42	0.00001
Marinobacter salsuginis	418719	S	124	50	174	0.00002
Marinobacter adhaerens	1033846	S	65	328	393	0.00005
Marinobacter salarius	1420917	S	65	30	95	0.00001
Pseudomonas sp. K-62	76885	S	26	7	33	0.00000
Pseudomonas aeruginosa	287	S	44	1509	1553	0.00019
Pseudomonas multiresinivorans	95301	S	12	15	27	0.00000
Pseudomonas putida	303	S	28	396	424	0.00005
Pseudomonas fluorescens	294	S	20	94	114	0.00001
Halopseudomonas aestusnigri	857252	S	102	619	721	0.00009
Halopseudomonas sp. RR6	2918528	S	68	15	83	0.00001
Halopseudomonas sp. MFKK-1	3015994	S	16	71	87	0.00001
Halopseudomonas sabulinigri	472181	S	41	4	45	0.00001
Stutzerimonas stutzeri	316	S	237	697	934	0.00012
Stutzerimonas balearica	74829	S	97	295	392	0.00005
[Pseudomonas] zhaodongensis	1176257	S	13	52	65	0.00001
Acinetobacter baylyi	202950	S	2698	1466	4164	0.00052
Acinetobacter baumannii	470	S	93	2477	2570	0.00032
Acinetobacter pittii	48296	S	34	211	245	0.00003
Acinetobacter nosocomialis	106654	S	24	55	79	0.00001
Acinetobacter seifertii	1530123	S	22	41	63	0.00001
Acinetobacter ursingii	108980	S	296	2568	2864	0.00036
Acinetobacter junii	40215	S	257	384	641	0.00008
Acinetobacter radioresistens	40216	S	214	121	335	0.00004
Acinetobacter sp. WCHA45	2004644	S	17	133	150	0.00002
Acinetobacter towneri	202956	S	57	543	600	0.00007
Acinetobacter venetianus	52133	S	41	52	93	0.00001
Acinetobacter indicus	756892	S	31	60	91	0.00001
Acinetobacter johnsonii	40214	S	25	111	136	0.00002
Acinetobacter schindleri	108981	S	24	57	81	0.00001
Acinetobacter bereziniae	106648	S	19	127	146	0.00002
Acinetobacter haemolyticus	29430	S	15	29	44	0.00001
Acinetobacter lwoffii	28090	S	14	104	118	0.00001
Acinetobacter septicus	465797	S	13	197	210	0.00003
Psychrobacter sp. KCTC 72983	2733866	S	60	394	454	0.00006
Psychrobacter sp. KH172YL61	2517899	S	31	424	455	0.00006
Psychrobacter sp. AntiMn-1	1720344	S	21	382	403	0.00005
Psychrobacter sp. P11G5	1699624	S	14	81	95	0.00001
Moraxella osloensis	34062	S	409	109	518	0.00006
Candidatus Pseudothioglobus singularis	1427364	S	3472	838	4310	0.00054
Candidatus Thioglobus sp. NP1	2508687	S	885	234	1119	0.00014
Candidatus Thioglobus autotrophicus	1705394	S	167	14	181	0.00002
Vibrio tubiashii	29498	S	1193	488	1681	0.00021
Vibrio azureus	512649	S	192	43	235	0.00003
Vibrio parahaemolyticus	670	S	53	56	109	0.00001
Vibrio campbellii	680	S	40	180	220	0.00003
Vibrio cidicii	1763883	S	198	391	589	0.00007
Vibrio chagasii	170679	S	157	99	256	0.00003
Vibrio furnissii	29494	S	37	37	74	0.00001
Vibrio algicola	2662262	S	35	7	42	0.00001
Vibrio alfacsensis	1074311	S	21	53	74	0.00001
Vibrio cholerae	666	S	18	64	82	0.00001
Vibrio artabrorum	446374	S	15	9	24	0.00000
Vibrio fluvialis	676	S	14	56	70	0.00001
Paraphotobacterium marinum	1755811	S	209	52	261	0.00003
Photobacterium toruni	1935446	S	27	17	44	0.00001
