name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	344236	130344	474580	0.28736
Alteromonas mediterranea	314275	S	2953	5929	8882	0.00538
Alteromonas sp. B31-7	2785913	S	643	7603	8246	0.00499
Alteromonas sp. RW2A1	1917158	S	256	1017	1273	0.00077
Alteromonas sp. RKMC-009	2267264	S	171	13	184	0.00011
Alteromonas sp. MB-3u-76	2058133	S	165	504	669	0.00041
Alteromonas sp. BL110	1714845	S	28	6	34	0.00002
Alteromonas australica	589873	S	2106	10578	12684	0.00768
Alteromonas naphthalenivorans	715451	S	84	84	168	0.00010
Alteromonas stellipolaris	233316	S	30	290	320	0.00019
Alteromonas pelagimontana	1858656	S	20	1	21	0.00001
Salinimonas iocasae	2572577	S	1420	305	1725	0.00104
Salinimonas sediminis	2303538	S	189	37	226	0.00014
Saccharobesus litoralis	2172099	S	23	0	23	0.00001
Pseudoalteromonas sp. SCSIO 43088	2822846	S	92	81	173	0.00010
Pseudoalteromonas sp. APM04	2699396	S	17	119	136	0.00008
Pseudoalteromonas sp. THAF3	2587843	S	15	18	33	0.00002
Pseudoalteromonas sp. CF6-2	562716	S	15	44	59	0.00004
Pseudoalteromonas donghaensis	621376	S	130	1468	1598	0.00097
Pseudoalteromonas shioyasakiensis	1190813	S	50	35	85	0.00005
Pseudoalteromonas piscicida	43662	S	26	38	64	0.00004
Pseudoalteromonas ruthenica	151081	S	17	21	38	0.00002
Pseudoalteromonas issachenkonii	152297	S	12	102	114	0.00007
Idiomarina sp. X4	2055892	S	108	455	563	0.00034
Idiomarina sp. OT37-5b	2100422	S	96	85	181	0.00011
Idiomarina loihiensis	135577	S	62	35	97	0.00006
Idiomarina piscisalsi	1096243	S	55	211	266	0.00016
Idiomarina abyssalis	86102	S	16	8	24	0.00001
Halomonas meridiana	29570	S	125636	62788	188424	0.11409
Halomonas sp. DN3	2953657	S	3383	328	3711	0.00225
Halomonas sp. A3H3	1346287	S	2659	39085	41744	0.02528
Halomonas sp. KO116	1504981	S	707	378	1085	0.00066
Halomonas sp. 18071143	2855441	S	310	668	978	0.00059
Halomonas sp. 3H	2952527	S	128	47	175	0.00011
Halomonas sp. Y3	2956797	S	106	86	192	0.00012
Halomonas sp. R57-5	1610576	S	58	32	90	0.00005
Halomonas sp. JS92-SW72	2306583	S	50	156	206	0.00012
Halomonas sp. NyZ770	2883106	S	47	173	220	0.00013
Halomonas sp. THAF12	2587849	S	43	42	85	0.00005
Halomonas sp. 7T	2893469	S	39	20	59	0.00004
Halomonas sp. FeN2	2832500	S	32	13	45	0.00003
Halomonas sp. BDJS001	2992143	S	25	7	32	0.00002
Halomonas sp. PGE1	2730360	S	25	95	120	0.00007
Halomonas sp. A40-4	2785909	S	23	5	28	0.00002
Halomonas sp. GFAJ-1	1118153	S	17	3	20	0.00001
Halomonas piezotolerans	2609667	S	6758	1966	8724	0.00528
Halomonas hydrothermalis	115561	S	99	154	253	0.00015
Halomonas titanicae	664683	S	76	238	314	0.00019
Halomonas huangheensis	1178482	S	16	0	16	0.00001
Chromohalobacter salexigens	158080	S	460	28	488	0.00030
Alcanivorax sp. ALC70	2259335	S	525	495	1020	0.00062
Alcanivorax sp. N3-2A	2014542	S	136	177	313	0.00019
Alloalcanivorax xenomutans	1094342	S	28	34	62	0.00004
Ketobacter alkanivorans	1917421	S	14	0	14	0.00001
Thalassolituus oleivorans	187493	S	57	23	80	0.00005
Marinobacterium georgiense	48076	S	53	12	65	0.00004
Aliamphritea ceti	1524258	S	31	5	36	0.00002
Marinobacter nauticus	2743	S	7468	1325	8793	0.00532
Marinobacter sp. CP1	1671721	S	308	1644	1952	0.00118
Marinobacter sp. LQ44	1749259	S	191	501	692	0.00042
Marinobacter sp. Arc7-DN-1	2304594	S	99	23	122	0.00007
Marinobacter sp. AN1	2886046	S	83	27	110	0.00007
Marinobacter sp. JH2	2547598	S	13	5	18	0.00001
Marinobacter sp. NP-4(2019)	2488665	S	12	5	17	0.00001
Marinobacter salsuginis	418719	S	34	13	47	0.00003
Marinobacter adhaerens	1033846	S	34	174	208	0.00013
Marinobacter salarius	1420917	S	19	7	26	0.00002
Halopseudomonas sp. RR6	2918528	S	47	13	60	0.00004
Halopseudomonas aestusnigri	857252	S	38	257	295	0.00018
Halopseudomonas sabulinigri	472181	S	31	3	34	0.00002
Pseudomonas fluorescens	294	S	35	47	82	0.00005
Pseudomonas aeruginosa	287	S	24	351	375	0.00023
Stutzerimonas stutzeri	316	S	35	171	206	0.00012
Stutzerimonas balearica	74829	S	13	41	54	0.00003
Vibrio tubiashii	29498	S	434	219	653	0.00040
Vibrio parahaemolyticus	670	S	24	34	58	0.00004
Vibrio campbellii	680	S	23	188	211	0.00013
Vibrio azureus	512649	S	17	4	21	0.00001
Vibrio chagasii	170679	S	70	69	139	0.00008
Vibrio cidicii	1763883	S	36	127	163	0.00010
Vibrio cholerae	666	S	28	172	200	0.00012
Paraphotobacterium marinum	1755811	S	75	14	89	0.00005
Candidatus Pseudothioglobus singularis	1427364	S	602	172	774	0.00047
Candidatus Thioglobus sp. NP1	2508687	S	132	42	174	0.00011
Candidatus Thioglobus autotrophicus	1705394	S	40	3	43	0.00003
Acinetobacter nosocomialis	106654	S	14	32	46	0.00003
Acinetobacter baumannii	470	S	12	478	490	0.00030
Acinetobacter junii	40215	S	25	34	59	0.00004
Acinetobacter schindleri	108981	S	21	46	67	0.00004
Psychrobacter sp. KCTC 72983	2733866	S	18	290	308	0.00019
Moraxella osloensis	34062	S	91	34	125	0.00008
Providencia vermicola	333965	S	20	294	314	0.00019
Providencia rettgeri	587	S	12	48	60	0.00004
Pantoea sp. CCBC3-3-1	2490851	S	15	11	26	0.00002
Spongiibacter sp. IMCC21906	1620392	S	66	16	82	0.00005
Spongiibacter nanhainus	2794344	S	29	3	32	0.00002
Zhongshania aliphaticivorans	1470434	S	19	1	20	0.00001
Halioglobus japonicus	930805	S	48	3	51	0.00003
Congregibacter litoralis	393662	S	31	15	46	0.00003
Stenotrophomonas maltophilia	40324	S	17	63	80	0.00005
Xanthomonas citri	346	S	18	23	41	0.00002
Pseudoxanthomonas spadix	415229	S	12	10	22	0.00001
Methylophaga nitratireducenticrescens	754476	S	78	32	110	0.00007
Methylophaga pinxianii	2881052	S	12	9	21	0.00001
Haemophilus parainfluenzae	729	S	62	50	112	0.00007
Erythrobacter sp. A30-3	2785907	S	105586	48335	153921	0.09320
Erythrobacter sp. 3-20A1M	2653850	S	1570	751	2321	0.00141
Erythrobacter sp. THAF29	2587851	S	43	6	49	0.00003
Erythrobacter aureus	2182384	S	292	29	321	0.00019
Erythrobacter litoralis	39960	S	272	124	396	0.00024
Erythrobacter mangrovi	2739433	S	48	14	62	0.00004
Qipengyuania flava	192812	S	17090	7591	24681	0.01494
Qipengyuania sp. PHS-Z21	2909673	S	118	52	170	0.00010
Qipengyuania sp. SS22	2979461	S	22	3	25	0.00002
Qipengyuania aurantiaca	2867233	S	20	6	26	0.00002
Croceicoccus marinus	450378	S	5673	3885	9558	0.00579
Croceicoccus sp. Ery15	1703338	S	1068	1807	2875	0.00174
Croceicoccus sp. Ery5	1703340	S	325	222	547	0.00033
Croceicoccus sp. YJ47	2798724	S	46	30	76	0.00005
Croceicoccus naphthovorans	1348774	S	229	438	667	0.00040
Aurantiacibacter atlanticus	1648404	S	599	178	777	0.00047
Croceibacterium atlanticum	1267766	S	256	64	320	0.00019
Altererythrobacter sp. B11	2060312	S	191	58	249	0.00015
Tsuneonella flava	2055955	S	137	25	162	0.00010
Pelagerythrobacter marensis	543877	S	22	1	23	0.00001
Sphingobium yanoikuyae	13690	S	2932	9666	12598	0.00763
Sphingobium xenophagum	121428	S	1156	2805	3961	0.00240
Sphingobium sp. YG1	2082188	S	579	994	1573	0.00095
Sphingobium sp. TKS	1315974	S	18	91	109	0.00007
Sphingobium sp. PAMC28499	2565554	S	18	36	54	0.00003
Sphingobium sp. KCTC 72723	2733867	S	15	4	19	0.00001
Sphingobium fuliginis	336203	S	233	1544	1777	0.00108
Sphingobium baderi	1332080	S	22	252	274	0.00017
Sphingobium herbicidovorans	76947	S	21	51	72	0.00004
Sphingobium cloacae	120107	S	13	89	102	0.00006
Citromicrobium sp. JL477	1634516	S	6155	2236	8391	0.00508
Novosphingobium pentaromativorans	205844	S	556	1216	1772	0.00107
Novosphingobium sp. KA1	164608	S	231	2921	3152	0.00191
Novosphingobium sp. EMRT-2	2571749	S	74	133	207	0.00013
Novosphingobium sp. PP1Y	702113	S	46	35	81	0.00005
Novosphingobium decolorationis	2698673	S	241	342	583	0.00035
Novosphingobium resinovorum	158500	S	31	59	90	0.00005
Sphingomonas sanxanigenens	397260	S	294	527	821	0.00050
Sphingomonas hankookensis	563996	S	269	346	615	0.00037
Sphingomonas sp. IC081	304378	S	112	1726	1838	0.00111
Sphingomonas sp. AAP5	1523415	S	34	20	54	0.00003
Sphingomonas sp. NBWT7	2596913	S	23	14	37	0.00002
Sphingomonas sp. MM-1	745310	S	17	97	114	0.00007
Sphingomonas bisphenolicum	296544	S	80	214	294	0.00018
Sphingomonas paucimobilis	13689	S	29	31	60	0.00004
Sphingomonas naphthae	1813468	S	22	16	38	0.00002
Sphingomonas melonis	152682	S	15	165	180	0.00011
Sphingomonas koreensis	93064	S	14	27	41	0.00002
Sphingopyxis sp. FD7	1914525	S	66	43	109	0.00007
Sphingopyxis sp. DBS4	2968500	S	56	105	161	0.00010
Sphingopyxis sp. EG6	1874061	S	12	9	21	0.00001
Sphingopyxis terrae	33052	S	120	393	513	0.00031
Sphingopyxis alaskensis	117207	S	84	24	108	0.00007
Sphingopyxis macrogoltabida	33050	S	79	82	161	0.00010
Sphingopyxis fribergensis	1515612	S	29	19	48	0.00003
Sphingopyxis granuli	267128	S	17	59	76	0.00005
Sphingosinithalassobacter tenebrarum	2711215	S	545	153	698	0.00042
Novosphingopyxis iocasae	2762729	S	157	75	232	0.00014
Tritonibacter mobilis	379347	S	11697	7062	18759	0.01136
Pacificitalea manganoxidans	1411902	S	2003	877	2880	0.00174
Paracoccus sp. SCSIO 75817	3017781	S	111	232	343	0.00021
Paracoccus sp. SCSIO 76264	3017783	S	73	45	118	0.00007
Paracoccus sp. SCSIO 75233	3017782	S	56	69	125	0.00008
Paracoccus sp. (in: a-proteobacteria)	267	S	27	0	27	0.00002
Paracoccus sp. SCSIO 80058	3017784	S	18	7	25	0.00002
Paracoccus stylophorae	659350	S	163	190	353	0.00021
Paracoccus alcaliphilus	34002	S	71	106	177	0.00011
Paracoccus zhejiangensis	1077935	S	70	63	133	0.00008
Paracoccus yeei	147645	S	64	463	527	0.00032
Paracoccus fistulariae	658446	S	15	18	33	0.00002
Paracoccus tegillarcae	1529068	S	14	3	17	0.00001
Pseudooceanicola atlanticus	1461694	S	160	21	181	0.00011
Paroceanicella profunda	2579971	S	53	19	72	0.00004
Brevirhabdus pacifica	1267768	S	46	41	87	0.00005
Rhodovulum sp. P5	1564506	S	18	18	36	0.00002
Pukyongiella litopenaei	2605946	S	18	7	25	0.00002
Pelagovum pacificum	2588711	S	18	4	22	0.00001
Salipiger profundus	1229727	S	3589	3548	7137	0.00432
Salipiger abyssi	1250539	S	70	82	152	0.00009
Sulfitobacter faviae	1775881	S	798	1171	1969	0.00119
Sulfitobacter sp. SK025	1389011	S	13	342	355	0.00021
Sulfitobacter alexandrii	1917485	S	25	49	74	0.00004
Yangia pacifica	311180	S	167	28	195	0.00012
Phaeobacter inhibens	221822	S	54	26	80	0.00005
Phaeobacter gallaeciensis	60890	S	34	32	66	0.00004
Phaeobacter piscinae	1580596	S	28	23	51	0.00003
Roseovarius indicus	540747	S	27	25	52	0.00003
Celeribacter indicus	1208324	S	42	61	103	0.00006
Roseivivax marinus	1379903	S	37	18	55	0.00003
Octadecabacter sp. SW4	2602067	S	38	16	54	0.00003
Sagittula sp. P11	2009329	S	38	49	87	0.00005
Pseudosulfitobacter pseudonitzschiae	1402135	S	33	23	56	0.00003
Actibacterium sp. EMB200-NS6	1609966	S	35	38	73	0.00004
Leisingera sp. BMJM1	2930199	S	16	3	19	0.00001
Mameliella alba	561184	S	19	6	25	0.00002
Martelella mediterranea	293089	S	4440	7658	12098	0.00733
Martelella sp. AD-3	686597	S	625	2262	2887	0.00175
Martelella endophytica	1486262	S	123	43	166	0.00010
Martelella lutilitoris	2583532	S	102	326	428	0.00026
Jiella sp. HL-NP1	2986949	S	1688	304	1992	0.00121
Methylobacterium brachiatum	269660	S	15	101	116	0.00007
Methylobacterium phyllosphaerae	418223	S	14	1278	1292	0.00078
Roseibium aggregatum	187304	S	1007	475	1482	0.00090
Pannonibacter phragmitetus	121719	S	114	159	273	0.00017
Stappia indica	538381	S	94	27	121	0.00007
Nitratireductor rhodophyticola	2854036	S	107	126	233	0.00014
Nitratireductor kimnyeongensis	430679	S	76	33	109	0.00007
Nitratireductor sp. OM-1	1756988	S	46	14	60	0.00004
Aquibium oceanicum	1670800	S	69	41	110	0.00007
Devosia sp. I507	2083786	S	311	63	374	0.00023
Devosia salina	2860336	S	16	3	19	0.00001
Pelagibacterium sp. YIM 151497	2984530	S	14	8	22	0.00001
Bradyrhizobium sp. BTAi1	288000	S	16	108	124	0.00008
Rhodopseudomonas palustris	1076	S	46	26	72	0.00004
Afipia sp. NBIMC_P1-C1	1320552	S	17	107	124	0.00008
Rhizobium sp. X9	2815360	S	25	204	229	0.00014
Acuticoccus sp. I52.16.1	2928472	S	35	5	40	0.00002
Chelatococcus sp. CO-6	1702325	S	28	12	40	0.00002
Pyruvatibacter mobilis	1712261	S	17	3	20	0.00001
Tistrella mobilis	171437	S	3287	1841	5128	0.00311
Thalassospira sp. GO-4	2946605	S	683	69	752	0.00046
Thalassospira sp. A40-3	2785908	S	250	189	439	0.00027
Thalassospira sp. B30-1	2785911	S	21	63	84	0.00005
Thalassospira indica	1891279	S	312	355	667	0.00040
Indioceanicola profundi	2220096	S	48	7	55	0.00003
Candidatus Pelagibacter sp. FZCC0015	2268451	S	552	1974	2526	0.00153
Candidatus Pelagibacter sp. RS40	1977865	S	128	160	288	0.00017
Candidatus Pelagibacter sp. RS39	1977864	S	100	320	420	0.00025
Candidatus Pelagibacter giovannonii	2563896	S	34	981	1015	0.00061
Hyphomonas atlantica	1280948	S	3597	2051	5648	0.00342
Hyphomonas sp. KY3	2016196	S	34	18	52	0.00003
Hirschia baltica	2724	S	15	0	15	0.00001
Brevundimonas albigilva	1312364	S	31	185	216	0.00013
Glycocaulis alkaliphilus	1434191	S	65	5	70	0.00004
Maricaulis maris	74318	S	38	4	42	0.00003
Parvularcula bermudensis	208216	S	24	18	42	0.00003
Variovorax sp. WDL1	207745	S	25	55	80	0.00005
Lautropia mirabilis	47671	S	26	27	53	0.00003
Paenalcaligenes faecalis	2980099	S	22	21	43	0.00003
