100.00	42958131	0	R	1	root
100.00	42958131	0	R1	131567	  cellular organisms
87.39	37542172	0	D	2	    Bacteria
44.17	18976698	0	P	1224	      Pseudomonadota
24.60	10567762	0	C	28211	        Alphaproteobacteria
17.99	7726467	0	O	54526	          Pelagibacterales
17.91	7693443	0	F	1655514	            Pelagibacteraceae
10.92	4690547	0	F1	1667050	              environmental samples
10.92	4690547	4690547	S	1667051	                uncultured Pelagibacteraceae bacterium
6.32	2715800	0	F1	1655516	              unclassified Pelagibacteraceae
6.03	2591973	2591973	S	2026775	                Pelagibacteraceae bacterium
0.02	7898	7898	S	744985	                alpha proteobacterium HIMB59
0.05	22121	22121	S	2162027	                Pelagibacteraceae bacterium AG-325-F15
0.02	9942	9942	S	939324	                alpha proteobacterium SCGC AAA288-G21
0.02	9226	9226	S	2162056	                Pelagibacteraceae bacterium AG-313-A04
0.01	4996	4996	S	2161987	                Pelagibacteraceae bacterium AG-404-N13
0.01	3891	3891	S	2162008	                Pelagibacteraceae bacterium AG-464-P07
0.01	5676	5676	S	2162041	                Pelagibacteraceae bacterium AG-365-D07
0.00	1740	1740	S	1986627	                Pelagibacteraceae bacterium TMED13
0.01	2816	2816	S	2162002	                Pelagibacteraceae bacterium AG-439-F23
0.01	2700	2700	S	939306	                alpha proteobacterium SCGC AAA240-E13
0.00	1986	1986	S	939346	                alpha proteobacterium SCGC AAA288-N07
0.01	3069	3069	S	939316	                alpha proteobacterium SCGC AAA288-E13
0.01	4940	4940	S	2162022	                Pelagibacteraceae bacterium AG-325-C10
0.00	1493	1493	S	2162016	                Pelagibacteraceae bacterium AG-414-M23
0.00	1861	1861	S	2161989	                Pelagibacteraceae bacterium AG-422-C23
0.00	626	626	S	2162007	                Pelagibacteraceae bacterium AG-464-B04
0.00	1435	1435	S	2162012	                Pelagibacteraceae bacterium AG-410-N23
0.00	1351	1351	S	2162053	                Pelagibacteraceae bacterium AG-426-G09
0.00	1138	1138	S	2162046	                Pelagibacteraceae bacterium AG-390-O04
0.00	1338	1338	S	2161991	                Pelagibacteraceae bacterium AG-422-I02
0.00	670	670	S	2162050	                Pelagibacteraceae bacterium AG-410-D23
0.01	4569	4569	S	2161984	                Pelagibacteraceae bacterium AG-390-A02
0.00	1129	1129	S	2162003	                Pelagibacteraceae bacterium AG-447-E22
0.00	990	990	S	2161999	                Pelagibacteraceae bacterium AG-426-P20
0.00	434	434	S	2162014	                Pelagibacteraceae bacterium AG-414-E02
0.00	1878	1878	S	2162057	                Pelagibacteraceae bacterium AG-319-F18
0.00	880	880	S	2161986	                Pelagibacteraceae bacterium AG-390-C22
0.00	411	411	S	2162028	                Pelagibacteraceae bacterium AG-325-J13
0.00	656	656	S	2162047	                Pelagibacteraceae bacterium AG-404-P07
0.00	438	438	S	2161997	                Pelagibacteraceae bacterium AG-426-L23
0.01	2682	2682	S	2161990	                Pelagibacteraceae bacterium AG-422-D23
0.01	2559	2559	S	2162039	                Pelagibacteraceae bacterium AG-349-O05
0.01	2296	2296	S	2162045	                Pelagibacteraceae bacterium AG-390-M19
0.00	175	175	S	859653	                alpha proteobacterium HIMB5
0.01	3680	3680	S	2161985	                Pelagibacteraceae bacterium AG-390-A23
0.00	875	875	S	2162044	                Pelagibacteraceae bacterium AG-390-L03
0.00	470	470	S	1527298	                SAR11 cluster bacterium PRT-SC02
0.00	108	108	S	2162037	                Pelagibacteraceae bacterium AG-345-F21
0.00	1255	1255	S	2162038	                Pelagibacteraceae bacterium AG-349-L23
0.00	1030	1030	S	2161981	                Pelagibacteraceae bacterium AG-349-L17
0.00	103	103	S	2162024	                Pelagibacteraceae bacterium AG-325-E13
0.00	109	109	S	2162021	                Pelagibacteraceae bacterium AG-325-C03
0.00	200	200	S	2161995	                Pelagibacteraceae bacterium AG-426-E17
0.00	1087	1087	S	2162023	                Pelagibacteraceae bacterium AG-325-E08
0.00	1154	1154	S	2162052	                Pelagibacteraceae bacterium AG-426-G02
0.00	726	726	S	2162004	                Pelagibacteraceae bacterium AG-447-N18
0.00	272	272	S	2162054	                Pelagibacteraceae bacterium AG-430-F16
0.00	36	36	S	1986644	                Pelagibacteraceae bacterium TMED65
0.00	80	80	S	2161996	                Pelagibacteraceae bacterium AG-426-I15
0.00	161	161	S	2162033	                Pelagibacteraceae bacterium AG-337-I02
0.00	849	849	S	1986798	                Pelagibacteraceae bacterium TMED124
0.00	241	241	S	2162048	                Pelagibacteraceae bacterium AG-404-P08
0.00	305	305	S	2161978	                Pelagibacteraceae bacterium AG-345-O09
0.00	245	245	S	2162043	                Pelagibacteraceae bacterium AG-390-D18
0.00	85	85	S	2161982	                Pelagibacteraceae bacterium AG-359-E06
0.00	209	209	S	2161980	                Pelagibacteraceae bacterium AG-349-E10
0.00	396	396	S	2162029	                Pelagibacteraceae bacterium AG-325-J17
0.00	113	113	S	2162031	                Pelagibacteraceae bacterium AG-337-G04
0.67	287096	0	G	198251	              Candidatus Pelagibacter
0.61	261612	0	G1	2647897	                unclassified Candidatus Pelagibacter
0.48	207080	207080	S	2024849	                  Candidatus Pelagibacter sp.
0.10	42609	42609	S	1977865	                  Candidatus Pelagibacter sp. RS40
0.00	2121	2121	S	439493	                  Candidatus Pelagibacter sp. HTCC7211
0.00	512	512	S	1986803	                  Candidatus Pelagibacter sp. TMED153
0.00	1415	1415	S	1986808	                  Candidatus Pelagibacter sp. TMED197
0.01	2861	2861	S	1977864	                  Candidatus Pelagibacter sp. RS39
0.01	3831	3831	S	2268451	                  Candidatus Pelagibacter sp. FZCC0015
0.00	300	300	S	2780116	                  Candidatus Pelagibacter bacterium
0.00	628	628	S	1986816	                  Candidatus Pelagibacter sp. TMED239
0.00	88	88	S	1986799	                  Candidatus Pelagibacter sp. TMED128
0.00	100	100	S	1986827	                  Candidatus Pelagibacter sp. TMED275
0.00	62	62	S	1986804	                  Candidatus Pelagibacter sp. TMED165
0.06	24695	24695	S	198252	                Candidatus Pelagibacter ubique
0.00	788	0	G1	372458	                environmental samples
0.00	788	788	S	372654	                  uncultured Candidatus Pelagibacter sp.
0.08	33023	0	O1	1778488	            unclassified Pelagibacterales
0.06	27226	27226	S	2026776	              Pelagibacterales bacterium
0.00	1319	1319	S	2760022	              Pelagibacterales bacterium SAG-MED19
0.00	623	623	S	2760047	              Pelagibacterales bacterium SAG-MED48
0.00	1005	1005	S	2760032	              Pelagibacterales bacterium SAG-MED30
0.00	159	159	S	2760033	              Pelagibacterales bacterium SAG-MED31
0.00	338	338	S	2760031	              Pelagibacterales bacterium SAG-MED29
0.00	267	267	S	2760048	              Pelagibacterales bacterium SAG-MED49
0.00	256	256	S	2760004	              Pelagibacterales bacterium SAG-MED01
0.00	223	223	S	2760012	              Pelagibacterales bacterium SAG-MED09
0.00	87	87	S	1986248	              Pelagibacterales bacterium MED-G40
0.00	82	82	S	1986251	              Pelagibacterales bacterium MED-G43
0.00	855	855	S	2760013	              Pelagibacterales bacterium SAG-MED10
0.00	115	115	S	1986250	              Pelagibacterales bacterium MED-G42
0.00	262	262	S	2760018	              Pelagibacterales bacterium SAG-MED15
0.00	68	68	S	2760008	              Pelagibacterales bacterium SAG-MED05
0.00	131	131	S	2760049	              Pelagibacterales bacterium SAG-MED50
1.77	758434	0	O	204455	          Rhodobacterales
