sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
filtered_contigs.plasmid	plasmid	AF003	-	NODE_206_length_19254_cov_4.501592	19254	0.42962501298431494	8f9a97fbb0228a5df15e03d628afdd50	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_957_length_9303_cov_3.756193	9303	0.4153498871331828	a3568d184dcf2b111285bea3af81f94f	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1553_length_7117_cov_2.943431	7117	0.5748208514823662	d8b4c2825d592eb5014de9661aad7526	not tested	rep_cluster_346	001661__CP018172	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_1677_length_6803_cov_3.696301	6803	0.3649860355725415	913da3199b6101d0e5c43f4f2446cc57	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1855_length_6436_cov_2.282310	6436	0.5807955251709136	485ea0b2698ce7284d705a1de28a01a6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_2017_length_6092_cov_2.135325	6092	0.5932370321733421	0f0fdcbb6a5eb67380487b3ddd47beca	not tested	-	-	MOBQ	CP010723_00015	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_2100_length_5960_cov_3.508446	5960	0.40385906040268454	b532f42f5285cb3a0b6bdd9eea711170	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_2113_length_5940_cov_3.809279	5940	0.39377104377104377	3938f00fcedb74bd37e8f8f39ad760e7	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_2262_length_5709_cov_3.890909	5709	0.3925380977404099	c7c790d66c3db81fca95ef250b2e091c	not tested	-	-	-	-	MPF_I,MPF_I,MPF_I	NC_019394_00096,NC_019394_00097,NC_019394_00098	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_2296_length_5659_cov_4.671223	5659	0.4143841668139247	d40c0c78b67e334aa233da56fc331f48	not tested	rep_cluster_1371	000701__NC_021718_00105	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_2605_length_5273_cov_1.861616	5273	0.6123648776787407	d988e877bf6d7f5d325b8164e0dc5192	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_2702_length_5177_cov_1.983064	5177	0.3834266949971026	f2c793b016bdf2f61ebba3cbdaaae3f9	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_2900_length_4971_cov_1.838259	4971	0.5204184268758801	d46b50c24539ba776f80e7d6b28390a2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_2986_length_4897_cov_3.126511	4897	0.40780069430263427	612878311ee1fefdd41959db751c47d5	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_3283_length_4630_cov_2.491282	4630	0.5844492440604752	d9d5c2fb5f823a3176c5c4a9af0ef266	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_3478_length_4500_cov_1.672120	4500	0.40066666666666667	93aa954427ebb51bbcd7cb80cf31082c	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_3575_length_4436_cov_1.915149	4436	0.549819657348963	fd8e2243bdfaf3fdd359d7fa594a8222	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_4318_length_3970_cov_2.053216	3970	0.6350125944584383	b096edf553d0f0a9a9665dafd62c8bc9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_4911_length_3686_cov_3.316699	3686	0.3779164405860011	3634bd01e486dacd2c9a44db9135a462	not tested	-	-	-	-	MPF_I	NC_019394_00072	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_5283_length_3530_cov_1.812300	3530	0.36373937677053825	d175aabbe5f2ea755b94ac33e9f7a0ed	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_5659_length_3396_cov_2.488323	3396	0.6463486454652533	b3d0d219963c3c1d2b2c614e3a8fb930	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_6514_length_3108_cov_1.217016	3108	0.528957528957529	99b964e87062a9d205c227f515edf212	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_6856_length_3018_cov_1.965742	3018	0.6020543406229291	9ffbfdc1d052f781035533ccbd5d675f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_6971_length_2988_cov_2.120111	2988	0.39792503346720215	fdbd30334b1ae84b758b8ce988244f1d	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_7484_length_2864_cov_1.810127	2864	0.609986033519553	6ae46aba5dfc974d70eefcfb1465338b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_7572_length_2847_cov_1.970160	2847	0.3884791008078679	1322f6004e828ca969ed3aef0f6beaf8	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_7792_length_2801_cov_2.643597	2801	0.32452695465905035	eb4f600739febf325e099bf8e2926885	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_8042_length_2749_cov_2.123019	2749	0.4216078574026919	434ab843ac220940e2b5f423cdfa09c2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_8710_length_2632_cov_3.476115	2632	0.3799392097264438	3457b8100d0ded275864e4c7b1059779	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_8921_length_2597_cov_1.070056	2597	0.5833654216403542	b71fbb8f18563bb11cc654fab3a9d69a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_9360_length_2525_cov_1.058120	2525	0.6110891089108911	52516b7f79db85fc112119cd67f18e04	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_9541_length_2500_cov_3.297793	2500	0.3964	4ac76c7a0b4dfa2c0e412f7e079f6e3c	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_9739_length_2468_cov_1.641199	2468	0.649513776337115	348d8df28a867452d3935ef5a71ea6cd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_9941_length_2440_cov_3.311405	2440	0.4180327868852459	2d163aaaea799a09a33d5931862205fb	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_10308_length_2389_cov_10.849782	2389	0.4742570113017999	92519c1ade2b9d8f04c9e1cd40f476f3	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AD007	-	NODE_10575_length_2351_cov_1.824156	2351	0.5244576775840069	1eaea27634428d1a3957b56f7984d754	not tested	-	-	-	-	-	-	-	-	-	CP020476	0.0483865	Roseovarius mucosus	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_11357_length_2254_cov_2.252900	2254	0.5807453416149069	a71a0c478fea87c16ea41e1b83e82dbc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_11481_length_2241_cov_1.014939	2241	0.5635876840696118	aa0050941dff08040500441070ba7c1d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD007	-	NODE_11815_length_2204_cov_1.931591	2204	0.5045372050816697	d2acabc4061802ad7caf42d5316d38ad	not tested	-	-	-	-	-	-	-	-	-	CP020476	0.0483865	Roseovarius mucosus	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_12020_length_2183_cov_1.091651	2183	0.5918460833715071	5915c950672ea8369a0810343adbeae2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_13318_length_2063_cov_1.352851	2063	0.4842462433349491	3adb08172094c3fa4c2c0ce1fd886e02	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD007	-	NODE_13495_length_2048_cov_1.539764	2048	0.54541015625	c87909d8d79856651f259fd6ed060312	not tested	-	-	-	-	-	-	-	-	-	CP020476	0.0483865	Roseovarius mucosus	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_13632_length_2036_cov_2.323180	2036	0.5722003929273084	aab5b69063bda6c99c96ca1c7319c6b8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_13877_length_2017_cov_2.127216	2017	0.6256817055032227	9c610aacf7bf74d6efcd5a9aa42bace9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_13975_length_2007_cov_3.321279	2007	0.3976083707025411	5bb7090064b4781cb0551192d674498b	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0419997	Alteromonas mediterranea UM7	-	-	-
