name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alcanivorax sp. DSM 26293	1798238	S	35922	54529	90451	0.03720
Alcanivorax sp.	1872427	S	25962	18154	44116	0.01814
Alcanivorax sp. DG881	236097	S	10182	10317	20499	0.00843
Alcanivorax sp. DP30	2606217	S	435	192	627	0.00026
Alcanivorax profundi	2338368	S	11789	24902	36691	0.01509
Alcanivorax jadensis	64988	S	9968	7961	17929	0.00737
Alcanivorax hongdengensis	519051	S	331	157	488	0.00020
Alcanivorax borkumensis	59754	S	80	28	108	0.00004
Alcanivorax nanhaiticus	1177154	S	76	98	174	0.00007
Ketobacter sp. MCCC 1A13808	2602738	S	3898	824	4722	0.00194
Alcanivoracaceae bacterium	2024895	S	606	356	962	0.00040
Alloalcanivorax venustensis	172371	S	87	154	241	0.00010
Oceanospirillaceae bacterium	1899355	S	2922	838	3760	0.00155
Thalassolituus oleivorans	187493	S	1509	759	2268	0.00093
Thalassolituus sp. UBA2107	1947659	S	87	477	564	0.00023
Oceanobacter sp.	2030817	S	105	27	132	0.00005
Oleibacter sp.	2024845	S	42	17	59	0.00002
Oleibacter marinus	484498	S	14	47	61	0.00003
Neptuniibacter sp. UBA6509	1946976	S	24	3	27	0.00001
Halomonas aquamarina	77097	S	538	2675	3213	0.00132
Halomonas sp. UBA3074	1946584	S	176	294	470	0.00019
Halomonas sp. JB380	1434831	S	41	11	52	0.00002
Halomonas sp.	1486246	S	25	15	40	0.00002
Halomonas piezotolerans	2609667	S	161	219	380	0.00016
Halomonas lionensis	1144478	S	59	238	297	0.00012
Halomonas titanicae	664683	S	22	71	93	0.00004
Halomonas meridiana	29570	S	12	21	33	0.00001
Salinicola sp.	1978524	S	68	41	109	0.00004
Alteromonas confluentis	1656094	S	22329	2869	25198	0.01036
Alteromonas macleodii	28108	S	18591	43618	62209	0.02558
Alteromonas mediterranea	314275	S	4898	6729	11627	0.00478
Alteromonas sp. RKMC-009	2267264	S	3370	672	4042	0.00166
Alteromonas sp. IB21	2779369	S	275	315	590	0.00024
Alteromonas sp. KUL42	2480797	S	21	3	24	0.00001
Alteromonas sp. KUL106	2480799	S	17	8	25	0.00001
Alteromonas sp. KC3	2795688	S	14	4	18	0.00001
Alteromonas sp. BL110	1714845	S	13	30	43	0.00002
Alteromonas sp. V450	1912139	S	13	9	22	0.00001
Alteromonas australica	589873	S	3016	1442	4458	0.00183
Alteromonas abrolhosensis	1892904	S	749	1110	1859	0.00076
Alteromonas hispanica	315421	S	639	113	752	0.00031
Alteromonas marina	203795	S	507	1133	1640	0.00067
Alteromonas alba	2079529	S	263	2240	2503	0.00103
Alteromonas profundi	2696062	S	247	152	399	0.00016
Alteromonas oceani	2071609	S	150	611	761	0.00031
Alteromonas antoniana	2803813	S	138	103	241	0.00010
Alteromonas oceanisediminis	2836180	S	84	20	104	0.00004
Alteromonas naphthalenivorans	715451	S	59	109	168	0.00007
Alteromonas portus	2565549	S	50	59	109	0.00004
Alteromonas pelagimontana	1858656	S	30	4	34	0.00001
Alteromonas gracilis	1479524	S	28	22	50	0.00002
Alteromonas genovensis	471225	S	15	14	29	0.00001
Salinimonas sediminis	2303538	S	67	48	115	0.00005
Alteromonadaceae bacterium UBA2620	1951386	S	485	2096	2581	0.00106
Alteromonadaceae bacterium	1916082	S	186	88	274	0.00011
Glaciecola sp. XM2	1914931	S	17	0	17	0.00001
Marisediminitalea aggregata	634436	S	26	5	31	0.00001
Catenovulum agarivorans	1172192	S	18	1	19	0.00001
Pseudoalteromonas lipolytica	570156	S	942	2907	3849	0.00158
Pseudoalteromonas arabiensis	874454	S	334	324	658	0.00027
Pseudoalteromonas atlantica	288	S	317	720	1037	0.00043
Pseudoalteromonas sp. 0303	2743618	S	53	590	643	0.00026
Pseudoalteromonas sp.	53249	S	15	67	82	0.00003
Pseudoalteromonas haloplanktis	228	S	62	54	116	0.00005
Pseudoalteromonas shioyasakiensis	1190813	S	24	215	239	0.00010
Pseudoalteromonas tetraodonis	43659	S	18	84	102	0.00004
Idiomarina loihiensis	135577	S	118	84	202	0.00008
Idiomarina zobellii	86103	S	92	297	389	0.00016
Idiomarina aquatica	1327752	S	59	28	87	0.00004
Idiomarina baltica	190892	S	23	38	61	0.00003
Idiomarina piscisalsi	1096243	S	23	57	80	0.00003
Idiomarinaceae bacterium	1898113	S	59	62	121	0.00005
Methylophaga sp.	2024840	S	36048	9565	45613	0.01876
Methylophaga sp. UBA2689	1946878	S	24041	34147	58188	0.02393
Methylophaga sp. UBA3192	1946882	S	922	279	1201	0.00049
Methylophaga aminisulfidivorans	230105	S	4008	2813	6821	0.00281
Methylophaga nitratireducenticrescens	754476	S	151	143	294	0.00012
Methylophaga thiooxydans	392484	S	85	12	97	0.00004
Methylophaga sulfidovorans	45496	S	81	33	114	0.00005
Methylophaga muralis	291169	S	12	1	13	0.00001
Cycloclasticus sp.	2024830	S	16	6	22	0.00001
uncultured Francisellaceae bacterium	393692	S	54	0	54	0.00002
Thiotrichaceae bacterium	2030882	S	24	1	25	0.00001
Thiotrichales bacterium	2026796	S	22	3	25	0.00001
Gammaproteobacteria bacterium	1913989	S	76603	15881	92484	0.03803
Gammaproteobacteria bacterium UBA6940	1948640	S	16381	2194	18575	0.00764
Gammaproteobacteria bacterium UBA7310	1948647	S	352	101	453	0.00019
gamma proteobacterium SCGC AAA007-O20	913327	S	103	40	143	0.00006
Gammaproteobacteria bacterium UBA1961	1948588	S	101	22	123	0.00005
Gammaproteobacteria bacterium UBA1119	1948582	S	56	20	76	0.00003
Gammaproteobacteria bacterium UBA3532	1948611	S	34	14	48	0.00002
Gammaproteobacteria bacterium TMED225	1986748	S	30	18	48	0.00002
gamma proteobacterium SCGC AB-629-P17	1131274	S	27	34	61	0.00003
Gammaproteobacteria bacterium REDSEA-S15_B12	1811666	S	19	11	30	0.00001
Gammaproteobacteria bacterium UBA5109	1948628	S	18	0	18	0.00001
Halopseudomonas gallaeciensis	857227	S	9068	6440	15508	0.00638
Halopseudomonas pachastrellae	254161	S	445	540	985	0.00041
Halopseudomonas oceani	1708783	S	59	42	101	0.00004
Halopseudomonas sabulinigri	472181	S	50	9	59	0.00002
Halopseudomonas aestusnigri	857252	S	18	12	30	0.00001
Halopseudomonas yangmingensis	1720063	S	12	7	19	0.00001
Pseudomonas sp. SSM44	2487347	S	16	15	31	0.00001
Pseudomonas chengduensis	489632	S	14	136	150	0.00006
Stutzerimonas stutzeri	316	S	148	262	410	0.00017
Pseudomonadaceae bacterium UBA836	1952795	S	29	30	59	0.00002
Marinobacter salarius	1420917	S	975	1847	2822	0.00116
Marinobacter alexandrii	2570351	S	615	242	857	0.00035
Marinobacter sp. B9-2	2137198	S	114	428	542	0.00022
Marinobacter sp.	50741	S	67	54	121	0.00005
Marinobacter sp. Arc7-DN-1	2304594	S	22	20	42	0.00002
Marinobacter manganoxydans	1150997	S	278	4516	4794	0.00197
Marinobacter nauticus	2743	S	208	124	332	0.00014
Marinobacter flavimaris	262076	S	110	1858	1968	0.00081
Marinobacter adhaerens	1033846	S	70	597	667	0.00027
Marinobacter fuscus	2109942	S	38	45	83	0.00003
Marinobacter salsuginis	418719	S	36	38	74	0.00003
Marinobacter vinifirmus	355591	S	32	43	75	0.00003
Marinobacter algicola	236100	S	19	22	41	0.00002
Pseudomonadales bacterium	1891229	S	14	2	16	0.00001
Spongiibacter marinus	354246	S	2393	1300	3693	0.00152
