name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	166407	130165	296572	0.16193
Erythrobacter sp. 3-20A1M	2653850	S	745	578	1323	0.00072
Erythrobacter sp. THAF29	2587851	S	147	38	185	0.00010
Erythrobacter sp. JK5	2829500	S	17	7	24	0.00001
Erythrobacter sp. SDW2	2907154	S	12	3	15	0.00001
Erythrobacter litoralis	39960	S	2355	1953	4308	0.00235
Erythrobacter aureus	2182384	S	1136	230	1366	0.00075
Erythrobacter mangrovi	2739433	S	129	65	194	0.00011
Erythrobacter aurantius	2909249	S	13	1	14	0.00001
Porphyrobacter sp. CACIAM 03H1	2003315	S	67	25	92	0.00005
Qipengyuania flava	192812	S	18273	14087	32360	0.01767
Qipengyuania sp. PHS-Z21	2909673	S	849	614	1463	0.00080
Qipengyuania sp. SS22	2979461	S	534	148	682	0.00037
Qipengyuania seohaensis	266951	S	100	41	141	0.00008
Qipengyuania aurantiaca	2867233	S	63	35	98	0.00005
Aurantiacibacter atlanticus	1648404	S	8053	4348	12401	0.00677
Croceicoccus marinus	450378	S	3598	3028	6626	0.00362
Croceicoccus sp. Ery15	1703338	S	1155	2147	3302	0.00180
Croceicoccus sp. Ery5	1703340	S	371	342	713	0.00039
Croceicoccus sp. YJ47	2798724	S	159	248	407	0.00022
Croceicoccus naphthovorans	1348774	S	353	869	1222	0.00067
Tsuneonella flava	2055955	S	552	185	737	0.00040
Croceibacterium atlanticum	1267766	S	272	125	397	0.00022
Altererythrobacter sp. B11	2060312	S	97	53	150	0.00008
Altererythrobacter epoxidivorans	361183	S	20	6	26	0.00001
Pelagerythrobacter marensis	543877	S	19	3	22	0.00001
Novosphingopyxis iocasae	2762729	S	29535	21280	50815	0.02775
Sphingobium xenophagum	121428	S	13853	25443	39296	0.02146
Sphingobium sp. TKS	1315974	S	637	3629	4266	0.00233
Sphingobium sp. KCTC 72723	2733867	S	270	77	347	0.00019
Sphingobium sp. YG1	2082188	S	139	184	323	0.00018
Sphingobium sp. AntQ-1	2930091	S	76	57	133	0.00007
