sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
filtered_contigs.plasmid	chromosome	-	-	NODE_15_length_38192_cov_3.143123	38192	0.36033724340175954	f154b2d57f9a0aaed768680268c8ad10	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_264_length_9794_cov_2.635998	9794	0.5985297120686134	77da8355cad21550e949b3028c4050ad	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_279_length_9587_cov_3.750949	9587	0.4519662042349014	3e67c75bac311010a0def52deccaa9e2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_369_length_8129_cov_2.134496	8129	0.5069504244064461	dbe4910a4020a75e563fbdbd0819f739	not tested	rep_cluster_613	002061__CP022420_00034	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_536_length_6423_cov_2.031942	6423	0.5699828740463958	eca06ebb0ed46bfb1499f1c5a48a35db	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_551_length_6311_cov_2.516098	6311	0.4829662494057994	08bfe8fe05405eeaa1d61bfc102c0a8d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_739_length_5419_cov_2.253759	5419	0.5768591991142277	4519563b808299ac1122227fb3b4a889	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_813_length_5166_cov_2.009670	5166	0.3439798683701123	db4da6ae7a6f2668eba14bfa0089ee5a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	novel_724443195f223a010019f4265518f1a9	-	NODE_962_length_4733_cov_1.826068	4733	0.5362349461229664	a4e9c285e1423efab158e86550732381	not tested	rep_cluster_558	001954__CP015042_00026	-	-	-	-	-	-	-	CP018078	0.0949813	Sulfitobacter sp. AM1-D1	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_1025_length_4570_cov_1.552673	4570	0.6308533916849015	8e9486be09c84b320fa99543f693c9f5	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1033_length_4556_cov_2.010321	4556	0.5638718173836699	6a366072ab6b66b994b508e911592904	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1049_length_4532_cov_1.636364	4532	0.40114739629302737	c5336ed42309d72ad20ff582187296a9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1097_length_4435_cov_1.855397	4435	0.5632468996617813	d749c28be3fc6c99044c4d1162f68deb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1208_length_4245_cov_1.799325	4245	0.5681978798586572	11fee820341fead82c8c1bfeabbfd99e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1303_length_4091_cov_2.224950	4091	0.5201662185284771	4250340056ce97bc7db23b85ccac7a18	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_1354_length_4017_cov_1.623532	4017	0.6026885735623599	4fa5da23587f3a3bf8ae2fed987bf2d0	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1364_length_4003_cov_1.576844	4003	0.6090432175868099	344ada00cd7bf289c693be74960aed41	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1489_length_3870_cov_2.450013	3870	0.5904392764857881	ebfc53a3934cd68be4d204c1fa30f726	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1589_length_3753_cov_1.877942	3753	0.550226485478284	0e0adc6ffe92c93d9d45dff1145ca68b	not tested	-	-	-	-	MPF_T	NC_008042_00056	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD642	AN262	NODE_1753_length_3579_cov_1.960057	3579	0.3492595697122101	2c8ff19685af2f889e2cf30b10d9b624	not tested	rep_cluster_1171	000452__NC_010401_00001	MOBQ	NC_010401_00007	-	-	-	-	-	CU459137	0.00759618	Acinetobacter baumannii AYE	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1792_length_3545_cov_2.103598	3545	0.385049365303244	7c2a85735970a4ad64dcaf0a93e2f7df	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1853_length_3501_cov_1.858613	3501	0.5841188231933733	4eeabda34d27aeb779eb627205bcb429	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1889_length_3461_cov_1.960143	3461	0.4929211210632765	b0084aa847f5ea5a6c3e47ef5e7aaf0e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_2006_length_3382_cov_1.558331	3382	0.589591957421644	016ffb2e9fe7c6d89f5f6dfa163fe8a5	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_2030_length_3366_cov_1.790634	3366	0.6039809863339275	e5a0e6648eacf6a340e7532d4b205568	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_2098_length_3305_cov_1.758890	3305	0.5751891074130105	81d9e9ed30652910a4fa80d171794331	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	AG697	-	NODE_2170_length_3256_cov_1.433323	3256	0.6121007371007371	d72130185fd9729844c4d007872ed413	not tested	-	-	-	-	-	-	-	-	-	CP025810	0.0574401	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_2223_length_3214_cov_1.771108	3214	0.5843186060983199	2315ae2c30a66470e94d6aaf965dfb54	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_2290_length_3181_cov_1.648929	3181	0.6117573090223201	0adff18fc432533f081a4cf7119fe367	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_2320_length_3161_cov_1.703135	3161	0.5931667193925972	3026535b7b37e9bbd128623c98260f53	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_2392_length_3122_cov_2.080715	3122	0.5746316463805253	7b00adb31c59096b354b0337d395de93	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AG697	-	NODE_2483_length_3069_cov_1.683165	3069	0.5663082437275986	c9028031df7e9c29781ab1fc2022c514	not tested	-	-	-	-	-	-	-	-	-	CP025810	0.0574401	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	AG697	-	NODE_2615_length_3007_cov_1.668157	3007	0.5693382108413702	ebbbd052d068bed3ebf68c151397b120	not tested	-	-	-	-	-	-	-	-	-	CP025810	0.0574401	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	AG697	-	NODE_2730_length_2949_cov_1.390877	2949	0.6293658867412683	bcccaa0d2c71c12db9f55d5fd8cedee0	not tested	-	-	-	-	-	-	-	-	-	CP025810	0.0574401	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_2798_length_2919_cov_1.854965	2919	0.5906132237067488	1d24f269d3e26d7f2b53e5df3d3ebb0e	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	novel_724443195f223a010019f4265518f1a9	-	NODE_2813_length_2908_cov_1.743325	2908	0.6103851444291609	9275a59b1b214b5345748a6c52c3930c	not tested	-	-	-	-	-	-	-	-	-	CP018078	0.0949813	Sulfitobacter sp. AM1-D1	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_2825_length_2903_cov_2.077389	2903	0.6286600068894247	4fab428b6be8fac2027c67a8dd262a31	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0491	Sulfitobacter sp. SK025	-	-	-
