name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pacificitalea manganoxidans	1411902	S	28134	14677	42811	0.25603
Paracoccaceae bacterium	1904441	S	1112	1017	2129	0.01273
Paracoccus zhejiangensis	1077935	S	230	71	301	0.00180
Paracoccus tegillarcae	1529068	S	106	104	210	0.00126
Pukyongiella litopenaei	2605946	S	411	642	1053	0.00630
Yoonia vestfoldensis	245188	S	335	2606	2941	0.01759
Gemmobacter fulva	2840474	S	281	22	303	0.00181
Frigidibacter mobilis	1335048	S	110	86	196	0.00117
Pseudohalocynthiibacter aestuariivivens	1591409	S	93	56	149	0.00089
Paroceanicella profunda	2579971	S	75	19	94	0.00056
Thioclava nitratireducens	1915078	S	45	36	81	0.00048
Thioclava electrotropha	1549850	S	25	1	26	0.00016
Aestuarium zhoushanense	2820523	S	67	231	298	0.00178
Rhodovulum sp. P5	1564506	S	62	14	76	0.00045
Falsirhodobacter sp. PG104	2692330	S	36	0	36	0.00022
Rhodobacter sp. LPB0142	1850250	S	26	100	126	0.00075
Tabrizicola piscis	2494374	S	14	3	17	0.00010
Sulfitobacter sp. D7	1968541	S	1959	1976	3935	0.02353
Sulfitobacter sp. THAF37	2587855	S	485	1012	1497	0.00895
Sulfitobacter alexandrii	1917485	S	1016	3487	4503	0.02693
Sulfitobacter mediterraneus	83219	S	195	161	356	0.00213
Roseovarius mucosus	215743	S	644	5444	6088	0.03641
Roseovarius sp. THAF27	2587850	S	264	365	629	0.00376
Roseovarius sp. THAF9	2587847	S	105	50	155	0.00093
Roseovarius indicus	540747	S	333	663	996	0.00596
Salipiger profundus	1229727	S	658	795	1453	0.00869
Salipiger abyssi	1250539	S	635	385	1020	0.00610
Salipiger sp. CCB-MM3	1792508	S	83	1	84	0.00050
Sagittula sp. P11	2009329	S	1229	3204	4433	0.02651
Pseudosulfitobacter pseudonitzschiae	1402135	S	312	189	501	0.00300
Phaeobacter gallaeciensis	60890	S	133	213	346	0.00207
Phaeobacter porticola	1844006	S	113	12	125	0.00075
Phaeobacter piscinae	1580596	S	58	0	58	0.00035
Celeribacter baekdonensis	875171	S	91	165	256	0.00153
Celeribacter indicus	1208324	S	85	400	485	0.00290
Dinoroseobacter shibae	215813	S	77	218	295	0.00176
Roseobacter litoralis	42443	S	67	19	86	0.00051
Yangia pacifica	311180	S	65	1	66	0.00039
Leisingera sp. NJS204	2508307	S	38	35	73	0.00044
Ruegeria sp. THAF33	2587853	S	30	11	41	0.00025
Roseivivax sp. THAF197b	2588299	S	22	13	35	0.00021
Antarctobacter heliothermus	74033	S	22	1	23	0.00014
Octadecabacter sp. SW4	2602067	S	19	37	56	0.00033
Aurantiacibacter atlanticus	1648404	S	14909	13678	28587	0.17096
Croceicoccus marinus	450378	S	3502	529	4031	0.02411
Croceicoccus naphthovorans	1348774	S	28	30	58	0.00035
Porphyrobacter sp. YT40	2547601	S	2088	2007	4095	0.02449
Sphingobium sp. TKS	1315974	S	1085	2961	4046	0.02420
Sphingobium sp. Cam5-1	2789327	S	71	81	152	0.00091
Sphingobium sp. CAP-1	2676077	S	53	193	246	0.00147
Sphingobium sp. EP60837	1855519	S	34	46	80	0.00048
Sphingobium sp. SCG-1	2072936	S	13	0	13	0.00008
Sphingobium baderi	1332080	S	656	1308	1964	0.01175
Sphingobium cloacae	120107	S	285	894	1179	0.00705
Sphingobium amiense	135719	S	170	734	904	0.00541
Sphingobium herbicidovorans	76947	S	81	128	209	0.00125
Sphingobium indicum	332055	S	14	32	46	0.00028
Sphingomonas sp. FARSPH	2219696	S	627	2621	3248	0.01942
Sphingomonas sp. IC081	304378	S	218	174	392	0.00234
Sphingomonas sp. NBWT7	2596913	S	74	164	238	0.00142
Sphingomonas sanxanigenens	397260	S	600	681	1281	0.00766
Sphingomonas aliaeris	2759526	S	39	3	42	0.00025
Novosphingobium resinovorum	158500	S	851	239	1090	0.00652
Novosphingobium sp. EMRT-2	2571749	S	254	129	383	0.00229
Novosphingobium pentaromativorans	205844	S	162	49	211	0.00126
Novosphingobium decolorationis	2698673	S	57	247	304	0.00182
Sphingopyxis macrogoltabida	33050	S	396	488	884	0.00529
Sphingopyxis sp. 113P3	292913	S	263	126	389	0.00233
Sphingopyxis sp. FD7	1914525	S	37	55	92	0.00055
Sphingopyxis alaskensis	117207	S	275	232	507	0.00303
Sphingopyxis lindanitolerans	2054227	S	26	535	561	0.00335
Rhizorhabdus dicambivorans	1850238	S	487	4173	4660	0.02787
Tardibacter chloracetimidivorans	1921510	S	14	50	64	0.00038
Martelella mediterranea	293089	S	245	3404	3649	0.02182
Martelella sp. NC20	2740298	S	51	220	271	0.00162
Martelella sp. AD-3	686597	S	35	1532	1567	0.00937
Roseibium aggregatum	187304	S	227	8	235	0.00141
Beijerinckiaceae bacterium RH AL1	2572036	S	221	2	223	0.00133
Shinella sp. PSBB067	2715959	S	157	42	199	0.00119
Tistrella mobilis	171437	S	120	9	129	0.00077
Indioceanicola profundi	2220096	S	39	2	41	0.00025
Skermanella sp. TT6	2775420	S	24	1	25	0.00015
Salinimonas iocasae	2572577	S	831	488	1319	0.00789
Alteromonas sp. RKMC-009	2267264	S	105	0	105	0.00063
Pseudoalteromonas sp. NC201	1514074	S	68	0	68	0.00041
Pseudoalteromonas arctica	394751	S	64	41	105	0.00063
Pseudoalteromonas shioyasakiensis	1190813	S	36	0	36	0.00022
Pseudoalteromonas carrageenovora	227	S	14	0	14	0.00008
Shewanella aestuarii	1028752	S	40	198	238	0.00142
Shewanella sp. ANA-3	94122	S	31	81	112	0.00067
Psychrobacter sp. 4Dc	888437	S	141	451	592	0.00354
Psychrobacter sp. 4Bb	888436	S	93	44	137	0.00082
Acinetobacter piscicola	2006115	S	45	312	357	0.00213
Acinetobacter sp. WCHA55	2004646	S	13	109	122	0.00073
Acinetobacter sp. 10FS3-1	2563897	S	13	58	71	0.00042
Moraxella osloensis	34062	S	26	3	29	0.00017
Halomonas ventosae	229007	S	268	2870	3138	0.01877
Halomonas sulfidaeris	115553	S	94	32	126	0.00075
Marinobacter sp. NP-4(2019)	2488665	S	128	0	128	0.00077
Pseudomonas putida	303	S	50	49	99	0.00059
Stutzerimonas stutzeri	316	S	51	42	93	0.00056
Proteus sp. ZN5	2697019	S	112	4039	4151	0.02482
Vibrio rumoiensis	76258	S	68	254	322	0.00193
Microbacterium paraoxydans	199592	S	2764	2724	5488	0.03282
Microbacterium sediminis	904291	S	1914	1301	3215	0.01923
Microbacterium sp. No. 7	1714373	S	264	5	269	0.00161
Microbacterium sp. NIBRBAC000506063	2734618	S	204	0	204	0.00122
Microbacterium sp. YJN-G	2763257	S	79	33	112	0.00067
Microbacterium sp. Nx66	2766784	S	24	0	24	0.00014
Kocuria turfanensis	388357	S	190	16	206	0.00123
Mycolicibacterium poriferae	39694	S	326	125	451	0.00270
Mycolicibacterium chubuense	1800	S	118	52	170	0.00102
Mycolicibacterium aubagnense	319707	S	87	0	87	0.00052
Mycobacterium kansasii	1768	S	266	10	276	0.00165
Mycobacterium sp. ELW1	1547487	S	25	11	36	0.00022
Mycobacterium sp. MS1601	1936029	S	22	3	25	0.00015
Mycobacterium dioxanotrophicus	482462	S	27	0	27	0.00016
Mycobacterium grossiae	1552759	S	23	0	23	0.00014
Gordonia sp. KTR9	337191	S	152	16	168	0.00100
Nocardia farcinica	37329	S	12	0	12	0.00007
Pseudonocardia autotrophica	2074	S	20	55	75	0.00045
Paenibacillus sonchi	373687	S	153	0	153	0.00091
Candidatus Entotheonella factor	1429438	S	43	0	43	0.00026
