sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
filtered_contigs.plasmid	plasmid	AF003	-	NODE_13_length_28801_cov_3.656470	28801	0.400888858025763	bfba6f24d9474b62a883092e6c0f9e72	not tested	rep_cluster_1371	000701__NC_021718_00105	-	-	MPF_I,MPF_I,MPF_I	NC_019394_00096,NC_019394_00097,NC_019394_00098	-	-	-	CP004854	0.0388388	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_20_length_24730_cov_4.105802	24730	0.5869793772745653	3535675f239a5ee10e9b1118158b34b6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	novel_4a5e5bfda84ef059a952218f8fc1424a	-	NODE_65_length_19226_cov_2.845768	19226	0.574066368459378	4a5e5bfda84ef059a952218f8fc1424a	not tested	-	-	MOBP	CP025812_00016	-	-	-	-	-	CP045378	0.0716227	Sulfitobacter sp. THAF37	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_93_length_17994_cov_3.175300	17994	0.5547404690452373	40c3754dadeded52b96c71f55471c559	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_101_length_17364_cov_2.773762	17364	0.5832757429163787	b9fc325333192c976df840864b1f3742	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_142_length_15493_cov_3.700013	15493	0.40269799264183825	c70e9035a963292424ef6fa5d7bca002	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0388388	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_185_length_14424_cov_4.037696	14424	0.4317803660565724	97cecaeca3389b65927356032dd8c3a6	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0388388	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_213_length_13828_cov_3.198703	13828	0.5541654613827017	ec29ad7efb4fcf00efa0dd994b980f88	not tested	-	-	-	-	-	-	-	-	-	CP045373	0.0887833	Sulfitobacter sp. THAF37	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_231_length_13408_cov_3.372304	13408	0.4115453460620525	8a7e9b7b678dca87943daedf88d54367	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0388388	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	novel_e17ee1ab4fb4df2c6fc986c39c8e1b18	-	NODE_256_length_12858_cov_2.873736	12858	0.5529631357909472	81aa3bc48fce61b433af34a5f4e84fc5	not tested	-	-	MOBP	CP021432_00049	-	-	-	-	-	CP021432	0.0968463	Yoonia vestfoldensis	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_279_length_12464_cov_3.432835	12464	0.5229460847240052	a2cb0f67281caa7c56ad6aec4e6488ee	not tested	rep_cluster_613	002059__CP015092_00011	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_339_length_11528_cov_2.805582	11528	0.57529493407356	8f8598dc7fee680d756d4c5b32c3609e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AB854	-	NODE_354_length_11340_cov_2.387510	11340	0.620899470899471	906bca98e6976d82abdae1f219a8be6b	not tested	-	-	-	-	-	-	-	-	-	CP010856	0.0447178	Marinovum algicola DG 898	-	-	-
filtered_contigs.plasmid	plasmid	AB854	-	NODE_420_length_10646_cov_2.520527	10646	0.6023858726282172	e9d7344bba1c8c84f60b273d3a6eead4	not tested	-	-	-	-	-	-	-	-	-	CP010856	0.0447178	Marinovum algicola DG 898	-	-	-
filtered_contigs.plasmid	plasmid	novel_81347fff397ed9ef23a3667e046e945d	-	NODE_464_length_10300_cov_3.419861	10300	0.5489320388349515	6aa70ef3215a5236594786983ca59e5c	not tested	rep_cluster_558	001954__CP015042_00026	-	-	-	-	-	-	-	CP018078	0.0882637	Sulfitobacter sp. AM1-D1	-	-	-
filtered_contigs.plasmid	plasmid	novel_81347fff397ed9ef23a3667e046e945d	-	NODE_476_length_10210_cov_3.166947	10210	0.610871694417238	27d93da6798122804709a3768b745803	not tested	-	-	-	-	-	-	-	-	-	CP018078	0.0882637	Sulfitobacter sp. AM1-D1	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_485_length_10160_cov_2.996720	10160	0.39104330708661417	d9e64d4f4e426e1fbbf352e085aef464	not tested	-	-	-	-	MPF_I	NC_019394_00086	-	-	-	CP004854	0.0388388	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_578_length_9594_cov_3.136704	9594	0.39378778403168646	7ec62fbbc1a2109c172fed9297870eb5	not tested	-	-	-	-	MPF_I	NC_019394_00072	-	-	-	CP004854	0.0388388	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_819_length_8259_cov_3.456863	8259	0.6098801307664367	acd070d6f3d02c8608948dfdf5aeb959	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_852_length_8155_cov_2.928625	8155	0.5909258123850398	465d4bed094de055d973a0252aa61630	not tested	-	-	MOBP	CP042821_00055	MPF_T	NC_023148_00034	-	-	-	-	-	-	-	-	-
