name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudoalteromonas shioyasakiensis	1190813	S	1781	0	1781	0.12401
Pseudoalteromonas sp. NC201	1514074	S	139	0	139	0.00968
Pseudoalteromonas arctica	394751	S	26	32	58	0.00404
Salinimonas iocasae	2572577	S	565	417	982	0.06837
Alteromonas sp. RKMC-009	2267264	S	81	0	81	0.00564
Shewanella aestuarii	1028752	S	30	166	196	0.01365
Shewanella sp. ANA-3	94122	S	22	72	94	0.00655
Pseudomonas putida	303	S	65	83	148	0.01030
Pseudomonas resinovorans	53412	S	18	3	21	0.00146
Stutzerimonas stutzeri	316	S	48	54	102	0.00710
Marinobacter sp. NP-4(2019)	2488665	S	104	0	104	0.00724
Proteus sp. ZN5	2697019	S	118	5098	5216	0.36318
Halomonas ventosae	229007	S	33	400	433	0.03015
Halomonas sulfidaeris	115553	S	14	9	23	0.00160
Marinomonas algicola	2773454	S	45	1	46	0.00320
Vibrio tubiashii	29498	S	71	148	219	0.01525
Vibrio rumoiensis	76258	S	30	140	170	0.01184
Acinetobacter sp. 10FS3-1	2563897	S	12	64	76	0.00529
Stenotrophomonas rhizophila	216778	S	65	218	283	0.01970
Aurantiacibacter atlanticus	1648404	S	260	830	1090	0.07589
Croceicoccus marinus	450378	S	224	114	338	0.02353
Porphyrobacter sp. YT40	2547601	S	135	188	323	0.02249
Sphingopyxis sp. 113P3	292913	S	38	59	97	0.00675
Sphingopyxis fribergensis	1515612	S	13	5	18	0.00125
Sphingomonas sanxanigenens	397260	S	46	54	100	0.00696
Sphingobium cloacae	120107	S	15	75	90	0.00627
Sulfitobacter sp. D7	1968541	S	55	121	176	0.01225
Sulfitobacter sp. THAF37	2587855	S	32	134	166	0.01156
Sulfitobacter alexandrii	1917485	S	19	123	142	0.00989
Salipiger abyssi	1250539	S	121	265	386	0.02688
Salipiger profundus	1229727	S	17	59	76	0.00529
Roseovarius indicus	540747	S	15	70	85	0.00592
Roseovarius mucosus	215743	S	12	228	240	0.01671
Ruegeria sp. TM1040	292414	S	14	8	22	0.00153
Octadecabacter sp. SW4	2602067	S	14	58	72	0.00501
Sagittula sp. P11	2009329	S	14	80	94	0.00655
Pacificitalea manganoxidans	1411902	S	48	125	173	0.01205
Paracoccaceae bacterium	1904441	S	13	63	76	0.00529
Roseibium aggregatum	187304	S	38	4	42	0.00292
Martelella mediterranea	293089	S	15	297	312	0.02172
Thalassospira marina	2048283	S	27	11	38	0.00265
Microbacterium paraoxydans	199592	S	12	4	16	0.00111
