name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
uncultured Pelagibacteraceae bacterium	1667051	S	516263	1369117	1885380	0.05341
Pelagibacteraceae bacterium	2026775	S	74776	64269	139045	0.00394
alpha proteobacterium SCGC AAA288-G21	939324	S	23983	66776	90759	0.00257
Pelagibacteraceae bacterium AG-464-P07	2162008	S	22291	35181	57472	0.00163
alpha proteobacterium SCGC AAA288-N07	939346	S	8575	19711	28286	0.00080
alpha proteobacterium SCGC AAA240-E13	939306	S	8376	30848	39224	0.00111
alpha proteobacterium SCGC AAA288-E13	939316	S	5107	28303	33410	0.00095
Pelagibacteraceae bacterium AG-464-B04	2162007	S	4437	2402	6839	0.00019
Pelagibacteraceae bacterium AG-414-E02	2162014	S	632	581	1213	0.00003
Pelagibacteraceae bacterium TMED259	1986821	S	88	68	156	0.00000
Pelagibacteraceae bacterium AG-404-N13	2161987	S	80	107	187	0.00001
Pelagibacteraceae bacterium AG-390-C22	2161986	S	54	184	238	0.00001
Pelagibacteraceae bacterium AG-365-D07	2162041	S	35	94	129	0.00000
Pelagibacteraceae bacterium AG-410-D23	2162050	S	27	35	62	0.00000
Pelagibacteraceae bacterium AG-319-F18	2162057	S	26	209	235	0.00001
Pelagibacteraceae bacterium AG-439-F23	2162002	S	26	33	59	0.00000
Pelagibacteraceae bacterium AG-426-L23	2161997	S	25	54	79	0.00000
Pelagibacteraceae bacterium AG-414-M23	2162016	S	23	27	50	0.00000
Pelagibacteraceae bacterium AG-426-P20	2161999	S	16	50	66	0.00000
Pelagibacteraceae bacterium AG-390-L03	2162044	S	16	214	230	0.00001
Pelagibacteraceae bacterium AG-390-O04	2162046	S	15	42	57	0.00000
Candidatus Pelagibacter sp.	2024849	S	32761	69108	101869	0.00289
Candidatus Pelagibacter bacterium	2780116	S	89	309	398	0.00001
Candidatus Pelagibacter sp. TMED106	1986796	S	30	19	49	0.00000
Candidatus Pelagibacter sp. TMED239	1986816	S	27	201	228	0.00001
uncultured Candidatus Pelagibacter sp.	372654	S	1324	1213	2537	0.00007
Candidatus Pelagibacter ubique	198252	S	174	1331	1505	0.00004
Candidatus Pelagibacter giovannonii	2563896	S	57	129	186	0.00001
Pelagibacterales bacterium	2026776	S	17567	39264	56831	0.00161
Pelagibacterales bacterium SAG-MED31	2760033	S	107	145	252	0.00001
Pelagibacterales bacterium SAG-MED50	2760049	S	41	345	386	0.00001
Pelagibacterales bacterium SAG-MED48	2760047	S	33	209	242	0.00001
Pelagibacterales bacterium SAG-MED01	2760004	S	27	136	163	0.00000
Pelagibacterales bacterium MED-G40	1986248	S	18	41	59	0.00000
Pelagibacterales bacterium SAG-MED30	2760032	S	17	158	175	0.00000
Erythrobacter sp. A30-3	2785907	S	356672	407393	764065	0.02165
Erythrobacter sp.	1042	S	127272	82513	209785	0.00594
Erythrobacter sp. HI0063	1822240	S	22938	24765	47703	0.00135
Erythrobacter sp. 3-20A1M	2653850	S	3836	2704	6540	0.00019
Erythrobacter sp. UBA2510	1946470	S	919	1672	2591	0.00007
Erythrobacter sp. SD-21	161528	S	143	67	210	0.00001
Erythrobacter sp. UBA1916	1946469	S	122	152	274	0.00001
Erythrobacter sp. YJ-T3-07	2793063	S	63	38	101	0.00000
Erythrobacter sp. AP23	499656	S	31	20	51	0.00000
Erythrobacter sp. 34-65-8	1970335	S	23	8	31	0.00000
Erythrobacter sp. JL475	383381	S	18	4	22	0.00000
Erythrobacter sp. JK5	2829500	S	12	5	17	0.00000
Erythrobacter aureus	2182384	S	2927	1141	4068	0.00012
Erythrobacter longus	1044	S	1990	255	2245	0.00006
Erythrobacter litoralis	39960	S	484	538	1022	0.00003
Erythrobacter donghaensis	267135	S	25	32	57	0.00000
Erythrobacter colymbi	1161202	S	18	28	46	0.00000
Porphyrobacter sp. CACIAM 03H1	2003315	S	22	9	31	0.00000
Porphyrobacter sp. YT40	2547601	S	16	9	25	0.00000
Porphyrobacter sp.	1113	S	13	4	17	0.00000
Qipengyuania citrea	225971	S	122876	135424	258300	0.00732
Qipengyuania flava	192812	S	25342	8359	33701	0.00095
Qipengyuania pelagi	994320	S	4836	4423	9259	0.00026
Qipengyuania vulgaris	291985	S	2947	1652	4599	0.00013
Qipengyuania nanhaisediminis	604088	S	326	325	651	0.00002
Qipengyuania oceanensis	1463597	S	129	102	231	0.00001
Qipengyuania seohaensis	266951	S	106	54	160	0.00000
Qipengyuania sp. YIM B01966	2778646	S	46	22	68	0.00000
