name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	27907	15867	43774	0.14854
Alteromonas mediterranea	314275	S	9190	4579	13769	0.04672
Alteromonas sp. RKMC-009	2267264	S	652	118	770	0.00261
Alteromonas sp. RW2A1	1917158	S	34	141	175	0.00059
Alteromonas sp. MB-3u-76	2058133	S	31	91	122	0.00041
Alteromonas sp. B31-7	2785913	S	19	258	277	0.00094
Alteromonas sp. BL110	1714845	S	15	5	20	0.00007
Alteromonas australica	589873	S	124	690	814	0.00276
Alteromonas naphthalenivorans	715451	S	27	33	60	0.00020
Salinimonas sediminis	2303538	S	84	73	157	0.00053
Salinimonas iocasae	2572577	S	26	31	57	0.00019
Pseudoalteromonas sp. SCSIO 43088	2822846	S	772	2016	2788	0.00946
Pseudoalteromonas sp. SCSIO 43101	2822847	S	18	27	45	0.00015
Pseudoalteromonas shioyasakiensis	1190813	S	180	395	575	0.00195
Pseudoalteromonas donghaensis	621376	S	154	6193	6347	0.02154
Colwellia sp. M166	2583805	S	145	65	210	0.00071
Idiomarina loihiensis	135577	S	34	74	108	0.00037
Marinobacter salarius	1420917	S	21995	8100	30095	0.10212
Marinobacter sp. CP1	1671721	S	1087	3587	4674	0.01586
Marinobacter sp. Arc7-DN-1	2304594	S	391	65	456	0.00155
Marinobacter sp. LQ44	1749259	S	78	114	192	0.00065
Marinobacter sp. AN1	2886046	S	59	21	80	0.00027
Marinobacter sp.	50741	S	42	8	50	0.00017
Marinobacter sp. es.042	1761794	S	26	35	61	0.00021
Marinobacter sp. NP-4(2019)	2488665	S	23	11	34	0.00012
Marinobacter nauticus	2743	S	1397	514	1911	0.00648
Marinobacter adhaerens	1033846	S	122	453	575	0.00195
Marinobacter salsuginis	418719	S	83	23	106	0.00036
Halopseudomonas aestusnigri	857252	S	851	4432	5283	0.01793
Halopseudomonas sp. RR6	2918528	S	339	122	461	0.00156
Halopseudomonas sp. MFKK-1	3015994	S	33	87	120	0.00041
Halopseudomonas sabulinigri	472181	S	385	67	452	0.00153
Halopseudomonas litoralis	797277	S	14	14	28	0.00010
Pseudomonas aeruginosa	287	S	141	1460	1601	0.00543
Pseudomonas sp. OIL-1	2706126	S	20	13	33	0.00011
Pseudomonas sp. PS1(2021)	2866282	S	19	1581	1600	0.00543
Stutzerimonas stutzeri	316	S	30	184	214	0.00073
Halomonas meridiana	29570	S	4773	6106	10879	0.03692
Halomonas sp. KO116	1504981	S	34	27	61	0.00021
Halomonas sp. 18071143	2855441	S	19	53	72	0.00024
Halomonas piezotolerans	2609667	S	62	45	107	0.00036
Chromohalobacter salexigens	158080	S	16	2	18	0.00006
Ketobacter alkanivorans	1917421	S	258	16	274	0.00093
Alcanivorax sp. N3-2A	2014542	S	12	28	40	0.00014
Alcanivorax borkumensis	59754	S	15	49	64	0.00022
Thalassolituus oleivorans	187493	S	153	49	202	0.00069
Marinobacterium georgiense	48076	S	13	8	21	0.00007
Psychrobacter sp. P11G5	1699624	S	18	358	376	0.00128
Kangiella geojedonensis	914150	S	222	47	269	0.00091
Spongiibacter nanhainus	2794344	S	42	13	55	0.00019
Spongiibacter sp. IMCC21906	1620392	S	14	10	24	0.00008
Zhongshania aliphaticivorans	1470434	S	64	14	78	0.00026
Marinimicrobium sp. C6131	3022676	S	12	8	20	0.00007
Congregibacter litoralis	393662	S	21	20	41	0.00014
Methylophaga nitratireducenticrescens	754476	S	105	26	131	0.00044
Methylophaga frappieri	754477	S	31	30	61	0.00021
Methylophaga pinxianii	2881052	S	12	9	21	0.00007
Paraphotobacterium marinum	1755811	S	19	7	26	0.00009
Candidatus Thioglobus autotrophicus	1705394	S	16	17	33	0.00011
Sinimarinibacterium sp. NLF-5-8	2698684	S	29	23	52	0.00018
Erythrobacter sp. A30-3	2785907	S	21236	14770	36006	0.12218
Erythrobacter sp. THAF29	2587851	S	28	6	34	0.00012
Erythrobacter sp. 3-20A1M	2653850	S	22	14	36	0.00012
Erythrobacter litoralis	39960	S	480	352	832	0.00282
Erythrobacter aureus	2182384	S	41	6	47	0.00016
Erythrobacter mangrovi	2739433	S	16	7	23	0.00008
Qipengyuania flava	192812	S	3755	2408	6163	0.02091
Qipengyuania sp. PHS-Z21	2909673	S	48	28	76	0.00026
Qipengyuania sp. SS22	2979461	S	31	6	37	0.00013
Qipengyuania gelatinilytica	2867231	S	48	15	63	0.00021
Qipengyuania seohaensis	266951	S	19	5	24	0.00008
Croceicoccus sp. Ery15	1703338	S	349	516	865	0.00294
Croceicoccus sp. Ery5	1703340	S	84	61	145	0.00049
Croceicoccus sp. YJ47	2798724	S	24	34	58	0.00020
Croceicoccus marinus	450378	S	217	149	366	0.00124
Croceicoccus naphthovorans	1348774	S	98	186	284	0.00096
Tsuneonella flava	2055955	S	92	26	118	0.00040
Aurantiacibacter atlanticus	1648404	S	91	42	133	0.00045
Croceibacterium atlanticum	1267766	S	33	12	45	0.00015
Citromicrobium sp. JL477	1634516	S	5926	2761	8687	0.02948
Sphingobium xenophagum	121428	S	461	1237	1698	0.00576
Sphingobium yanoikuyae	13690	S	234	1562	1796	0.00609
Sphingobium sp. YG1	2082188	S	49	90	139	0.00047
Sphingobium fuliginis	336203	S	16	373	389	0.00132
Sphingomonas melonis	152682	S	137	318	455	0.00154
Sphingomonas sanxanigenens	397260	S	14	19	33	0.00011
Sphingopyxis alaskensis	117207	S	19	27	46	0.00016
Sphingopyxis macrogoltabida	33050	S	18	52	70	0.00024
Sphingosinithalassobacter tenebrarum	2711215	S	108	35	143	0.00049
Novosphingopyxis iocasae	2762729	S	68	42	110	0.00037
Novosphingobium pentaromativorans	205844	S	15	33	48	0.00016
Roseibium aggregatum	187304	S	15861	5192	21053	0.07144
Roseibium sp. Sym1	3016006	S	235	95	330	0.00112
Pannonibacter phragmitetus	121719	S	13	8	21	0.00007
Agrobacterium salinitolerans	1183413	S	306	954	1260	0.00428
Rhizobium sp. SSM4.3	2919917	S	19	19	38	0.00013
Aquibium oceanicum	1670800	S	929	313	1242	0.00421
Nitratireductor rhodophyticola	2854036	S	22	20	42	0.00014
Nitratireductor sp. OM-1	1756988	S	16	3	19	0.00006
Devosia sp. I507	2083786	S	141	72	213	0.00072
Devosia salina	2860336	S	20	11	31	0.00011
Bosea sp. NBC_00436	2969620	S	19	34	53	0.00018
Bosea sp. RAC05	1842539	S	12	21	33	0.00011
