name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Citromicrobium sp.	2024827	S	36061	23658	59719	0.02563
Citromicrobium sp. UBA3494	1946345	S	3347	4690	8037	0.00345
Citromicrobium sp. JLT1363	517722	S	48	75	123	0.00005
Citromicrobium bathyomarinum	72174	S	4502	5977	10479	0.00450
Blastomonas marina	1867408	S	5078	4809	9887	0.00424
Sphingobium xenophagum	121428	S	480	1058	1538	0.00066
Sphingobium sp. C100	1207055	S	198	397	595	0.00026
Sphingobium sp. TCM1	453246	S	37	65	102	0.00004
Sphingobium sp.	1912891	S	22	17	39	0.00002
Sphingobium sp. CCH11-B1	1768781	S	12	44	56	0.00002
Sphingobium yanoikuyae	13690	S	20	67	87	0.00004
Sphingobium scionense	1404341	S	19	63	82	0.00004
Sphingomonas sp. SKA58	314266	S	937	1500	2437	0.00105
Sphingomonas aquatilis	93063	S	56	176	232	0.00010
Sphingomonas ginsenosidimutans	862134	S	27	55	82	0.00004
Sphingomonas zeae	1646122	S	23	56	79	0.00003
Sphingomonas aracearum	2283317	S	14	13	27	0.00001
Novosphingobium indicum	462949	S	80	143	223	0.00010
Novosphingobium marinum	1514948	S	47	58	105	0.00005
Novosphingobium malaysiense	1348853	S	24	10	34	0.00001
Novosphingobium aquimarinum	2682494	S	16	28	44	0.00002
Novosphingobium silvae	2692619	S	15	44	59	0.00003
Novosphingobium pentaromativorans	205844	S	14	20	34	0.00001
Novosphingopyxis iocasae	2762729	S	95	66	161	0.00007
Novosphingopyxis baekryungensis	279369	S	60	10	70	0.00003
Sphingopyxis sp.	1908224	S	104	85	189	0.00008
Sphingomonadaceae bacterium MED-G03	1986231	S	23	12	35	0.00002
uncultured Parasphingopyxis sp.	1547918	S	13	20	33	0.00001
Erythrobacter sp. A30-3	2785907	S	25518	37263	62781	0.02694
Erythrobacter sp.	1042	S	1902	1343	3245	0.00139
Erythrobacter sp. HI0063	1822240	S	703	889	1592	0.00068
Erythrobacter sp. YJ-T3-07	2793063	S	77	64	141	0.00006
Erythrobacter sp. UBA2510	1946470	S	44	87	131	0.00006
Erythrobacter litoralis	39960	S	425	488	913	0.00039
Erythrobacter aureus	2182384	S	54	19	73	0.00003
Erythrobacter longus	1044	S	39	5	44	0.00002
Qipengyuania flava	192812	S	5315	1730	7045	0.00302
Qipengyuania citrea	225971	S	2896	3314	6210	0.00266
Qipengyuania pelagi	994320	S	2161	2553	4714	0.00202
Qipengyuania vulgaris	291985	S	49	32	81	0.00003
Croceicoccus sp.	1927144	S	699	1479	2178	0.00093
Croceicoccus sp. YJ47	2798724	S	17	9	26	0.00001
Croceicoccus gelatinilyticus	2835536	S	20	17	37	0.00002
Croceicoccus marinus	450378	S	18	12	30	0.00001
Croceicoccus naphthovorans	1348774	S	14	23	37	0.00002
Erythrobacteraceae bacterium	2026738	S	729	70	799	0.00034
Aurantiacibacter zhengii	2307003	S	99	86	185	0.00008
Aurantiacibacter atlanticus	1648404	S	96	22	118	0.00005
Pseudopontixanthobacter vadosimaris	2726450	S	190	127	317	0.00014
Pelagerythrobacter aerophilus	2306995	S	29	22	51	0.00002
Pelagerythrobacter marinus	538382	S	17	16	33	0.00001
Croceibacterium atlanticum	1267766	S	47	38	85	0.00004
Tsuneonella suprasediminis	2306996	S	16	19	35	0.00002
Actirhodobacter atriluteus	2744473	S	17	8	25	0.00001
Pacificimonas flava	1234595	S	18	13	31	0.00001
Sphingomonadales bacterium	1978525	S	16	7	23	0.00001
Maritimibacter alkaliphilus	404236	S	12001	11772	23773	0.01020
Maritimibacter sp.	2003363	S	27	11	38	0.00002
Sulfitobacter pontiacus	60137	S	3936	5362	9298	0.00399
Sulfitobacter sp. BDSS02	2663018	S	62	95	157	0.00007
Sulfitobacter sp. D7	1968541	S	57	342	399	0.00017
Sulfitobacter sp.	1903071	S	47	130	177	0.00008
Sulfitobacter sp. R18_2	2821105	S	26	60	86	0.00004
Sulfitobacter sp. HI0040	1822232	S	21	18	39	0.00002
Sulfitobacter litoralis	335975	S	146	527	673	0.00029
Marinovum algicola	42444	S	1762	1057	2819	0.00121
Thalassococcus profundi	2282382	S	1669	1340	3009	0.00129
Thalassococcus halodurans	373675	S	25	24	49	0.00002
Roseovarius nubinhibens	314263	S	545	265	810	0.00035
Roseovarius indicus	540747	S	290	50	340	0.00015
Roseovarius confluentis	1852027	S	24	14	38	0.00002
Roseovarius amoyensis	2211448	S	12	5	17	0.00001
Roseobacter sp.	1907202	S	692	253	945	0.00041
Phaeobacter sp. 22II1-1F12B	1317111	S	629	917	1546	0.00066
Jannaschia helgolandensis	188906	S	205	71	276	0.00012
Primorskyibacter flagellatus	1387277	S	121	90	211	0.00009
Salipiger bermudensis	344736	S	41	37	78	0.00003
Salipiger marinus	555512	S	12	9	21	0.00001
Litoreibacter janthinus	670154	S	31	1	32	0.00001
Loktanella ponticola	1524255	S	25	14	39	0.00002
Tranquillimonas alkanivorans	441119	S	15	2	17	0.00001
Pseudosulfitobacter pseudonitzschiae	1402135	S	13	14	27	0.00001
Paracoccus sp. UBA889	1947056	S	10486	5331	15817	0.00679
Paracoccus sp. R12_2	2821098	S	411	275	686	0.00029
Pseudooceanicola lipolyticus	2029104	S	2949	3719	6668	0.00286
Pseudooceanicola atlanticus	1461694	S	197	240	437	0.00019
Pseudooceanicola nanhaiensis	375761	S	24	22	46	0.00002
Arenibacterium halophilum	2583821	S	989	237	1226	0.00053
Paracoccaceae bacterium	1904441	S	450	111	561	0.00024
Alterinioella nitratireducens	2735915	S	243	94	337	0.00014
Vannielia litorea	1217970	S	212	87	299	0.00013
Marinibacterium profundimaris	1679460	S	69	85	154	0.00007
Pararhodobacter marinus	2184063	S	59	27	86	0.00004
Tritonibacter mobilis	379347	S	37	19	56	0.00002
Tritonibacter horizontis	1768241	S	18	16	34	0.00001
Limimaricola cinnabarinus	1125964	S	28	9	37	0.00002
Thalassobium sp.	2030825	S	31	21	52	0.00002
Halovulum marinum	2662447	S	19	6	25	0.00001
Pelagibacteraceae bacterium	2026775	S	13198	10181	23379	0.01003
alpha proteobacterium SCGC AAA288-E13	939316	S	166	1098	1264	0.00054
Pelagibacteraceae bacterium AG-464-P07	2162008	S	99	184	283	0.00012
alpha proteobacterium SCGC AAA288-G21	939324	S	39	109	148	0.00006
alpha proteobacterium SCGC AAA240-E13	939306	S	34	149	183	0.00008
alpha proteobacterium SCGC AAA288-N07	939346	S	13	31	44	0.00002
Candidatus Pelagibacter sp.	2024849	S	4391	4094	8485	0.00364
uncultured Pelagibacteraceae bacterium	1667051	S	1335	3543	4878	0.00209
Pelagibacterales bacterium	2026776	S	24	16	40	0.00002
Ahrensia sp.	1872419	S	16647	13057	29704	0.01275
Ahrensia marina	1514904	S	29	1	30	0.00001
Roseibium aggregatum	187304	S	2248	960	3208	0.00138
Stappia indica	538381	S	108	195	303	0.00013
Agrobacterium salinitolerans	1183413	S	792	2076	2868	0.00123
Rhizobiaceae bacterium	1913961	S	75	19	94	0.00004
Rhizobiales bacterium UBA1912	1951217	S	781	205	986	0.00042
Rhizobiales bacterium UBA3584	1951220	S	30	20	50	0.00002
Hyphomicrobiales bacterium	1909294	S	17	9	26	0.00001
Devosia indica	2079253	S	203	291	494	0.00021
Devosia marina	2683198	S	41	78	119	0.00005
Devosia subaequoris	395930	S	25	22	47	0.00002
Pelagibacterium sp.	1967288	S	36	40	76	0.00003
Nitratireductor aquibiodomus	204799	S	68	152	220	0.00009
Nitratireductor sp.	1872084	S	40	42	82	0.00004
Aquibium oceanicum	1670800	S	134	61	195	0.00008
Hoeflea sp.	1940281	S	39	62	101	0.00004
Mesorhizobium sediminum	1849104	S	21	35	56	0.00002
Phyllobacteriaceae bacterium	1871068	S	13	7	20	0.00001
Methylobacterium sp.	409	S	195	250	445	0.00019
Methylobacterium organophilum	410	S	41	124	165	0.00007
Aurantimonas coralicida	182270	S	57	300	357	0.00015
Afipia broomeae	56946	S	98	237	335	0.00014
Rhodobiaceae bacterium	2026785	S	114	39	153	0.00007
Rhodobium orientis	34017	S	13	4	17	0.00001
Afifella pfennigii	209897	S	13	1	14	0.00001
Alphaproteobacteria bacterium MarineAlpha5_Bin3	2013078	S	7586	462	8048	0.00345
Alphaproteobacteria bacterium MarineAlpha9_Bin6	2013101	S	7096	77	7173	0.00308
Alphaproteobacteria bacterium	1913988	S	3555	786	4341	0.00186
Alphaproteobacteria bacterium MarineAlpha3_Bin3	2013069	S	3018	772	3790	0.00163
Alphaproteobacteria bacterium MarineAlpha9_Bin1	2013096	S	1733	130	1863	0.00080
Alphaproteobacteria bacterium MarineAlpha3_Bin2	2013068	S	1652	147	1799	0.00077
Alphaproteobacteria bacterium MarineAlpha6_Bin2	2013089	S	603	28	631	0.00027
Alphaproteobacteria bacterium MarineAlpha10_Bin2	2013104	S	523	15	538	0.00023
Alphaproteobacteria bacterium MarineAlpha10_Bin3	2013105	S	434	42	476	0.00020
Alphaproteobacteria bacterium MarineAlpha3_Bin6	2013072	S	60	5	65	0.00003
Alphaproteobacteria bacterium MarineAlpha9_Bin7	2013102	S	43	3	46	0.00002
Alphaproteobacteria bacterium UBA6544	1948430	S	21	4	25	0.00001
Alphaproteobacteria bacterium UBA3612	1948389	S	13	5	18	0.00001
Hyphomonas sp. L-53-1-40	1207058	S	8517	4206	12723	0.00546
Hyphomonas sp. CY54-11-8	1280944	S	104	112	216	0.00009
Hyphomonas sp. UBA5111	1946637	S	69	90	159	0.00007
Hyphomonas sp.	87	S	31	23	54	0.00002
Hyphomonas atlantica	1280948	S	833	1037	1870	0.00080
Hyphomonas oceanitis	81033	S	34	40	74	0.00003
Hyphomonas chukchiensis	1280947	S	31	48	79	0.00003
Hyphomonas pacifica	1280941	S	14	30	44	0.00002
Henriciella pelagia	1977912	S	4427	2064	6491	0.00279
Henriciella sp.	1968823	S	1451	706	2157	0.00093
Henriciella marina	453851	S	39	27	66	0.00003
Henriciella barbarensis	86342	S	25	19	44	0.00002
Henriciella algicola	1608422	S	23	10	33	0.00001
Henriciella aquimarina	545261	S	14	17	31	0.00001
Ponticaulis sp.	2020902	S	120	42	162	0.00007
Hyphomonadaceae bacterium TMED5	1986776	S	33	20	53	0.00002
Hirschia sp.	2024835	S	13	1	14	0.00001
Rhodospirillales bacterium	2026786	S	1069	308	1377	0.00059
Thalassospira povalilytica	732237	S	91	79	170	0.00007
Thalassospira sp. MCCC 1A01148	501834	S	13	24	37	0.00002
Rhodospirillaceae bacterium	1898112	S	164	45	209	0.00009
Brevundimonas halotolerans	69670	S	673	658	1331	0.00057
Brevundimonas mediterranea	74329	S	81	153	234	0.00010
Brevundimonas sp. A19_0	2821087	S	31	17	48	0.00002
Brevundimonas sp.	1871086	S	24	23	47	0.00002
Brevundimonas vitisensis	2800818	S	20	7	27	0.00001
Brevundimonas aurantiaca	74316	S	19	50	69	0.00003
Caulobacteraceae bacterium UBA3198	1951537	S	31	18	49	0.00002
uncultured Alphaproteobacteria bacterium	91750	S	613	223	836	0.00036
Parvularcula sp.	1979207	S	210	100	310	0.00013
Marinicaulis flavus	2058213	S	21	3	24	0.00001
Maricaulis sp.	1486257	S	68	16	84	0.00004
Maricaulis maris	74318	S	20	4	24	0.00001
uncultured Maricaulis sp.	174710	S	14	2	16	0.00001
uncultured SAR116 cluster alpha proteobacterium	281031	S	65	53	118	0.00005
Rickettsiales bacterium	2026788	S	80	22	102	0.00004
Gammaproteobacteria bacterium	1913989	S	76351	15603	91954	0.03946
Gammaproteobacteria bacterium UBA7310	1948647	S	32898	7584	40482	0.01737
Gammaproteobacteria bacterium UBA6940	1948640	S	2022	260	2282	0.00098
gamma proteobacterium SCGC AAA007-O20	913327	S	105	41	146	0.00006
gamma proteobacterium SCGC AB-629-P17	1131274	S	38	50	88	0.00004
Gammaproteobacteria bacterium UBA1119	1948582	S	29	11	40	0.00002
gamma proteobacterium HTCC5015	391615	S	28	7	35	0.00002
Gammaproteobacteria bacterium UBA3532	1948611	S	26	9	35	0.00002
Gammaproteobacteria bacterium UBA1961	1948588	S	25	5	30	0.00001
Gammaproteobacteria bacterium REDSEA-S15_B12	1811666	S	15	7	22	0.00001
Gammaproteobacteria bacterium TMED139	1986737	S	14	1	15	0.00001
Alcanivorax sp. DSM 26293	1798238	S	5779	9420	15199	0.00652
Alcanivorax sp.	1872427	S	5565	4318	9883	0.00424
Alcanivorax sp. DG881	236097	S	1605	1708	3313	0.00142
Alcanivorax sp. DP30	2606217	S	87	43	130	0.00006
Alcanivorax jadensis	64988	S	452	408	860	0.00037
Alcanivorax profundi	2338368	S	226	585	811	0.00035
Ketobacter sp. MCCC 1A13808	2602738	S	137	115	252	0.00011
Ketobacter alkanivorans	1917421	S	41	44	85	0.00004
Alloalcanivorax venustensis	172371	S	189	408	597	0.00026
Alcanivoracaceae bacterium	2024895	S	183	135	318	0.00014
Halomonas aquamarina	77097	S	834	4250	5084	0.00218
Halomonas sp. UBA3074	1946584	S	255	446	701	0.00030
Halomonas piezotolerans	2609667	S	108	154	262	0.00011
Halomonas lionensis	1144478	S	78	323	401	0.00017
Halomonas sedimenti	2729618	S	12	27	39	0.00002
Salinicola sp.	1978524	S	98	65	163	0.00007
Oceanospirillaceae bacterium	1899355	S	334	83	417	0.00018
Thalassolituus oleivorans	187493	S	189	88	277	0.00012
