sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
filtered_contigs.plasmid	chromosome	-	-	NODE_11_length_121427_cov_5.710603	121427	0.5409258237459543	736ffc03123d8edbbbea74a105d035e5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	novel_fb3af728cbcee997ca98e5b26d544ced	-	NODE_12_length_104835_cov_16.562004	104835	0.6011828110840846	003161c1fd2ec633d90cb564b56eeb32	not tested	rep_cluster_558	001954__CP015042_00026	MOBP	NC_023148_00033	MPF_T,MPF_T,MPF_T,MPF_T,MPF_T	NC_009955_00049,NC_009955_00053,NC_004574_00087,NC_008042_00056,NC_023148_00034	-	-	-	CP025811	0.0862491	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	plasmid	novel_b4e6330218bee5f4eac94972e78c508e	-	NODE_14_length_91626_cov_16.897429	91626	0.6138104904721368	abece23c80f6ccf0bcbba262bda4d8ac	not tested	rep_cluster_392,rep_cluster_610	001717__CP019309,002055__CP014801_00066	MOBP	CP028477_00051	-	-	-	-	-	CP022421	0.0794837	Sulfitobacter pseudonitzschiae	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_18_length_57280_cov_17.945174	57280	0.5724860335195531	2118717a5f22838d53352f8057fdafae	not tested	rep_cluster_579	001983__CP021432_00100	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AE470	-	NODE_20_length_47493_cov_18.943600	47493	0.5616196070999937	c44c1eb28e91ecd3478a39339a07f4f1	not tested	-	-	MOBP	CP021432_00049	-	-	-	-	-	CP045378	0.0595738	Sulfitobacter sp. THAF37	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_32_length_30233_cov_20.983905	30233	0.5379552145007112	3c6540df02f7df4310bb4819332dfcdb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD007	AM406	NODE_64_length_23341_cov_42.342354	23341	0.5814232466475301	5b1834040423881fe80aa2b3c87e1dc5	not tested	rep_cluster_784	002262__CP020476_00032	MOBQ	NC_008388_00006	MPF_T	NC_008388_00003	-	-	-	CP020476	0.0175349	Roseovarius mucosus	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_90_length_20390_cov_2.778375	20390	0.3644433545855812	de361eae386d82f11357ffeeb6a0b7a4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_339_length_11762_cov_16.537426	11762	0.582553987417106	c1b6a96ce6bc9ec1056f58e7e98efb62	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_653_length_8612_cov_6.058264	8612	0.3892243381328379	0978a6c80e15da25413be5f7155936b2	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0291421	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_733_length_8154_cov_2.536189	8154	0.39673779740004905	45788104cebf0983d87d75223f23f7e7	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0291421	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_798_length_7757_cov_1.766258	7757	0.3862317906407116	8d9d58164fb069486940e91fb86f1597	not tested	-	-	-	-	MPF_I	NC_019394_00086	-	-	-	CP004854	0.0291421	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_934_length_7196_cov_1.840637	7196	0.37854363535297386	631cff46098aba0403767933dd1bafbd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_961_length_7092_cov_2.663521	7092	0.3871968415115623	097b2f1e8e084b8c95c35b1599c99c55	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0291421	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1016_length_6913_cov_67.649545	6913	0.599161001012585	e60c62754f3033acc19f7e7cf874a4da	not tested	-	-	MOBQ	CP010723_00015	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1241_length_6309_cov_1.972303	6309	0.3609129814550642	5533e225347f8f32dffc01c8b29067d4	not tested	-	-	MOBH	CP032092_00035	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD760	-	NODE_1599_length_5638_cov_63.081242	5638	0.5869102518623626	b26cf9399fd82b0120dba49dd640bb32	not tested	-	-	MOBQ	CP045397_00001	-	-	-	-	-	CP045397	0.04288	Roseovarius sp. THAF27	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_1713_length_5452_cov_2.315898	5452	0.41415994130594275	4f0ec2b32ccec6501bcf7c5cd7fb9f6d	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0291421	Alteromonas mediterranea UM7	-	-	-
