name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	1112609	538827	1651436	0.46347
Alteromonas mediterranea	314275	S	37134	53294	90428	0.02538
Alteromonas sp. B31-7	2785913	S	6654	91433	98087	0.02753
Alteromonas sp. RW2A1	1917158	S	1460	11101	12561	0.00353
Alteromonas sp. RKMC-009	2267264	S	1112	137	1249	0.00035
Alteromonas sp. MB-3u-76	2058133	S	291	1714	2005	0.00056
Alteromonas sp. BL110	1714845	S	250	76	326	0.00009
Alteromonas sp. 009811495	3002962	S	193	348	541	0.00015
Alteromonas sp. 76-1	2358187	S	139	123	262	0.00007
Alteromonas sp. LMIT006	2961948	S	126	16	142	0.00004
Alteromonas australica	589873	S	10507	60145	70652	0.01983
Alteromonas naphthalenivorans	715451	S	510	607	1117	0.00031
Alteromonas pelagimontana	1858656	S	151	17	168	0.00005
Alteromonas stellipolaris	233316	S	22	228	250	0.00007
Salinimonas sediminis	2303538	S	764	271	1035	0.00029
Salinimonas iocasae	2572577	S	258	97	355	0.00010
Salinimonas marina	2785918	S	24	2	26	0.00001
Pseudoalteromonas sp. SCSIO 43088	2822846	S	4931	9557	14488	0.00407
Pseudoalteromonas sp. SCSIO 43101	2822847	S	263	290	553	0.00016
Pseudoalteromonas sp. CF6-2	562716	S	201	1669	1870	0.00052
Pseudoalteromonas sp. MT33b	2759705	S	104	3719	3823	0.00107
Pseudoalteromonas sp. A41-2	2785910	S	81	5092	5173	0.00145
Pseudoalteromonas sp. JSTW	2752475	S	56	2171	2227	0.00063
Pseudoalteromonas sp. GCY	2003316	S	39	125	164	0.00005
Pseudoalteromonas sp. SCSIO 43095	2894202	S	38	191	229	0.00006
Pseudoalteromonas sp. M8	2692624	S	36	1188	1224	0.00034
Pseudoalteromonas sp. PS1M3	87791	S	25	353	378	0.00011
Pseudoalteromonas shioyasakiensis	1190813	S	1620	2855	4475	0.00126
Pseudoalteromonas donghaensis	621376	S	1061	33570	34631	0.00972
Pseudoalteromonas lipolytica	570156	S	786	22575	23361	0.00656
Pseudoalteromonas piscicida	43662	S	264	1104	1368	0.00038
Pseudoalteromonas rhizosphaerae	2518973	S	114	66	180	0.00005
Pseudoalteromonas prydzensis	182141	S	49	16	65	0.00002
Pseudoalteromonas issachenkonii	152297	S	36	868	904	0.00025
Pseudoalteromonas arabiensis	874454	S	19	374	393	0.00011
Pseudoalteromonas tetraodonis	43659	S	18	627	645	0.00018
Pseudoalteromonas ulvae	107327	S	18	2	20	0.00001
Pseudoalteromonas agarivorans	176102	S	16	151	167	0.00005
Pseudoalteromonas piratica	1348114	S	15	4	19	0.00001
Pseudoalteromonas spongiae	298657	S	12	3	15	0.00000
Idiomarina loihiensis	135577	S	396	274	670	0.00019
Idiomarina sp. X4	2055892	S	147	624	771	0.00022
Idiomarina sp. OT37-5b	2100422	S	77	83	160	0.00004
Idiomarina piscisalsi	1096243	S	87	333	420	0.00012
Idiomarina abyssalis	86102	S	82	47	129	0.00004
Shewanella sp. JNE2	2989727	S	75	2177	2252	0.00063
Shewanella putrefaciens	24	S	60	106	166	0.00005
Shewanella xiamenensis	332186	S	41	239	280	0.00008
Shewanella algae	38313	S	36	24	60	0.00002
Shewanella chilikensis	558541	S	22	48	70	0.00002
Shewanella psychrophila	225848	S	12	1	13	0.00000
Colwellia sp. M166	2583805	S	47	53	100	0.00003
Psychromonas sp. CNPT3	314282	S	43	6	49	0.00001
Halomonas meridiana	29570	S	45744	42153	87897	0.02467
Halomonas sp. DN3	2953657	S	4407	662	5069	0.00142
Halomonas sp. A40-4	2785909	S	337	120	457	0.00013
Halomonas sp. A3H3	1346287	S	205	5458	5663	0.00159
Halomonas sp. KO116	1504981	S	188	140	328	0.00009
Halomonas sp. 18071143	2855441	S	133	376	509	0.00014
Halomonas sp. SF2003	2136172	S	71	1450	1521	0.00043
Halomonas sp. YLGW01	2773308	S	54	9	63	0.00002
Halomonas sp. NyZ770	2883106	S	43	225	268	0.00008
Halomonas sp. FeN2	2832500	S	35	20	55	0.00002
Halomonas sp. TD01	999141	S	15	15	30	0.00001
Halomonas sp. Y3	2956797	S	14	13	27	0.00001
Halomonas sp. PGE1	2730360	S	13	50	63	0.00002
Halomonas sp. R57-5	1610576	S	12	8	20	0.00001
