name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Salinimonas iocasae	2572577	S	1662	1297	2959	0.10945
Alteromonas sp. RKMC-009	2267264	S	239	1	240	0.00888
Paraglaciecola mesophila	197222	S	30	0	30	0.00111
Pseudoalteromonas shioyasakiensis	1190813	S	1168	0	1168	0.04320
Pseudoalteromonas arctica	394751	S	179	123	302	0.01117
Pseudoalteromonas sp. NC201	1514074	S	74	0	74	0.00274
Shewanella aestuarii	1028752	S	111	918	1029	0.03806
Shewanella sp. ANA-3	94122	S	80	312	392	0.01450
Proteus sp. ZN5	2697019	S	122	7695	7817	0.28914
Enterobacter cloacae complex sp. ECNIH7	1915310	S	20	217	237	0.00877
Vibrio tubiashii	29498	S	306	933	1239	0.04583
Vibrio rumoiensis	76258	S	68	382	450	0.01665
Halomonas ventosae	229007	S	137	2472	2609	0.09650
Halomonas sulfidaeris	115553	S	109	58	167	0.00618
Pseudomonas putida	303	S	60	99	159	0.00588
Pseudomonas resinovorans	53412	S	17	4	21	0.00078
Stutzerimonas stutzeri	316	S	68	104	172	0.00636
Marinobacter sp. NP-4(2019)	2488665	S	149	0	149	0.00551
Psychrobacter sp. 4Dc	888437	S	25	60	85	0.00314
Psychrobacter sp. 4Bb	888436	S	21	9	30	0.00111
Stenotrophomonas rhizophila	216778	S	117	530	647	0.02393
Croceicoccus marinus	450378	S	484	248	732	0.02708
Croceicoccus naphthovorans	1348774	S	15	9	24	0.00089
Aurantiacibacter atlanticus	1648404	S	462	1490	1952	0.07220
Porphyrobacter sp. YT40	2547601	S	271	428	699	0.02586
Sphingopyxis fribergensis	1515612	S	180	64	244	0.00903
Sphingopyxis sp. 113P3	292913	S	124	235	359	0.01328
Sphingopyxis sp. FD7	1914525	S	37	23	60	0.00222
Sphingopyxis macrogoltabida	33050	S	27	73	100	0.00370
Novosphingobium pentaromativorans	205844	S	123	50	173	0.00640
Sphingomonas sanxanigenens	397260	S	115	220	335	0.01239
Sphingobium sp. CAP-1	2676077	S	15	116	131	0.00485
Sphingobium cloacae	120107	S	29	196	225	0.00832
Salipiger abyssi	1250539	S	148	532	680	0.02515
Salipiger profundus	1229727	S	13	118	131	0.00485
Sulfitobacter sp. D7	1968541	S	49	277	326	0.01206
Ruegeria sp. TM1040	292414	S	24	39	63	0.00233
Paracoccaceae bacterium	1904441	S	24	220	244	0.00903
Gemmobacter fulva	2840474	S	16	13	29	0.00107
Pacificitalea manganoxidans	1411902	S	13	84	97	0.00359
Rhizobium oryzihabitans	2267833	S	98	53	151	0.00559
Agrobacterium tumefaciens	358	S	31	13	44	0.00163
Roseibium aggregatum	187304	S	19	0	19	0.00070
Methylorubrum populi	223967	S	14	127	141	0.00522
Indioceanicola profundi	2220096	S	13	7	20	0.00074
Cupriavidus sp. EM10	2839983	S	14	29	43	0.00159
Microbacterium paraoxydans	199592	S	13	5	18	0.00067
