name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	93361	98734	192095	0.03937
Erythrobacter sp. HI0063	1822240	S	1941	1840	3781	0.00077
Erythrobacter sp.	1042	S	1748	970	2718	0.00056
Erythrobacter sp. YJ-T3-07	2793063	S	43	24	67	0.00001
Erythrobacter sp. UBA2510	1946470	S	41	61	102	0.00002
Erythrobacter sp. 3-20A1M	2653850	S	24	15	39	0.00001
Erythrobacter sp. UBA1916	1946469	S	22	23	45	0.00001
Erythrobacter litoralis	39960	S	993	895	1888	0.00039
Erythrobacter longus	1044	S	127	14	141	0.00003
Erythrobacter aureus	2182384	S	35	10	45	0.00001
Qipengyuania pelagi	994320	S	10667	9142	19809	0.00406
Qipengyuania citrea	225971	S	2894	2520	5414	0.00111
Qipengyuania flava	192812	S	2705	660	3365	0.00069
Qipengyuania vulgaris	291985	S	152	75	227	0.00005
Qipengyuania algicida	1836209	S	19	1	20	0.00000
Qipengyuania seohaensis	266951	S	18	8	26	0.00001
Qipengyuania gaetbuli	266952	S	13	2	15	0.00000
Croceicoccus sp.	1927144	S	858	1402	2260	0.00046
Croceicoccus sp. YJ47	2798724	S	45	17	62	0.00001
Croceicoccus naphthovorans	1348774	S	64	78	142	0.00003
Croceicoccus sediminis	2571150	S	38	8	46	0.00001
Croceicoccus marinus	450378	S	31	16	47	0.00001
Croceicoccus gelatinilyticus	2835536	S	26	16	42	0.00001
Croceicoccus mobilis	1703339	S	17	13	30	0.00001
Erythrobacteraceae bacterium	2026738	S	1122	83	1205	0.00025
Aurantiacibacter zhengii	2307003	S	279	184	463	0.00009
Aurantiacibacter atlanticus	1648404	S	239	43	282	0.00006
Pelagerythrobacter marinus	538382	S	78	53	131	0.00003
Pelagerythrobacter aerophilus	2306995	S	66	36	102	0.00002
Pseudopontixanthobacter vadosimaris	2726450	S	124	60	184	0.00004
Tsuneonella suprasediminis	2306996	S	60	49	109	0.00002
Croceibacterium atlanticum	1267766	S	54	31	85	0.00002
Actirhodobacter atriluteus	2744473	S	21	8	29	0.00001
Alteraurantiacibacter aestuarii	650004	S	16	6	22	0.00000
Citromicrobium sp.	2024827	S	63117	32250	95367	0.01955
Citromicrobium sp. UBA3494	1946345	S	4407	5632	10039	0.00206
