name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gammaproteobacteria bacterium	1913989	S	95538	18817	114355	0.06481
Gammaproteobacteria bacterium UBA7310	1948647	S	36581	8083	44664	0.02531
Gammaproteobacteria bacterium UBA1119	1948582	S	1522	999	2521	0.00143
gamma proteobacterium SCGC AAA007-O20	913327	S	202	89	291	0.00016
Gammaproteobacteria bacterium UBA6940	1948640	S	83	9	92	0.00005
Gammaproteobacteria bacterium UBA1961	1948588	S	54	11	65	0.00004
gamma proteobacterium SCGC AB-629-P17	1131274	S	50	63	113	0.00006
Gammaproteobacteria bacterium UBA3532	1948611	S	47	19	66	0.00004
gamma proteobacterium HTCC5015	391615	S	30	7	37	0.00002
Gammaproteobacteria bacterium REDSEA-S15_B12	1811666	S	28	13	41	0.00002
Alcanivorax sp. DSM 26293	1798238	S	11663	16678	28341	0.01606
Alcanivorax sp.	1872427	S	4179	2993	7172	0.00406
Alcanivorax sp. DG881	236097	S	2102	2042	4144	0.00235
Alcanivorax sp. DP30	2606217	S	128	54	182	0.00010
Alcanivorax sp. UBA4485	1945988	S	12	10	22	0.00001
Alcanivorax jadensis	64988	S	1619	1216	2835	0.00161
Alcanivorax profundi	2338368	S	706	1795	2501	0.00142
Alcanivorax hongdengensis	519051	S	61	28	89	0.00005
Alcanivorax nanhaiticus	1177154	S	30	36	66	0.00004
Alcanivorax borkumensis	59754	S	18	6	24	0.00001
Ketobacter sp. MCCC 1A13808	2602738	S	1804	466	2270	0.00129
Ketobacter alkanivorans	1917421	S	24	9	33	0.00002
Alloalcanivorax venustensis	172371	S	196	427	623	0.00035
Alcanivoracaceae bacterium	2024895	S	156	120	276	0.00016
Halomonas aquamarina	77097	S	1049	5098	6147	0.00348
Halomonas piezotolerans	2609667	S	146	197	343	0.00019
Halomonas sp. UBA3074	1946584	S	84	140	224	0.00013
Halomonas sp.	1486246	S	26	15	41	0.00002
Halomonas lionensis	1144478	S	111	440	551	0.00031
Halomonas sulfidaeris	115553	S	21	8	29	0.00002
Halomonas sedimenti	2729618	S	20	43	63	0.00004
Halomonas stevensii	502821	S	13	61	74	0.00004
Halomonas hamiltonii	502829	S	12	44	56	0.00003
Salinicola sp.	1978524	S	72	46	118	0.00007
Oceanospirillaceae bacterium	1899355	S	384	89	473	0.00027
Thalassolituus sp. UBA2107	1947659	S	54	166	220	0.00012
Thalassolituus oleivorans	187493	S	12	5	17	0.00001
Neptuniibacter sp. UBA6509	1946976	S	12	1	13	0.00001
Hahellaceae bacterium	2048971	S	19	1	20	0.00001
Alteromonas macleodii	28108	S	5786	13602	19388	0.01099
Alteromonas australica	589873	S	3788	1752	5540	0.00314
Alteromonas mediterranea	314275	S	1812	2379	4191	0.00238
Alteromonas abrolhosensis	1892904	S	280	414	694	0.00039
Alteromonas sp. RKMC-009	2267264	S	109	20	129	0.00007
Alteromonas sp. IB21	2779369	S	78	96	174	0.00010
Alteromonas confluentis	1656094	S	193	23	216	0.00012
Alteromonas marina	203795	S	182	408	590	0.00033
Alteromonas antoniana	2803813	S	100	60	160	0.00009
Alteromonas profundi	2696062	S	69	38	107	0.00006
Alteromonas oceanisediminis	2836180	S	38	8	46	0.00003
Alteromonas alba	2079529	S	32	247	279	0.00016
Alteromonas portus	2565549	S	30	35	65	0.00004
Alteromonas oceani	2071609	S	19	68	87	0.00005
Alteromonas naphthalenivorans	715451	S	14	25	39	0.00002
Alteromonas hispanica	315421	S	13	2	15	0.00001
Alteromonadaceae bacterium	1916082	S	65	27	92	0.00005
Alteromonadaceae bacterium UBA2620	1951386	S	40	156	196	0.00011
Idiomarina loihiensis	135577	S	1648	772	2420	0.00137
Idiomarina baltica	190892	S	208	223	431	0.00024
Idiomarina zobellii	86103	S	115	199	314	0.00018
Idiomarina aquatica	1327752	S	26	8	34	0.00002
Idiomarina piscisalsi	1096243	S	16	20	36	0.00002
Idiomarinaceae bacterium	1898113	S	14	11	25	0.00001
Pseudoalteromonas tetraodonis	43659	S	108	610	718	0.00041
Pseudoalteromonas atlantica	288	S	90	247	337	0.00019
Pseudoalteromonas sp. NBT06-2	2025950	S	61	12	73	0.00004
Pseudoalteromonas undina	43660	S	14	88	102	0.00006
Algicola sp.	1872429	S	122	39	161	0.00009
Shewanella vesiculosa	518738	S	16	8	24	0.00001
Shewanella baltica	62322	S	14	21	35	0.00002
Methylophaga sp. UBA2689	1946878	S	4279	4741	9020	0.00511
Methylophaga sp.	2024840	S	1115	250	1365	0.00077
Methylophaga sp. UBA3192	1946882	S	450	109	559	0.00032
Methylophaga aminisulfidivorans	230105	S	130	74	204	0.00012
Methylophaga nitratireducenticrescens	754476	S	22	17	39	0.00002
Cycloclasticus sp.	2024830	S	4681	912	5593	0.00317
Cycloclasticus pugetii	34068	S	23	3	26	0.00001
Piscirickettsiaceae bacterium	2030828	S	38	2	40	0.00002
uncultured Francisellaceae bacterium	393692	S	33	0	33	0.00002
Thiotrichales bacterium	2026796	S	20	3	23	0.00001
Marinobacter salarius	1420917	S	2472	4771	7243	0.00410
Marinobacter sp.	50741	S	508	417	925	0.00052
Marinobacter sp. B9-2	2137198	S	81	311	392	0.00022
Marinobacter sp. Arc7-DN-1	2304594	S	20	16	36	0.00002
Marinobacter sp. BW6	2592624	S	15	13	28	0.00002
Marinobacter nauticus	2743	S	283	165	448	0.00025
Marinobacter alexandrii	2570351	S	162	65	227	0.00013
