sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
filtered_contigs.plasmid	chromosome	-	-	NODE_3_length_83122_cov_6.615336	83122	0.4231250451144101	4124f4cf64066f661119656f9e16a549	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_109_length_13668_cov_2.641020	13668	0.4143254316652034	7dcdb5773c5a4ca1030c0f51f96f354d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_361_length_8682_cov_3.566469	8682	0.5765952545496429	d2fbc02a5c7973f68e8bb86d8fc8553c	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0531179	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_365_length_8647_cov_2.991694	8647	0.5497860529663467	107b17b7bd647b11349150f81aed96ec	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_410_length_8342_cov_4.533544	8342	0.6106449292735555	f566976881418671aeddeab056f60408	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AF003	-	NODE_479_length_7751_cov_13.446027	7751	0.3882079731647529	edda066dfab2f48121f38ca9221a4471	not tested	-	-	-	-	-	-	-	-	-	CP004854	0.0383209	Alteromonas mediterranea UM7	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_551_length_7297_cov_2.458877	7297	0.5820200082225572	dbe2df23176789125f37cd3c26b6030a	not tested	-	-	MOBP	CP042821_00055	MPF_T	NC_023148_00034	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_579_length_7099_cov_5.712571	7099	0.6089590083110297	2261e5b0f75f1f37c5cc4e44ff0c9eda	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD760	AN410	NODE_597_length_7003_cov_6.120800	7003	0.6017421105240611	efd8be1b5ba4f10ee53b2bcfc870b8f1	not tested	-	-	MOBQ	CP045397_00001	-	-	-	-	-	CP031597	0.0144562	Rhodobacteraceae bacterium	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_683_length_6611_cov_1.773342	6611	0.5767659960671608	6327d5f4c2d9fa897b13adcea3421626	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_771_length_6226_cov_3.716827	6226	0.5661741085769354	2ad5c23f017c6fdd3951dda6db9c60a1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_831_length_5997_cov_3.709732	5997	0.5751208937802235	246050d124e11af4b6a6ee18d61d773a	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0531179	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1119_length_5246_cov_1.857004	5246	0.5436523065192528	77507d3496d770ed7653c07edea3cd58	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1122_length_5234_cov_2.009153	5234	0.5638135269392434	7291033d2ed25db38ce8f1f519272f5d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	novel_3cffa2408818feb320bdb3b461cdf4d8	-	NODE_1197_length_5070_cov_2.045263	5070	0.5790927021696253	64bfcf1f0fea714cd7bb7db90bd62267	not tested	-	-	-	-	-	-	-	-	-	CP045378	0.0838645	Sulfitobacter sp. THAF37	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1341_length_4843_cov_4.044688	4843	0.6107784431137725	94aa37a09aaf3e89c376a83da1eb2d8c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1400_length_4756_cov_30.242860	4756	0.4108494533221194	7fbcf1264ff0fc2817cff7feeca3ae86	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1527_length_4581_cov_2.700357	4581	0.42501637197118536	fce8b4bf80c124d32190af59158b715e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1600_length_4493_cov_8.158170	4493	0.41486757177832184	63bcc1b9d0c15ecf758fc6d09170be93	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1642_length_4432_cov_2.128779	4432	0.5735559566787004	3f1c207edde47527f64fdf82e44dca1c	not tested	rep_cluster_599	002032__CP010870_00044	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AC809	-	NODE_1700_length_4364_cov_1.840094	4364	0.5795142071494043	19245932a1019ecbb4210a8c80319945	not tested	-	-	-	-	-	-	-	-	-	CP025809	0.0531179	Sulfitobacter sp. SK025	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_1754_length_4298_cov_1.564896	4298	0.5428106095858539	e0dcfcbd5e2e9ca8feab6c91a7e96e09	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
