name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	299539	702029	1001568	0.13876
Alteromonas abrolhosensis	1892904	S	51698	75891	127589	0.01768
Alteromonas mediterranea	314275	S	43711	78168	121879	0.01689
Alteromonas australica	589873	S	10967	6766	17733	0.00246
Alteromonas sp. IB21	2779369	S	5718	7249	12967	0.00180
Alteromonas sp. RKMC-009	2267264	S	865	216	1081	0.00015
Alteromonas sp. KUL106	2480799	S	493	248	741	0.00010
Alteromonas sp. KC3	2795688	S	335	124	459	0.00006
Alteromonas sp. BL110	1714845	S	251	524	775	0.00011
Alteromonas sp. V450	1912139	S	234	199	433	0.00006
Alteromonas sp. KUL42	2480797	S	186	34	220	0.00003
Alteromonas sp. ALT199	1298865	S	117	204	321	0.00004
Alteromonas sp. 38	2653129	S	91	112	203	0.00003
Alteromonas sp. C1M14	2841567	S	51	4	55	0.00001
Alteromonas sp. 5E99-2	2817683	S	28	1	29	0.00000
Alteromonas sp. MMG017	2822692	S	20	22	42	0.00001
Alteromonas sp. LOR	1537994	S	15	12	27	0.00000
Alteromonas marina	203795	S	9750	21049	30799	0.00427
Alteromonas alba	2079529	S	5493	51898	57391	0.00795
Alteromonas oceani	2071609	S	3730	19352	23082	0.00320
Alteromonas profundi	2696062	S	3346	2370	5716	0.00079
Alteromonas antoniana	2803813	S	2418	2841	5259	0.00073
Alteromonas portus	2565549	S	1949	2323	4272	0.00059
Alteromonas oceanisediminis	2836180	S	602	162	764	0.00011
Alteromonas genovensis	471225	S	320	302	622	0.00009
Alteromonas naphthalenivorans	715451	S	310	671	981	0.00014
Alteromonas gracilis	1479524	S	251	206	457	0.00006
Alteromonas pelagimontana	1858656	S	213	47	260	0.00004
Alteromonas hispanica	315421	S	155	29	184	0.00003
Alteromonas lipotrueiana	2803815	S	104	29	133	0.00002
Alteromonas halophila	516698	S	26	5	31	0.00000
Alteromonas lipolytica	1856405	S	19	4	23	0.00000
Salinimonas sediminis	2303538	S	310	300	610	0.00008
Salinimonas chungwhensis	265425	S	111	49	160	0.00002
Salinimonas profundi	2729140	S	84	119	203	0.00003
Salinimonas iocasae	2572577	S	70	55	125	0.00002
Salinimonas lutimaris	914153	S	41	16	57	0.00001
Alteromonadaceae bacterium UBA2620	1951386	S	29400	132713	162113	0.02246
Alteromonadaceae bacterium	1916082	S	3983	2604	6587	0.00091
Marisediminitalea aggregata	634436	S	1434	259	1693	0.00023
Glaciecola sp. UBA1851	1946570	S	220	33	253	0.00004
Glaciecola sp. HTCC2999	455436	S	49	8	57	0.00001
Neptunicella marina	2125989	S	167	37	204	0.00003
Ningiella ruwaisensis	2364274	S	75	39	114	0.00002
Aestuariibacter sp. A3R04	2841571	S	21	4	25	0.00000
Aestuariibacter sp.	1872400	S	14	4	18	0.00000
Paraglaciecola polaris	222814	S	21	11	32	0.00000
Aliiglaciecola lipolytica	477689	S	26	18	44	0.00001
