name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	80170	202301	282471	0.13682
Alteromonas mediterranea	314275	S	15603	23393	38996	0.01889
Alteromonas australica	589873	S	12238	6301	18539	0.00898
Alteromonas abrolhosensis	1892904	S	4570	7251	11821	0.00573
Alteromonas marina	203795	S	2289	5522	7811	0.00378
Alteromonas sp. IB21	2779369	S	1013	1343	2356	0.00114
Alteromonas sp. RKMC-009	2267264	S	252	56	308	0.00015
Alteromonas sp. KUL42	2480797	S	186	42	228	0.00011
Alteromonas sp. KUL106	2480799	S	150	89	239	0.00012
Alteromonas sp. KC3	2795688	S	63	26	89	0.00004
Alteromonas sp. V450	1912139	S	52	43	95	0.00005
Alteromonas sp. BL110	1714845	S	25	78	103	0.00005
Alteromonas sp. ALT199	1298865	S	18	49	67	0.00003
Alteromonas sp. MMG017	2822692	S	17	23	40	0.00002
Alteromonas sp. LOR	1537994	S	14	13	27	0.00001
Alteromonas hispanica	315421	S	2051	397	2448	0.00119
Alteromonas antoniana	2803813	S	1062	945	2007	0.00097
Alteromonas profundi	2696062	S	600	397	997	0.00048
Alteromonas oceanisediminis	2836180	S	586	147	733	0.00036
Alteromonas alba	2079529	S	517	4889	5406	0.00262
Alteromonas genovensis	471225	S	470	490	960	0.00046
Alteromonas oceani	2071609	S	434	2025	2459	0.00119
Alteromonas portus	2565549	S	342	437	779	0.00038
Alteromonas naphthalenivorans	715451	S	290	597	887	0.00043
Alteromonas gracilis	1479524	S	174	146	320	0.00015
Alteromonas pelagimontana	1858656	S	80	13	93	0.00005
Alteromonas confluentis	1656094	S	30	4	34	0.00002
Alteromonas lipolytica	1856405	S	15	2	17	0.00001
Salinimonas lutimaris	914153	S	64	15	79	0.00004
Salinimonas sediminis	2303538	S	60	43	103	0.00005
Salinimonas iocasae	2572577	S	37	11	48	0.00002
Salinimonas profundi	2729140	S	13	8	21	0.00001
Alteromonadaceae bacterium	1916082	S	1097	595	1692	0.00082
Alteromonadaceae bacterium UBA2620	1951386	S	536	2523	3059	0.00148
Ningiella ruwaisensis	2364274	S	41	15	56	0.00003
Glaciecola sp. UBA1851	1946570	S	16	2	18	0.00001
Paraglaciecola polaris	222814	S	17	9	26	0.00001
Marisediminitalea aggregata	634436	S	16	3	19	0.00001
Pseudoalteromonas atlantica	288	S	3010	4890	7900	0.00383
Pseudoalteromonas tetraodonis	43659	S	1521	5226	6747	0.00327
Pseudoalteromonas lipolytica	570156	S	353	795	1148	0.00056
Pseudoalteromonas sp.	53249	S	103	327	430	0.00021
Pseudoalteromonas sp. 0303	2743618	S	48	378	426	0.00021
Pseudoalteromonas sp. DL-6	1390185	S	34	105	139	0.00007
Pseudoalteromonas sp. P1-25	1723758	S	17	19	36	0.00002
Pseudoalteromonas arabiensis	874454	S	273	184	457	0.00022
Pseudoalteromonas marina	267375	S	190	250	440	0.00021
Pseudoalteromonas shioyasakiensis	1190813	S	143	903	1046	0.00051
Pseudoalteromonas undina	43660	S	128	448	576	0.00028
Pseudoalteromonas haloplanktis	228	S	65	42	107	0.00005
Pseudoalteromonas prydzensis	182141	S	52	54	106	0.00005
Pseudoalteromonas nigrifaciens	28109	S	30	112	142	0.00007
Pseudoalteromonas piratica	1348114	S	24	11	35	0.00002
Pseudoalteromonas carrageenovora	227	S	14	30	44	0.00002
Pseudoalteromonas distincta	77608	S	12	70	82	0.00004
Idiomarina loihiensis	135577	S	2887	1663	4550	0.00220
Idiomarina aquatica	1327752	S	239	106	345	0.00017
Idiomarina zobellii	86103	S	182	318	500	0.00024
