name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	343835	108584	452419	0.52127
Alteromonas mediterranea	314275	S	22707	7137	29844	0.03439
Alteromonas sp. RKMC-009	2267264	S	359	17	376	0.00043
Alteromonas sp. RW2A1	1917158	S	199	423	622	0.00072
Alteromonas sp. MB-3u-76	2058133	S	171	273	444	0.00051
Alteromonas sp. B31-7	2785913	S	134	1439	1573	0.00181
Alteromonas sp. BL110	1714845	S	20	3	23	0.00003
Alteromonas sp. 009811495	3002962	S	12	5	17	0.00002
Alteromonas australica	589873	S	939	4313	5252	0.00605
Alteromonas pelagimontana	1858656	S	144	7	151	0.00017
Alteromonas naphthalenivorans	715451	S	91	82	173	0.00020
Salinimonas sediminis	2303538	S	6687	757	7444	0.00858
Salinimonas iocasae	2572577	S	70	9	79	0.00009
Pseudoalteromonas sp. SCSIO 43101	2822847	S	848	1182	2030	0.00234
Pseudoalteromonas sp. CF6-2	562716	S	672	10881	11553	0.01331
Pseudoalteromonas sp. Xi13	2490635	S	243	3781	4024	0.00464
Pseudoalteromonas sp. SCSIO 43095	2894202	S	146	1248	1394	0.00161
Pseudoalteromonas sp. APM04	2699396	S	130	3114	3244	0.00374
Pseudoalteromonas sp. SCSIO 43088	2822846	S	76	216	292	0.00034
Pseudoalteromonas sp. SM9913	234831	S	48	3307	3355	0.00387
Pseudoalteromonas sp. PS1M3	87791	S	40	844	884	0.00102
Pseudoalteromonas sp. DL-6	1390185	S	18	67	85	0.00010
Pseudoalteromonas sp. 3J6	649161	S	14	175	189	0.00022
Pseudoalteromonas sp. SiA1	2839744	S	13	640	653	0.00075
Pseudoalteromonas agarivorans	176102	S	397	5704	6101	0.00703
Pseudoalteromonas rhizosphaerae	2518973	S	275	225	500	0.00058
Pseudoalteromonas shioyasakiensis	1190813	S	61	166	227	0.00026
Pseudoalteromonas prydzensis	182141	S	52	27	79	0.00009
Pseudoalteromonas atlantica	288	S	49	1257	1306	0.00150
Pseudoalteromonas donghaensis	621376	S	27	1645	1672	0.00193
Pseudoalteromonas nigrifaciens	28109	S	25	652	677	0.00078
Pseudoalteromonas arabiensis	874454	S	20	782	802	0.00092
Pseudoalteromonas carrageenovora	227	S	19	28	47	0.00005
Pseudoalteromonas undina	43660	S	19	232	251	0.00029
Pseudoalteromonas piratica	1348114	S	18	8	26	0.00003
Pseudoalteromonas lipolytica	570156	S	16	912	928	0.00107
Pseudoalteromonas issachenkonii	152297	S	12	566	578	0.00067
Idiomarina loihiensis	135577	S	33257	8200	41457	0.04777
Idiomarina sp. X4	2055892	S	479	725	1204	0.00139
Idiomarina sp. OT37-5b	2100422	S	22	8	30	0.00003
Idiomarina abyssalis	86102	S	259	50	309	0.00036
Idiomarina piscisalsi	1096243	S	165	215	380	0.00044
Shewanella sp. LC6	2589790	S	50	134	184	0.00021
Shewanella sp. FDAARGOS_354	1930557	S	43	132	175	0.00020
Shewanella xiamenensis	332186	S	65	93	158	0.00018
Shewanella putrefaciens	24	S	19	7	26	0.00003
Colwellia sp. M166	2583805	S	165	16	181	0.00021
Halomonas meridiana	29570	S	30109	17274	47383	0.05459
Halomonas sp. KO116	1504981	S	522	208	730	0.00084
Halomonas sp. 18071143	2855441	S	125	233	358	0.00041
Halomonas sp. A3H3	1346287	S	123	3419	3542	0.00408
Halomonas sp. XH26	2557993	S	25	241	266	0.00031
Halomonas sp. BDJS001	2992143	S	19	4	23	0.00003
Halomonas sp. R57-5	1610576	S	17	7	24	0.00003
Halomonas sp. 7T	2893469	S	15	4	19	0.00002
Halomonas sp. PGE1	2730360	S	12	21	33	0.00004
Halomonas piezotolerans	2609667	S	652	276	928	0.00107
Halomonas titanicae	664683	S	64	372	436	0.00050
Halomonas hydrothermalis	115561	S	29	81	110	0.00013
Halomonas elongata	2746	S	13	0	13	0.00001
Cobetia amphilecti	1055104	S	20	331	351	0.00040
Chromohalobacter salexigens	158080	S	42	2	44	0.00005
Kushneria marisflavi	157779	S	28	0	28	0.00003
Thalassolituus oleivorans	187493	S	5442	518	5960	0.00687
Thalassolituus sp. C2-1	2597518	S	145	119	264	0.00030
Thalassolituus hydrocarbonoclasticus	2742796	S	94	82	176	0.00020
Marinobacterium georgiense	48076	S	14	1	15	0.00002
Alcanivorax sp. ALC70	2259335	S	92	1147	1239	0.00143
Halopseudomonas aestusnigri	857252	S	1286	10448	11734	0.01352
Halopseudomonas sp. MFKK-1	3015994	S	277	1885	2162	0.00249
Halopseudomonas sp. RR6	2918528	S	92	18	110	0.00013
Halopseudomonas sabulinigri	472181	S	84	9	93	0.00011
Halopseudomonas litoralis	797277	S	15	10	25	0.00003
