name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	32756	20819	53575	0.13058
Erythrobacter sp. THAF29	2587851	S	28	6	34	0.00008
Erythrobacter sp. 3-20A1M	2653850	S	19	11	30	0.00007
Erythrobacter litoralis	39960	S	660	440	1100	0.00268
Erythrobacter aureus	2182384	S	42	6	48	0.00012
Erythrobacter mangrovi	2739433	S	22	9	31	0.00008
Qipengyuania flava	192812	S	19083	11112	30195	0.07359
Qipengyuania sp. SS22	2979461	S	127	26	153	0.00037
Qipengyuania sp. PHS-Z21	2909673	S	103	51	154	0.00038
Qipengyuania seohaensis	266951	S	42	11	53	0.00013
Croceicoccus sp. Ery15	1703338	S	392	528	920	0.00224
Croceicoccus sp. Ery5	1703340	S	155	104	259	0.00063
Croceicoccus sp. YJ47	2798724	S	23	32	55	0.00013
Croceicoccus marinus	450378	S	233	149	382	0.00093
Croceicoccus naphthovorans	1348774	S	84	126	210	0.00051
Tsuneonella flava	2055955	S	190	48	238	0.00058
Aurantiacibacter atlanticus	1648404	S	165	74	239	0.00058
Croceibacterium atlanticum	1267766	S	43	15	58	0.00014
Citromicrobium sp. JL477	1634516	S	6797	2661	9458	0.02305
Sphingomonas melonis	152682	S	554	992	1546	0.00377
Sphingomonas sanxanigenens	397260	S	13	16	29	0.00007
Sphingobium xenophagum	121428	S	241	574	815	0.00199
Sphingobium yanoikuyae	13690	S	113	436	549	0.00134
Sphingobium sp. YG1	2082188	S	17	34	51	0.00012
Sphingobium fuliginis	336203	S	22	250	272	0.00066
Sphingosinithalassobacter tenebrarum	2711215	S	180	52	232	0.00057
Novosphingopyxis iocasae	2762729	S	129	68	197	0.00048
Sphingopyxis macrogoltabida	33050	S	27	62	89	0.00022
Novosphingobium pentaromativorans	205844	S	22	39	61	0.00015
Hyphomonas sp. KY3	2016196	S	60508	9680	70188	0.17107
Hyphomonas atlantica	1280948	S	1993	378	2371	0.00578
Hirschia baltica	2724	S	15	0	15	0.00004
Sulfitobacter sp. SK025	1389011	S	134	7812	7946	0.01937
Sulfitobacter sp. CB2047	1525218	S	15	1620	1635	0.00398
Sulfitobacter pontiacus	60137	S	309	22256	22565	0.05500
Sulfitobacter indolifex	225422	S	148	925	1073	0.00262
Sulfitobacter alexandrii	1917485	S	96	995	1091	0.00266
Sulfitobacter faviae	1775881	S	70	465	535	0.00130
Roseovarius indicus	540747	S	1007	4050	5057	0.01233
Roseovarius mucosus	215743	S	19	146	165	0.00040
Pseudosulfitobacter sp. DSM 107133	2883100	S	99	399	498	0.00121
Pseudosulfitobacter pseudonitzschiae	1402135	S	26	110	136	0.00033
Phaeobacter inhibens	221822	S	99	190	289	0.00070
Phaeobacter gallaeciensis	60890	S	22	69	91	0.00022
Mameliella alba	561184	S	48	76	124	0.00030
Salipiger profundus	1229727	S	33	129	162	0.00039
Sagittula sp. P11	2009329	S	29	222	251	0.00061
Octadecabacter sp. SW4	2602067	S	20	40	60	0.00015
Actibacterium sp. EMB200-NS6	1609966	S	19	125	144	0.00035
Pseudooceanicola atlanticus	1461694	S	1559	710	2269	0.00553
Paracoccus sp. SCSIO 75817	3017781	S	17	71	88	0.00021
Paracoccus sp. SCSIO 75233	3017782	S	12	79	91	0.00022
Paracoccus stylophorae	659350	S	14	54	68	0.00017
Tritonibacter mobilis	379347	S	116	478	594	0.00145
Aliiroseovarius crassostreae	154981	S	41	10	51	0.00012
Aliiroseovarius sp. M344	2867010	S	16	2	18	0.00004
Pelagovum pacificum	2588711	S	23	8	31	0.00008
Brevirhabdus pacifica	1267768	S	12	69	81	0.00020
Roseibium aggregatum	187304	S	1781	467	2248	0.00548
Roseibium sp. Sym1	3016006	S	31	16	47	0.00011
Stappia indica	538381	S	21	4	25	0.00006
Agrobacterium salinitolerans	1183413	S	280	971	1251	0.00305
Devosia sp. I507	2083786	S	279	109	388	0.00095
Devosia salina	2860336	S	30	11	41	0.00010
Pelagibacterium halotolerans	531813	S	12	9	21	0.00005
Aquibium oceanicum	1670800	S	217	79	296	0.00072
Jiella sp. HL-NP1	2986949	S	16	1	17	0.00004
Pyruvatibacter mobilis	1712261	S	19	2	21	0.00005
Glycocaulis alkaliphilus	1434191	S	362	13	375	0.00091
Marinicauda algicola	2029849	S	171	35	206	0.00050
Maricaulis maris	74318	S	64	4	68	0.00017
Thalassospira sp. GO-4	2946605	S	232	135	367	0.00089
Candidatus Pelagibacter sp. RS40	1977865	S	37	21	58	0.00014
Candidatus Pelagibacter sp. FZCC0015	2268451	S	25	42	67	0.00016
Candidatus Pelagibacter sp. RS39	1977864	S	22	31	53	0.00013
Brevundimonas mediterranea	74329	S	70	68	138	0.00034
Parvularcula bermudensis	208216	S	25	5	30	0.00007
Alteromonas macleodii	28108	S	16532	8514	25046	0.06104
Alteromonas mediterranea	314275	S	2391	1145	3536	0.00862
Alteromonas sp. RKMC-009	2267264	S	138	22	160	0.00039
Alteromonas sp. RW2A1	1917158	S	15	47	62	0.00015
Alteromonas australica	589873	S	31	155	186	0.00045
Salinimonas sediminis	2303538	S	21	8	29	0.00007
Salinimonas iocasae	2572577	S	14	5	19	0.00005
Pseudoalteromonas sp. SCSIO 43088	2822846	S	320	991	1311	0.00320
Pseudoalteromonas sp. Xi13	2490635	S	13	172	185	0.00045
Pseudoalteromonas shioyasakiensis	1190813	S	82	222	304	0.00074
Pseudoalteromonas donghaensis	621376	S	56	2944	3000	0.00731
Pseudoalteromonas agarivorans	176102	S	14	162	176	0.00043
Idiomarina loihiensis	135577	S	246	213	459	0.00112
Shewanella baltica	62322	S	17	192	209	0.00051
Halomonas meridiana	29570	S	7525	9994	17519	0.04270
Halomonas piezotolerans	2609667	S	117	88	205	0.00050
Halomonas sp. KO116	1504981	S	45	32	77	0.00019
Halomonas sp. 18071143	2855441	S	39	98	137	0.00033
Halomonas hydrothermalis	115561	S	17	66	83	0.00020
Alcanivorax sp. ALC70	2259335	S	56	99	155	0.00038
Alcanivorax sp. NBRC 101098	1113728	S	47	176	223	0.00054
Alcanivorax borkumensis	59754	S	114	431	545	0.00133
Ketobacter alkanivorans	1917421	S	173	11	184	0.00045
Alloalcanivorax xenomutans	1094342	S	16	27	43	0.00010
Thalassolituus oleivorans	187493	S	292	93	385	0.00094
Venatorbacter cucullus	2661630	S	39	13	52	0.00013
Marinobacterium georgiense	48076	S	12	6	18	0.00004
Marinobacter salarius	1420917	S	5948	2487	8435	0.02056
Marinobacter sp. CP1	1671721	S	502	1789	2291	0.00558
Marinobacter sp.	50741	S	123	28	151	0.00037
Marinobacter sp. AN1	2886046	S	103	36	139	0.00034
Marinobacter sp. Arc7-DN-1	2304594	S	23	4	27	0.00007
Marinobacter sp. LQ44	1749259	S	18	26	44	0.00011
Marinobacter nauticus	2743	S	565	232	797	0.00194
