name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	53685	121968	175653	0.05548
Alteromonas australica	589873	S	47359	24151	71510	0.02259
Alteromonas mediterranea	314275	S	30397	45221	75618	0.02389
Alteromonas abrolhosensis	1892904	S	3005	4413	7418	0.00234
Alteromonas sp. IB21	2779369	S	1012	1214	2226	0.00070
Alteromonas sp. RKMC-009	2267264	S	126	27	153	0.00005
Alteromonas sp. KUL106	2480799	S	110	60	170	0.00005
Alteromonas sp. KUL42	2480797	S	106	22	128	0.00004
Alteromonas sp. KC3	2795688	S	53	20	73	0.00002
Alteromonas sp. V450	1912139	S	32	25	57	0.00002
Alteromonas sp. ALT199	1298865	S	24	58	82	0.00003
Alteromonas sp. LOR	1537994	S	17	14	31	0.00001
Alteromonas sp. BL110	1714845	S	17	47	64	0.00002
Alteromonas marina	203795	S	1512	3212	4724	0.00149
Alteromonas confluentis	1656094	S	781	108	889	0.00028
Alteromonas hispanica	315421	S	711	125	836	0.00026
Alteromonas profundi	2696062	S	693	452	1145	0.00036
Alteromonas antoniana	2803813	S	620	560	1180	0.00037
Alteromonas oceanisediminis	2836180	S	297	85	382	0.00012
Alteromonas oceani	2071609	S	231	1000	1231	0.00039
Alteromonas alba	2079529	S	208	1826	2034	0.00064
Alteromonas naphthalenivorans	715451	S	205	386	591	0.00019
Alteromonas portus	2565549	S	203	240	443	0.00014
Alteromonas genovensis	471225	S	145	134	279	0.00009
Alteromonas gracilis	1479524	S	101	78	179	0.00006
Alteromonas pelagimontana	1858656	S	37	5	42	0.00001
Salinimonas iocasae	2572577	S	767	273	1040	0.00033
Salinimonas sediminis	2303538	S	135	99	234	0.00007
Salinimonas lutimaris	914153	S	38	9	47	0.00001
Salinimonas profundi	2729140	S	21	14	35	0.00001
Alteromonadaceae bacterium	1916082	S	766	408	1174	0.00037
Alteromonadaceae bacterium UBA2620	1951386	S	104	447	551	0.00017
Marisediminitalea aggregata	634436	S	226	47	273	0.00009
Neptunicella marina	2125989	S	37	7	44	0.00001
Paraglaciecola polaris	222814	S	30	15	45	0.00001
Glaciecola sp. UBA1851	1946570	S	13	2	15	0.00000
Ningiella ruwaisensis	2364274	S	13	5	18	0.00001
Pseudoalteromonas arabiensis	874454	S	33795	18179	51974	0.01642
Pseudoalteromonas atlantica	288	S	9617	12448	22065	0.00697
Pseudoalteromonas lipolytica	570156	S	1249	2255	3504	0.00111
Pseudoalteromonas tetraodonis	43659	S	1236	3463	4699	0.00148
Pseudoalteromonas shioyasakiensis	1190813	S	1176	5942	7118	0.00225
Pseudoalteromonas sp. 0303	2743618	S	167	1059	1226	0.00039
Pseudoalteromonas sp.	53249	S	135	347	482	0.00015
Pseudoalteromonas sp. P1-25	1723758	S	70	64	134	0.00004
Pseudoalteromonas sp. DL-6	1390185	S	57	144	201	0.00006
Pseudoalteromonas sp. MEBiC 03607	2563601	S	38	67	105	0.00003
Pseudoalteromonas sp. Z1A8	2686354	S	24	48	72	0.00002
Pseudoalteromonas sp. MMG007	2822684	S	17	19	36	0.00001
Pseudoalteromonas sp. NBT06-2	2025950	S	16	0	16	0.00001
Pseudoalteromonas sp. EB27	1938368	S	12	35	47	0.00001
Pseudoalteromonas sp. A757	2250709	S	12	25	37	0.00001
Pseudoalteromonas ruthenica	151081	S	429	83	512	0.00016
Pseudoalteromonas gelatinilytica	1703256	S	144	413	557	0.00018
Pseudoalteromonas undina	43660	S	132	366	498	0.00016
Pseudoalteromonas prydzensis	182141	S	103	86	189	0.00006
Pseudoalteromonas nigrifaciens	28109	S	68	210	278	0.00009
Pseudoalteromonas phenolica	161398	S	66	11	77	0.00002
Pseudoalteromonas marina	267375	S	49	52	101	0.00003
Pseudoalteromonas carrageenovora	227	S	43	76	119	0.00004
Pseudoalteromonas distincta	77608	S	43	196	239	0.00008
Pseudoalteromonas espejiana	28107	S	37	36	73	0.00002
Pseudoalteromonas haloplanktis	228	S	14	7	21	0.00001
