name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alcanivorax sp. DSM 26293	1798238	S	69243	111126	180369	0.07319
Alcanivorax sp.	1872427	S	21934	18454	40388	0.01639
Alcanivorax sp. DG881	236097	S	5916	6138	12054	0.00489
Alcanivorax sp. DP30	2606217	S	2167	1064	3231	0.00131
Alcanivorax jadensis	64988	S	54268	47076	101344	0.04112
Alcanivorax hongdengensis	519051	S	1814	1045	2859	0.00116
Alcanivorax profundi	2338368	S	1681	5678	7359	0.00299
Alcanivorax borkumensis	59754	S	481	217	698	0.00028
Alcanivorax nanhaiticus	1177154	S	99	143	242	0.00010
Alcanivorax sediminis	2663008	S	15	7	22	0.00001
Ketobacter sp. MCCC 1A13808	2602738	S	13112	2991	16103	0.00653
Alcanivoracaceae bacterium	2024895	S	1195	1244	2439	0.00099
Alloalcanivorax venustensis	172371	S	211	601	812	0.00033
Halomonas aquamarina	77097	S	1389	7495	8884	0.00360
Halomonas piezotolerans	2609667	S	148	226	374	0.00015
Halomonas sp. UBA3074	1946584	S	82	148	230	0.00009
Halomonas sp.	1486246	S	34	22	56	0.00002
Halomonas lionensis	1144478	S	121	528	649	0.00026
Halomonas titanicae	664683	S	30	106	136	0.00006
Halomonas sedimenti	2729618	S	26	62	88	0.00004
Halomonas meridiana	29570	S	20	38	58	0.00002
Salinicola sp.	1978524	S	121	83	204	0.00008
Oceanospirillaceae bacterium	1899355	S	1456	427	1883	0.00076
Thalassolituus oleivorans	187493	S	1017	530	1547	0.00063
Thalassolituus sp. UBA2107	1947659	S	71	253	324	0.00013
Venatoribacter cucullus	2661630	S	75	19	94	0.00004
Oceanobacter sp.	2030817	S	45	10	55	0.00002
Oleibacter sp.	2024845	S	20	6	26	0.00001
Marinobacterium iners	48076	S	16	0	16	0.00001
Neptuniibacter sp. UBA6509	1946976	S	13	1	14	0.00001
Alteromonas macleodii	28108	S	21046	50391	71437	0.02899
Alteromonas australica	589873	S	15177	7999	23176	0.00940
Alteromonas confluentis	1656094	S	2585	385	2970	0.00121
Alteromonas sp. RKMC-009	2267264	S	1811	397	2208	0.00090
Alteromonas sp. IB21	2779369	S	348	403	751	0.00030
Alteromonas sp. KUL106	2480799	S	27	13	40	0.00002
Alteromonas sp. BL110	1714845	S	16	36	52	0.00002
Alteromonas sp. KUL42	2480797	S	15	2	17	0.00001
Alteromonas sp. KC3	2795688	S	15	5	20	0.00001
Alteromonas mediterranea	314275	S	1777	2671	4448	0.00180
