name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	57604	35767	93371	0.10099
Erythrobacter sp. THAF29	2587851	S	106	24	130	0.00014
Erythrobacter sp. 3-20A1M	2653850	S	50	29	79	0.00009
Erythrobacter litoralis	39960	S	1107	704	1811	0.00196
Erythrobacter aureus	2182384	S	62	8	70	0.00008
Erythrobacter mangrovi	2739433	S	23	10	33	0.00004
Qipengyuania flava	192812	S	27423	15728	43151	0.04667
Qipengyuania sp. SS22	2979461	S	273	54	327	0.00035
Qipengyuania sp. PHS-Z21	2909673	S	172	87	259	0.00028
Qipengyuania seohaensis	266951	S	71	20	91	0.00010
Qipengyuania aurantiaca	2867233	S	17	7	24	0.00003
Croceicoccus sp. Ery15	1703338	S	518	719	1237	0.00134
Croceicoccus sp. Ery5	1703340	S	260	175	435	0.00047
Croceicoccus sp. YJ47	2798724	S	52	59	111	0.00012
Croceicoccus marinus	450378	S	637	409	1046	0.00113
Croceicoccus naphthovorans	1348774	S	153	250	403	0.00044
Tsuneonella flava	2055955	S	355	86	441	0.00048
Aurantiacibacter atlanticus	1648404	S	305	133	438	0.00047
Croceibacterium atlanticum	1267766	S	43	15	58	0.00006
Pelagerythrobacter marensis	543877	S	13	1	14	0.00002
Citromicrobium sp. JL477	1634516	S	22377	8539	30916	0.03344
Sphingobium xenophagum	121428	S	1696	2620	4316	0.00467
Sphingobium sp. KCTC 72723	2733867	S	59	15	74	0.00008
Sphingobium sp. RSMS	520734	S	19	168	187	0.00020
Sphingobium sp. AntQ-1	2930091	S	17	11	28	0.00003
Sphingobium sp. RAC03	1843368	S	16	7	23	0.00002
Sphingobium sp. YG1	2082188	S	13	12	25	0.00003
Sphingobium yanoikuyae	13690	S	110	255	365	0.00039
Sphingobium fuliginis	336203	S	52	244	296	0.00032
Sphingobium cloacae	120107	S	21	83	104	0.00011
Novosphingopyxis iocasae	2762729	S	351	182	533	0.00058
Sphingosinithalassobacter tenebrarum	2711215	S	256	69	325	0.00035
Sphingomonas melonis	152682	S	22	66	88	0.00010
Sphingomonas aerolata	185951	S	22	4	26	0.00003
Sphingomonas sanxanigenens	397260	S	21	23	44	0.00005
Sphingomonas bisphenolicum	296544	S	18	32	50	0.00005
Sphingopyxis macrogoltabida	33050	S	59	69	128	0.00014
Sphingopyxis sp. FD7	1914525	S	25	22	47	0.00005
Sphingopyxis sp. 113P3	292913	S	20	18	38	0.00004
Sphingopyxis alaskensis	117207	S	12	5	17	0.00002
Novosphingobium pentaromativorans	205844	S	35	51	86	0.00009
Sulfitobacter sp. SK025	1389011	S	407	23277	23684	0.02562
Sulfitobacter sp. CB2047	1525218	S	43	4508	4551	0.00492
Sulfitobacter sp. BSw21498	664426	S	32	86	118	0.00013
Sulfitobacter sp. THAF37	2587855	S	22	212	234	0.00025
Sulfitobacter sp. D7	1968541	S	17	560	577	0.00062
Sulfitobacter sp. W027	2867025	S	15	110	125	0.00014
Sulfitobacter pontiacus	60137	S	1200	84379	85579	0.09256
Sulfitobacter indolifex	225422	S	648	4134	4782	0.00517
Sulfitobacter alexandrii	1917485	S	203	2245	2448	0.00265
Sulfitobacter faviae	1775881	S	126	854	980	0.00106
Roseovarius indicus	540747	S	2039	9086	11125	0.01203
Roseovarius mucosus	215743	S	25	219	244	0.00026
Pseudosulfitobacter sp. DSM 107133	2883100	S	173	787	960	0.00104
Pseudosulfitobacter pseudonitzschiae	1402135	S	96	448	544	0.00059
Phaeobacter inhibens	221822	S	215	484	699	0.00076
Phaeobacter gallaeciensis	60890	S	41	152	193	0.00021
Mameliella alba	561184	S	154	284	438	0.00047
Ruegeria sp. SCSIO 43209	2793010	S	27	41	68	0.00007
Ruegeria sp. YS9	2966453	S	39	16	55	0.00006
Salipiger profundus	1229727	S	65	288	353	0.00038
Octadecabacter sp. SW4	2602067	S	47	104	151	0.00016
Sagittula sp. P11	2009329	S	44	367	411	0.00044
Thalassococcus sp. S3	2017482	S	28	2	30	0.00003
Dinoroseobacter shibae	215813	S	24	135	159	0.00017
Leisingera caerulea	506591	S	18	10	28	0.00003
Actibacterium sp. EMB200-NS6	1609966	S	16	116	132	0.00014
Pseudooceanicola atlanticus	1461694	S	3147	1423	4570	0.00494
Tritonibacter mobilis	379347	S	666	2762	3428	0.00371
Paracoccus sp. SCSIO 75233	3017782	S	32	274	306	0.00033
Aliiroseovarius crassostreae	154981	S	49	11	60	0.00006
Pacificitalea manganoxidans	1411902	S	51	105	156	0.00017
Yoonia vestfoldensis	245188	S	26	81	107	0.00012
Brevirhabdus pacifica	1267768	S	17	100	117	0.00013
Pukyongiella litopenaei	2605946	S	17	38	55	0.00006
Pseudohalocynthiibacter aestuariivivens	1591409	S	12	559	571	0.00062
Hyphomonas sp. KY3	2016196	S	65039	15738	80777	0.08737
Hyphomonas atlantica	1280948	S	2786	808	3594	0.00389
Hirschia baltica	2724	S	53	1	54	0.00006
Roseibium aggregatum	187304	S	5404	1606	7010	0.00758
Roseibium sp. Sym1	3016006	S	87	43	130	0.00014
Stappia indica	538381	S	22	4	26	0.00003
Aquibium oceanicum	1670800	S	1665	519	2184	0.00236
Acuticoccus sp. I52.16.1	2928472	S	933	102	1035	0.00112
Agrobacterium salinitolerans	1183413	S	141	520	661	0.00071
Devosia sp. I507	2083786	S	425	176	601	0.00065
Devosia salina	2860336	S	74	33	107	0.00012
Rhodopseudomonas boonkerdii	475937	S	16	10	26	0.00003
Rhodopseudomonas palustris	1076	S	13	4	17	0.00002
Chelatococcus sp. CO-6	1702325	S	47	13	60	0.00006
Jiella sp. HL-NP1	2986949	S	27	2	29	0.00003
Pyruvatibacter mobilis	1712261	S	18	2	20	0.00002
Maricaulis maris	74318	S	791	51	842	0.00091
Glycocaulis alkaliphilus	1434191	S	541	23	564	0.00061
Marinicauda algicola	2029849	S	238	73	311	0.00034
Thalassospira sp. GO-4	2946605	S	333	78	411	0.00044
Thalassospira indica	1891279	S	40	122	162	0.00018
Indioceanicola profundi	2220096	S	21	2	23	0.00002
Candidatus Pelagibacter sp. RS40	1977865	S	44	180	224	0.00024
Parvularcula bermudensis	208216	S	88	32	120	0.00013
Hyphococcus flavus	1866326	S	16	0	16	0.00002
Alteromonas macleodii	28108	S	73796	36887	110683	0.11971
Alteromonas mediterranea	314275	S	12111	6577	18688	0.02021
Alteromonas sp. RKMC-009	2267264	S	322	43	365	0.00039
Alteromonas sp. B31-7	2785913	S	94	1224	1318	0.00143
Alteromonas sp. RW2A1	1917158	S	77	183	260	0.00028
Alteromonas sp. MB-3u-76	2058133	S	18	27	45	0.00005
Alteromonas sp. 009811495	3002962	S	13	6	19	0.00002
Alteromonas australica	589873	S	419	2263	2682	0.00290
