name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sulfitobacter sp. THAF37	2587855	S	713	1543	2256	0.12024
Sulfitobacter sp. D7	1968541	S	183	220	403	0.02148
Sulfitobacter mediterraneus	83219	S	38	35	73	0.00389
Sulfitobacter alexandrii	1917485	S	32	102	134	0.00714
Roseovarius sp. THAF9	2587847	S	66	36	102	0.00544
Roseovarius sp. THAF27	2587850	S	51	80	131	0.00698
Roseovarius indicus	540747	S	51	114	165	0.00879
Roseovarius mucosus	215743	S	46	385	431	0.02297
Pseudosulfitobacter pseudonitzschiae	1402135	S	202	132	334	0.01780
Salipiger abyssi	1250539	S	114	140	254	0.01354
Salipiger profundus	1229727	S	16	28	44	0.00235
Ruegeria sp. THAF33	2587853	S	73	30	103	0.00549
Dinoroseobacter shibae	215813	S	60	222	282	0.01503
Celeribacter baekdonensis	875171	S	33	84	117	0.00624
Celeribacter indicus	1208324	S	18	135	153	0.00815
Octadecabacter sp. SW4	2602067	S	50	101	151	0.00805
Phaeobacter gallaeciensis	60890	S	21	44	65	0.00346
Phaeobacter porticola	1844006	S	16	2	18	0.00096
Leisingera sp. NJS204	2508307	S	13	13	26	0.00139
Yoonia vestfoldensis	245188	S	117	1400	1517	0.08085
Pukyongiella litopenaei	2605946	S	61	201	262	0.01396
Pacificitalea manganoxidans	1411902	S	15	30	45	0.00240
Pseudohalocynthiibacter aestuariivivens	1591409	S	12	13	25	0.00133
Novosphingobium resinovorum	158500	S	499	252	751	0.04003
Novosphingobium sp. EMRT-2	2571749	S	64	52	116	0.00618
Novosphingobium sp. P6W	1609758	S	21	5	26	0.00139
Novosphingobium decolorationis	2698673	S	57	347	404	0.02153
Novosphingobium pentaromativorans	205844	S	45	12	57	0.00304
Sphingobium cloacae	120107	S	191	858	1049	0.05591
Sphingobium baderi	1332080	S	158	511	669	0.03566
Sphingobium sp. TKS	1315974	S	26	99	125	0.00666
Sphingobium sp. Cam5-1	2789327	S	12	22	34	0.00181
Sphingomonas sanxanigenens	397260	S	244	351	595	0.03171
Sphingomonas sp. IC081	304378	S	46	67	113	0.00602
Sphingopyxis sp. FD7	1914525	S	30	40	70	0.00373
Sphingopyxis sp. 113P3	292913	S	19	21	40	0.00213
Sphingopyxis lindanitolerans	2054227	S	46	1084	1130	0.06022
Sphingopyxis fribergensis	1515612	S	12	6	18	0.00096
Tardibacter chloracetimidivorans	1921510	S	21	93	114	0.00608
Rhizorhabdus dicambivorans	1850238	S	19	205	224	0.01194
Porphyrobacter sp. YT40	2547601	S	301	173	474	0.02526
Croceicoccus marinus	450378	S	147	119	266	0.01418
Aurantiacibacter atlanticus	1648404	S	138	706	844	0.04498
Beijerinckiaceae bacterium RH AL1	2572036	S	349	15	364	0.01940
Roseibium aggregatum	187304	S	97	4	101	0.00538
Shinella sp. PSBB067	2715959	S	20	5	25	0.00133
Martelella mediterranea	293089	S	34	240	274	0.01460
Aquibium oceanicum	1670800	S	15	1	16	0.00085
Salinimonas iocasae	2572577	S	446	336	782	0.04168
Alteromonas sp. RKMC-009	2267264	S	102	0	102	0.00544
Pseudoalteromonas arctica	394751	S	130	92	222	0.01183
Pseudoalteromonas sp. NC201	1514074	S	62	0	62	0.00330
Pseudoalteromonas shioyasakiensis	1190813	S	33	0	33	0.00176
Pseudoalteromonas carrageenovora	227	S	31	0	31	0.00165
Shewanella aestuarii	1028752	S	55	100	155	0.00826
Shewanella sp. ANA-3	94122	S	22	71	93	0.00496
Marinobacter sp. NP-4(2019)	2488665	S	239	0	239	0.01274
Marinobacter sp. JH2	2547598	S	47	0	47	0.00250
Stutzerimonas stutzeri	316	S	148	66	214	0.01141
Halomonas sulfidaeris	115553	S	139	68	207	0.01103
Halomonas ventosae	229007	S	127	445	572	0.03049
Acinetobacter sp. WCHA45	2004644	S	13	107	120	0.00640
Psychrobacter sp. 4Dc	888437	S	28	57	85	0.00453
Proteus sp. ZN5	2697019	S	32	542	574	0.03059
Stenotrophomonas rhizophila	216778	S	65	139	204	0.01087
