name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	226715	171270	397985	0.19674
Alteromonas sp. B31-7	2785913	S	22598	533071	555669	0.27469
Alteromonas sp. RKMC-009	2267264	S	4398	696	5094	0.00252
Alteromonas sp. RW2A1	1917158	S	1928	12372	14300	0.00707
Alteromonas sp. BL110	1714845	S	589	271	860	0.00043
Alteromonas sp. 76-1	2358187	S	479	726	1205	0.00060
Alteromonas sp. MB-3u-76	2058133	S	233	1136	1369	0.00068
Alteromonas sp. 009811495	3002962	S	132	191	323	0.00016
Alteromonas sp. LMIT006	2961948	S	82	13	95	0.00005
Alteromonas australica	589873	S	36118	361956	398074	0.19679
Alteromonas mediterranea	314275	S	8629	60470	69099	0.03416
Alteromonas naphthalenivorans	715451	S	133	267	400	0.00020
Alteromonas pelagimontana	1858656	S	98	14	112	0.00006
Salinimonas sediminis	2303538	S	1766	783	2549	0.00126
Salinimonas iocasae	2572577	S	61	31	92	0.00005
Pseudoalteromonas sp. SCSIO 43088	2822846	S	8318	21800	30118	0.01489
Pseudoalteromonas sp. SCSIO 43101	2822847	S	4620	6054	10674	0.00528
Pseudoalteromonas sp. JSTW	2752475	S	30	1661	1691	0.00084
Pseudoalteromonas sp. CF6-2	562716	S	21	256	277	0.00014
Pseudoalteromonas sp. A22	327511	S	20	910	930	0.00046
Pseudoalteromonas sp. A41-2	2785910	S	17	1530	1547	0.00076
Pseudoalteromonas sp. MT33b	2759705	S	12	611	623	0.00031
Pseudoalteromonas shioyasakiensis	1190813	S	1195	2835	4030	0.00199
Pseudoalteromonas donghaensis	621376	S	154	7150	7304	0.00361
Pseudoalteromonas piscicida	43662	S	63	388	451	0.00022
Pseudoalteromonas agarivorans	176102	S	41	572	613	0.00030
Pseudoalteromonas lipolytica	570156	S	17	725	742	0.00037
Idiomarina loihiensis	135577	S	1207	591	1798	0.00089
Idiomarina abyssalis	86102	S	182	44	226	0.00011
Idiomarina sp. X4	2055892	S	26	37	63	0.00003
Idiomarina sp. OT37-5b	2100422	S	15	8	23	0.00001
Idiomarina piscisalsi	1096243	S	12	15	27	0.00001
Colwellia sp. M166	2583805	S	235	175	410	0.00020
Shewanella sp. ANA-3	94122	S	42	108	150	0.00007
Shewanella xiamenensis	332186	S	39	256	295	0.00015
Psychromonas ingrahamii	357794	S	12	1	13	0.00001
Marinobacter nauticus	2743	S	44686	11138	55824	0.02760
Marinobacter sp. AN1	2886046	S	13576	4377	17953	0.00887
Marinobacter sp. CP1	1671721	S	5721	24530	30251	0.01495
Marinobacter sp. LQ44	1749259	S	855	1149	2004	0.00099
Marinobacter sp. Arc7-DN-1	2304594	S	273	44	317	0.00016
Marinobacter sp. es.042	1761794	S	141	261	402	0.00020
Marinobacter sp. NP-4(2019)	2488665	S	57	26	83	0.00004
Marinobacter adhaerens	1033846	S	990	4771	5761	0.00285
Marinobacter salsuginis	418719	S	586	216	802	0.00040
Marinobacter salarius	1420917	S	468	197	665	0.00033
Halopseudomonas aestusnigri	857252	S	3673	30765	34438	0.01702
Halopseudomonas sp. RR6	2918528	S	1371	311	1682	0.00083
Halopseudomonas sp. MFKK-1	3015994	S	1054	6814	7868	0.00389
Halopseudomonas sabulinigri	472181	S	446	56	502	0.00025
Halopseudomonas litoralis	797277	S	126	89	215	0.00011
Stutzerimonas stutzeri	316	S	380	2255	2635	0.00130
Stutzerimonas kunmingensis	1211807	S	23	310	333	0.00016
Stutzerimonas frequens	2968969	S	886	9025	9911	0.00490
Stutzerimonas balearica	74829	S	12	39	51	0.00003
[Pseudomonas] zhaodongensis	1176257	S	72	375	447	0.00022
Stutzerimonas xanthomarina	271420	S	13	25	38	0.00002
Pseudomonas aeruginosa	287	S	505	8698	9203	0.00455
Pseudomonas sp. OIL-1	2706126	S	72	100	172	0.00009
Pseudomonas sp. PP3	2815936	S	25	56	81	0.00004
Halomonas meridiana	29570	S	7533	8075	15608	0.00772
Halomonas sp. DN3	2953657	S	3122	538	3660	0.00181
Halomonas sp. A40-4	2785909	S	258	102	360	0.00018
Halomonas sp. SF2003	2136172	S	123	3524	3647	0.00180
Halomonas sp. A3H3	1346287	S	48	1637	1685	0.00083
Halomonas sp. 18071143	2855441	S	30	99	129	0.00006
Halomonas sp. YLGW01	2773308	S	24	4	28	0.00001
Halomonas sp. THAF12	2587849	S	20	26	46	0.00002
Halomonas sp. TD01	999141	S	12	13	25	0.00001
Halomonas piezotolerans	2609667	S	1847	1242	3089	0.00153
Cobetia sp. AM6	2661553	S	159	4170	4329	0.00214
Cobetia sp. 4B	2758724	S	98	1965	2063	0.00102
