name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aurantiacibacter atlanticus	1648404	S	17161	17051	34212	0.09127
Croceicoccus marinus	450378	S	4435	734	5169	0.01379
Croceicoccus naphthovorans	1348774	S	28	42	70	0.00019
Porphyrobacter sp. YT40	2547601	S	2183	2843	5026	0.01341
Sphingobium sp. TKS	1315974	S	1209	4628	5837	0.01557
Sphingobium sp. Cam5-1	2789327	S	239	371	610	0.00163
Sphingobium sp. CAP-1	2676077	S	203	1102	1305	0.00348
Sphingobium sp. RAC03	1843368	S	92	29	121	0.00032
Sphingobium sp. EP60837	1855519	S	75	135	210	0.00056
Sphingobium sp. SCG-1	2072936	S	20	0	20	0.00005
Sphingobium baderi	1332080	S	888	2707	3595	0.00959
Sphingobium cloacae	120107	S	690	3244	3934	0.01049
Sphingobium herbicidovorans	76947	S	320	325	645	0.00172
Sphingobium amiense	135719	S	309	1960	2269	0.00605
Sphingobium indicum	332055	S	65	214	279	0.00074
Novosphingobium resinovorum	158500	S	2710	1232	3942	0.01052
Novosphingobium sp. EMRT-2	2571749	S	918	702	1620	0.00432
Novosphingobium sp. P6W	1609758	S	40	5	45	0.00012
Novosphingobium pentaromativorans	205844	S	457	200	657	0.00175
Novosphingobium decolorationis	2698673	S	113	786	899	0.00240
Sphingomonas sp. FARSPH	2219696	S	1438	2679	4117	0.01098
Sphingomonas sp. IC081	304378	S	478	605	1083	0.00289
Sphingomonas sp. NBWT7	2596913	S	153	537	690	0.00184
Sphingomonas sanxanigenens	397260	S	1205	2058	3263	0.00870
Sphingomonas aliaeris	2759526	S	72	9	81	0.00022
Sphingomonas taxi	1549858	S	12	0	12	0.00003
Sphingopyxis sp. 113P3	292913	S	702	555	1257	0.00335
Sphingopyxis sp. FD7	1914525	S	146	239	385	0.00103
Sphingopyxis macrogoltabida	33050	S	607	1026	1633	0.00436
Sphingopyxis alaskensis	117207	S	145	184	329	0.00088
Sphingopyxis lindanitolerans	2054227	S	33	1001	1034	0.00276
Sphingopyxis fribergensis	1515612	S	29	20	49	0.00013
Rhizorhabdus dicambivorans	1850238	S	605	7804	8409	0.02243
Rhizorhabdus wittichii	160791	S	63	114	177	0.00047
Tardibacter chloracetimidivorans	1921510	S	31	166	197	0.00053
Sulfitobacter sp. D7	1968541	S	12506	9498	22004	0.05870
Sulfitobacter sp. THAF37	2587855	S	636	1045	1681	0.00448
Sulfitobacter alexandrii	1917485	S	546	1352	1898	0.00506
Sulfitobacter mediterraneus	83219	S	164	128	292	0.00078
Salipiger profundus	1229727	S	3236	4013	7249	0.01934
Salipiger abyssi	1250539	S	3001	2023	5024	0.01340
Salipiger sp. CCB-MM3	1792508	S	91	1	92	0.00025
Roseovarius mucosus	215743	S	1233	8643	9876	0.02635
Roseovarius indicus	540747	S	672	1169	1841	0.00491
Roseovarius sp. THAF9	2587847	S	205	146	351	0.00094
Roseovarius sp. THAF27	2587850	S	61	117	178	0.00047
Phaeobacter porticola	1844006	S	881	85	966	0.00258
Phaeobacter gallaeciensis	60890	S	119	156	275	0.00073
Phaeobacter piscinae	1580596	S	36	0	36	0.00010
Sagittula sp. P11	2009329	S	1030	2138	3168	0.00845
Pseudosulfitobacter pseudonitzschiae	1402135	S	587	278	865	0.00231
Yangia pacifica	311180	S	496	13	509	0.00136
Celeribacter indicus	1208324	S	180	980	1160	0.00309
Celeribacter baekdonensis	875171	S	155	348	503	0.00134
Ruegeria sp. THAF33	2587853	S	76	23	99	0.00026
Dinoroseobacter shibae	215813	S	81	242	323	0.00086
Roseivivax sp. THAF197b	2588299	S	55	29	84	0.00022
Octadecabacter sp. SW4	2602067	S	49	72	121	0.00032
Leisingera sp. NJS204	2508307	S	17	13	30	0.00008
Antarctobacter heliothermus	74033	S	14	1	15	0.00004
Paracoccaceae bacterium	1904441	S	1455	2346	3801	0.01014
Pacificitalea manganoxidans	1411902	S	1129	1493	2622	0.00699
Paracoccus zhejiangensis	1077935	S	324	130	454	0.00121
Paracoccus tegillarcae	1529068	S	166	132	298	0.00079
Gemmobacter fulva	2840474	S	237	36	273	0.00073
Thioclava nitratireducens	1915078	S	130	194	324	0.00086
Thioclava electrotropha	1549850	S	76	8	84	0.00022
Pseudohalocynthiibacter aestuariivivens	1591409	S	207	193	400	0.00107
Pukyongiella litopenaei	2605946	S	115	296	411	0.00110
Aestuarium zhoushanense	2820523	S	89	441	530	0.00141
Roseicitreum antarcticum	564137	S	48	1	49	0.00013
Rhodovulum sp. P5	1564506	S	48	19	67	0.00018
Tabrizicola piscis	2494374	S	47	31	78	0.00021
Yoonia vestfoldensis	245188	S	33	336	369	0.00098
Frigidibacter mobilis	1335048	S	37	59	96	0.00026
Paroceanicella profunda	2579971	S	29	17	46	0.00012
Falsirhodobacter sp. PG104	2692330	S	26	2	28	0.00007
Cereibacter sphaeroides	1063	S	16	0	16	0.00004
Rhodobacter sp. LPB0142	1850250	S	13	60	73	0.00019
Roseibium aggregatum	187304	S	2255	59	2314	0.00617
Roseibium alexandrii	388408	S	69	9	78	0.00021
Martelella sp. AD-3	686597	S	532	6668	7200	0.01921
Martelella sp. NC20	2740298	S	52	73	125	0.00033
Martelella mediterranea	293089	S	599	3199	3798	0.01013
Beijerinckiaceae bacterium RH AL1	2572036	S	473	9	482	0.00129
Neorhizobium sp. SOG26	2060726	S	96	10	106	0.00028
Rhizobium oryzihabitans	2267833	S	40	34	74	0.00020
Agrobacterium tumefaciens	358	S	22	10	32	0.00009
Shinella sp. PSBB067	2715959	S	194	30	224	0.00060
Brucella anthropi	529	S	54	22	76	0.00020
Methylorubrum populi	223967	S	37	83	120	0.00032
Aquibium oceanicum	1670800	S	39	0	39	0.00010
Bradyrhizobium betae	244734	S	29	0	29	0.00008
Xanthobacter autotrophicus	280	S	13	2	15	0.00004
Tistrella mobilis	171437	S	2227	81	2308	0.00616
Thalassospira marina	2048283	S	150	4	154	0.00041
Thalassospira xiamenensis	220697	S	88	0	88	0.00023
Indioceanicola profundi	2220096	S	119	4	123	0.00033
Skermanella sp. TT6	2775420	S	44	0	44	0.00012
Niveispirillum cyanobacteriorum	1612173	S	12	0	12	0.00003
Roseomonas gilardii	257708	S	18	0	18	0.00005
Caulobacter sp. FWC26	69665	S	43	2	45	0.00012
Pseudoalteromonas shioyasakiensis	1190813	S	58324	0	58324	0.15559
Pseudoalteromonas sp. NC201	1514074	S	7059	14	7073	0.01887
Pseudoalteromonas arctica	394751	S	3419	3201	6620	0.01766
Pseudoalteromonas carrageenovora	227	S	243	11	254	0.00068
Pseudoalteromonas xiamenensis	882626	S	220	0	220	0.00059
Salinimonas iocasae	2572577	S	22135	14049	36184	0.09653
Alteromonas sp. RKMC-009	2267264	S	2023	13	2036	0.00543
Alteromonas stellipolaris	233316	S	16	3	19	0.00005
Paraglaciecola mesophila	197222	S	36	0	36	0.00010
Gayadomonas joobiniege	1234606	S	14	0	14	0.00004
Shewanella aestuarii	1028752	S	410	705	1115	0.00297
Shewanella sp. ANA-3	94122	S	329	982	1311	0.00350
Pseudomonas putida	303	S	3452	3080	6532	0.01743
Pseudomonas resinovorans	53412	S	342	34	376	0.00100
Pseudomonas sp. SDM007	2812000	S	12	33	45	0.00012
Stutzerimonas stutzeri	316	S	312	196	508	0.00136
Marinobacter sp. NP-4(2019)	2488665	S	1971	0	1971	0.00526
Marinobacter sp. JH2	2547598	S	29	0	29	0.00008
Marinobacter adhaerens	1033846	S	172	594	766	0.00204
Proteus sp. ZN5	2697019	S	1600	29369	30969	0.08262
Morganella morganii	582	S	32	0	32	0.00009
Klebsiella sp. WP3-W18-ESBL-02	2675710	S	78	550	628	0.00168
Raoultella electrica	1259973	S	35	147	182	0.00049
Enterobacter cloacae	550	S	72	1040	1112	0.00297
Enterobacter cloacae complex sp. ECNIH7	1915310	S	34	171	205	0.00055
Escherichia fergusonii	564	S	76	1428	1504	0.00401
Citrobacter telavivensis	2653932	S	16	47	63	0.00017
Halomonas ventosae	229007	S	974	3332	4306	0.01149
Halomonas sulfidaeris	115553	S	727	426	1153	0.00308
Vibrio tubiashii	29498	S	731	551	1282	0.00342
Vibrio rumoiensis	76258	S	604	2547	3151	0.00841
Vibrio campbellii	680	S	12	0	12	0.00003
Photobacterium sp. GJ3	2829502	S	21	0	21	0.00006
Acinetobacter sp. 10FS3-1	2563897	S	185	267	452	0.00121
Acinetobacter sp. WCHA45	2004644	S	21	130	151	0.00040
Acinetobacter sp. WCHA55	2004646	S	15	89	104	0.00028
Acinetobacter piscicola	2006115	S	102	269	371	0.00099
Acinetobacter defluvii	1871111	S	41	233	274	0.00073
Acinetobacter radioresistens	40216	S	12	2	14	0.00004
Acinetobacter chinensis	2004650	S	12	169	181	0.00048
Psychrobacter sp. 4Dc	888437	S	25	119	144	0.00038
Psychrobacter sp. 4Bb	888436	S	20	18	38	0.00010
Moraxella osloensis	34062	S	106	24	130	0.00035
Stenotrophomonas rhizophila	216778	S	49	96	145	0.00039
Legionella adelaidensis	45056	S	19	0	19	0.00005
Cupriavidus sp. EM10	2839983	S	399	126	525	0.00140
Cupriavidus basilensis	68895	S	315	267	582	0.00155
Cupriavidus metallidurans	119219	S	166	1421	1587	0.00423
Cupriavidus oxalaticus	96344	S	25	49	74	0.00020
