name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	170297	133365	303662	0.16181
Erythrobacter sp. 3-20A1M	2653850	S	712	553	1265	0.00067
Erythrobacter sp. THAF29	2587851	S	166	43	209	0.00011
Erythrobacter sp. JK5	2829500	S	20	8	28	0.00001
Erythrobacter sp. SDW2	2907154	S	15	4	19	0.00001
Erythrobacter litoralis	39960	S	2350	1947	4297	0.00229
Erythrobacter aureus	2182384	S	1192	241	1433	0.00076
Erythrobacter mangrovi	2739433	S	125	62	187	0.00010
Erythrobacter aurantius	2909249	S	12	1	13	0.00001
Porphyrobacter sp. CACIAM 03H1	2003315	S	64	24	88	0.00005
Qipengyuania flava	192812	S	18389	14121	32510	0.01732
Qipengyuania sp. PHS-Z21	2909673	S	866	624	1490	0.00079
Qipengyuania sp. SS22	2979461	S	567	155	722	0.00038
Qipengyuania seohaensis	266951	S	109	44	153	0.00008
Qipengyuania aurantiaca	2867233	S	57	31	88	0.00005
Aurantiacibacter atlanticus	1648404	S	8400	4540	12940	0.00690
Croceicoccus marinus	450378	S	3879	3285	7164	0.00382
Croceicoccus sp. Ery15	1703338	S	1169	2190	3359	0.00179
Croceicoccus sp. Ery5	1703340	S	342	316	658	0.00035
Croceicoccus sp. YJ47	2798724	S	138	215	353	0.00019
Croceicoccus naphthovorans	1348774	S	389	960	1349	0.00072
Tsuneonella flava	2055955	S	531	178	709	0.00038
Croceibacterium atlanticum	1267766	S	253	117	370	0.00020
Altererythrobacter sp. B11	2060312	S	84	46	130	0.00007
Altererythrobacter epoxidivorans	361183	S	17	6	23	0.00001
Pelagerythrobacter marensis	543877	S	14	2	16	0.00001
Novosphingopyxis iocasae	2762729	S	30167	21763	51930	0.02767
Sphingobium xenophagum	121428	S	14272	26090	40362	0.02151
Sphingobium sp. TKS	1315974	S	681	3866	4547	0.00242
Sphingobium sp. KCTC 72723	2733867	S	266	78	344	0.00018
Sphingobium sp. YG1	2082188	S	146	194	340	0.00018
Sphingobium sp. CFD-1	2878545	S	72	764	836	0.00045
Sphingobium sp. AntQ-1	2930091	S	61	46	107	0.00006
Sphingobium sp. YBL2	484429	S	46	1165	1211	0.00065
