name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Salinimonas iocasae	2572577	S	9431	6010	15441	0.25453
Alteromonas stellipolaris	233316	S	82	18	100	0.00165
Alteromonas sp. RKMC-009	2267264	S	15	0	15	0.00025
Pseudoalteromonas shioyasakiensis	1190813	S	3151	0	3151	0.05194
Pseudoalteromonas sp. NC201	1514074	S	247	0	247	0.00407
Pseudoalteromonas arctica	394751	S	125	103	228	0.00376
Shewanella sp. ANA-3	94122	S	225	731	956	0.01576
Shewanella aestuarii	1028752	S	198	361	559	0.00921
Proteus sp. ZN5	2697019	S	199	4802	5001	0.08244
Enterobacter cloacae	550	S	31	481	512	0.00844
Escherichia fergusonii	564	S	15	298	313	0.00516
Marinobacter sp. NP-4(2019)	2488665	S	587	0	587	0.00968
Marinobacter sp. JH2	2547598	S	16	0	16	0.00026
Pseudomonas putida	303	S	367	378	745	0.01228
Pseudomonas resinovorans	53412	S	94	12	106	0.00175
Stutzerimonas stutzeri	316	S	51	38	89	0.00147
Vibrio tubiashii	29498	S	810	653	1463	0.02412
Vibrio rumoiensis	76258	S	298	1369	1667	0.02748
Halomonas sulfidaeris	115553	S	105	48	153	0.00252
Halomonas ventosae	229007	S	102	357	459	0.00757
Acinetobacter radioresistens	40216	S	72	39	111	0.00183
Acinetobacter sp. 10FS3-1	2563897	S	19	37	56	0.00092
Acinetobacter sp. WCHA45	2004644	S	12	93	105	0.00173
Acinetobacter piscicola	2006115	S	23	78	101	0.00166
Stenotrophomonas rhizophila	216778	S	29	61	90	0.00148
Sphingobium sp. CAP-1	2676077	S	114	764	878	0.01447
Sphingobium sp. RAC03	1843368	S	109	47	156	0.00257
Sphingobium sp. TKS	1315974	S	62	295	357	0.00588
Sphingobium cloacae	120107	S	144	743	887	0.01462
Sphingobium baderi	1332080	S	47	149	196	0.00323
Sphingobium amiense	135719	S	37	295	332	0.00547
Sphingobium herbicidovorans	76947	S	29	33	62	0.00102
Novosphingobium resinovorum	158500	S	402	163	565	0.00931
Novosphingobium sp. EMRT-2	2571749	S	113	104	217	0.00358
Novosphingobium sp. P6W	1609758	S	14	1	15	0.00025
Novosphingobium pentaromativorans	205844	S	84	57	141	0.00232
Novosphingobium decolorationis	2698673	S	37	221	258	0.00425
Sphingopyxis alaskensis	117207	S	222	373	595	0.00981
Sphingopyxis sp. 113P3	292913	S	80	57	137	0.00226
Sphingopyxis sp. FD7	1914525	S	60	89	149	0.00246
Sphingopyxis macrogoltabida	33050	S	51	80	131	0.00216
Sphingomonas sp. IC081	304378	S	63	85	148	0.00244
Sphingomonas sp. FARSPH	2219696	S	27	50	77	0.00127
Sphingomonas sp. NBWT7	2596913	S	23	56	79	0.00130
Sphingomonas sanxanigenens	397260	S	54	121	175	0.00288
Rhizorhabdus dicambivorans	1850238	S	68	1158	1226	0.02021
Rhizorhabdus wittichii	160791	S	15	34	49	0.00081
Aurantiacibacter atlanticus	1648404	S	797	746	1543	0.02544
Porphyrobacter sp. YT40	2547601	S	231	414	645	0.01063
Croceicoccus marinus	450378	S	151	24	175	0.00288
Salipiger profundus	1229727	S	692	894	1586	0.02614
Salipiger abyssi	1250539	S	47	25	72	0.00119
Sulfitobacter sp. D7	1968541	S	66	71	137	0.00226
Sulfitobacter sp. THAF37	2587855	S	38	83	121	0.00199
Sulfitobacter alexandrii	1917485	S	38	128	166	0.00274
Roseovarius indicus	540747	S	39	82	121	0.00199
Roseovarius mucosus	215743	S	31	237	268	0.00442
Sagittula sp. P11	2009329	S	58	153	211	0.00348
Pseudosulfitobacter pseudonitzschiae	1402135	S	47	28	75	0.00124
Yangia pacifica	311180	S	20	0	20	0.00033
Celeribacter indicus	1208324	S	14	71	85	0.00140
Phaeobacter gallaeciensis	60890	S	15	18	33	0.00054
Roseivivax sp. THAF197b	2588299	S	12	7	19	0.00031
Paracoccaceae bacterium	1904441	S	1066	1082	2148	0.03541
Pacificitalea manganoxidans	1411902	S	88	77	165	0.00272
Thioclava electrotropha	1549850	S	31	2	33	0.00054
Thioclava nitratireducens	1915078	S	24	23	47	0.00077
Gemmobacter fulva	2840474	S	44	4	48	0.00079
Pseudohalocynthiibacter aestuariivivens	1591409	S	21	18	39	0.00064
Pukyongiella litopenaei	2605946	S	13	29	42	0.00069
Falsirhodobacter sp. PG104	2692330	S	12	0	12	0.00020
Tistrella mobilis	171437	S	1244	31	1275	0.02102
Indioceanicola profundi	2220096	S	17	2	19	0.00031
Martelella mediterranea	293089	S	473	2210	2683	0.04423
Martelella sp. AD-3	686597	S	116	1536	1652	0.02723
Martelella sp. NC20	2740298	S	48	68	116	0.00191
Methylobacterium brachiatum	269660	S	112	26	138	0.00227
Methylorubrum populi	223967	S	27	24	51	0.00084
Roseibium aggregatum	187304	S	108	6	114	0.00188
Shinella sp. PSBB067	2715959	S	30	10	40	0.00066
Beijerinckiaceae bacterium RH AL1	2572036	S	20	0	20	0.00033
Aquibium oceanicum	1670800	S	14	0	14	0.00023
Caulobacter sp. FWC26	69665	S	17	0	17	0.00028
Variovorax paradoxus	34073	S	3627	81	3708	0.06112
Alicycliphilus denitrificans	179636	S	114	62	176	0.00290
Hydrogenophaga sp. PBL-H3	434010	S	33	132	165	0.00272
Acidovorax sp. T1	1858609	S	13	133	146	0.00241
Cupriavidus sp. EM10	2839983	S	183	57	240	0.00396
Cupriavidus basilensis	68895	S	145	177	322	0.00531
Cupriavidus metallidurans	119219	S	76	699	775	0.01278
Cupriavidus oxalaticus	96344	S	14	22	36	0.00059
Microbacterium sediminis	904291	S	619	383	1002	0.01652
