name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sulfitobacter sp. THAF37	2587855	S	329	776	1105	0.13000
Sulfitobacter sp. D7	1968541	S	140	181	321	0.03776
Sulfitobacter alexandrii	1917485	S	54	197	251	0.02953
Sulfitobacter mediterraneus	83219	S	18	16	34	0.00400
Roseovarius mucosus	215743	S	77	630	707	0.08318
Roseovarius indicus	540747	S	35	83	118	0.01388
Roseovarius sp. THAF27	2587850	S	13	24	37	0.00435
Pseudosulfitobacter pseudonitzschiae	1402135	S	81	61	142	0.01671
Salipiger abyssi	1250539	S	55	134	189	0.02224
Dinoroseobacter shibae	215813	S	31	110	141	0.01659
Celeribacter baekdonensis	875171	S	16	36	52	0.00612
Ruegeria sp. THAF33	2587853	S	24	10	34	0.00400
Octadecabacter sp. SW4	2602067	S	16	35	51	0.00600
Sagittula sp. P11	2009329	S	12	36	48	0.00565
Yoonia vestfoldensis	245188	S	68	745	813	0.09565
Novosphingobium resinovorum	158500	S	55	71	126	0.01482
Novosphingobium pentaromativorans	205844	S	25	19	44	0.00518
Novosphingobium sp. EMRT-2	2571749	S	19	34	53	0.00624
Sphingobium sp. TKS	1315974	S	16	149	165	0.01941
Sphingobium baderi	1332080	S	12	112	124	0.01459
Sphingomonas sp. IC081	304378	S	24	99	123	0.01447
Sphingomonas sanxanigenens	397260	S	15	71	86	0.01012
Aurantiacibacter atlanticus	1648404	S	52	146	198	0.02329
Croceicoccus marinus	450378	S	43	19	62	0.00729
Porphyrobacter sp. YT40	2547601	S	42	51	93	0.01094
Roseibium aggregatum	187304	S	46	2	48	0.00565
Salinimonas iocasae	2572577	S	717	489	1206	0.14188
Alteromonas sp. RKMC-009	2267264	S	67	0	67	0.00788
Pseudoalteromonas shioyasakiensis	1190813	S	176	0	176	0.02071
Pseudoalteromonas arctica	394751	S	30	17	47	0.00553
Shewanella sp. ANA-3	94122	S	19	61	80	0.00941
Shewanella aestuarii	1028752	S	13	26	39	0.00459
Marinobacter sp. NP-4(2019)	2488665	S	198	0	198	0.02329
Pseudomonas putida	303	S	62	56	118	0.01388
Halomonas sulfidaeris	115553	S	41	25	66	0.00776
Halomonas ventosae	229007	S	37	149	186	0.02188
Proteus sp. ZN5	2697019	S	46	940	986	0.11600
Vibrio rumoiensis	76258	S	12	54	66	0.00776
Alicycliphilus denitrificans	179636	S	38	5	43	0.00506
Mycolicibacterium poriferae	39694	S	12	9	21	0.00247
Gordonia pseudamarae	2831662	S	14	0	14	0.00165
