100.00	4633179	0	R	1	root
99.99	4632588	0	R1	131567	  cellular organisms
99.85	4626145	0	D	2	    Bacteria
98.50	4563518	0	P	1224	      Pseudomonadota
92.99	4308203	0	C	1236	        Gammaproteobacteria
91.11	4221485	0	O	135622	          Alteromonadales
79.85	3699503	0	F	72275	            Alteromonadaceae
79.85	3699371	0	F1	2903219	              Alteromonas/Salinimonas group
79.84	3699056	0	G	226	                Alteromonas
75.59	3502033	3502033	S	28108	                  Alteromonas macleodii
3.50	162129	162129	S	314275	                  Alteromonas mediterranea
0.51	23714	0	G1	2614992	                  unclassified Alteromonas
0.10	4468	4468	S	2267264	                    Alteromonas sp. RKMC-009
0.24	11226	11226	S	2785913	                    Alteromonas sp. B31-7
0.11	5136	5136	S	1917158	                    Alteromonas sp. RW2A1
0.01	365	365	S	1714845	                    Alteromonas sp. BL110
0.05	2143	2143	S	2058133	                    Alteromonas sp. MB-3u-76
0.01	286	286	S	3002962	                    Alteromonas sp. 009811495
0.00	41	41	S	2961948	                    Alteromonas sp. LMIT006
0.00	45	45	S	2358187	                    Alteromonas sp. 76-1
0.23	10778	10778	S	589873	                  Alteromonas australica
0.00	206	206	S	715451	                  Alteromonas naphthalenivorans
0.00	53	53	S	1858656	                  Alteromonas pelagimontana
0.00	140	140	S	233316	                  Alteromonas stellipolaris
0.01	314	0	G	288793	                Salinimonas
0.01	280	280	S	2303538	                  Salinimonas sediminis
0.00	34	34	S	2572577	                  Salinimonas iocasae
0.00	132	0	G	1234605	              Gayadomonas
0.00	132	132	S	1234606	                Gayadomonas joobiniege
11.20	519002	0	F	267888	            Pseudoalteromonadaceae
11.20	518861	0	G	53246	              Pseudoalteromonas
4.38	202918	0	G1	194690	                unclassified Pseudoalteromonas
2.36	109365	109365	S	2822846	                  Pseudoalteromonas sp. SCSIO 43088
0.07	3028	3028	S	2822847	                  Pseudoalteromonas sp. SCSIO 43101
0.17	7870	7870	S	2894202	                  Pseudoalteromonas sp. SCSIO 43095
0.67	30845	30845	S	2759705	                  Pseudoalteromonas sp. MT33b
0.14	6328	6328	S	562716	                  Pseudoalteromonas sp. CF6-2
0.55	25542	25542	S	2752475	                  Pseudoalteromonas sp. JSTW
0.08	3508	3508	S	87791	                  Pseudoalteromonas sp. PS1M3
0.17	8036	8036	S	234831	                  Pseudoalteromonas sp. SM9913
0.02	799	799	S	2003316	                  Pseudoalteromonas sp. GCY
0.04	1950	1950	S	2699396	                  Pseudoalteromonas sp. APM04
0.08	3690	3690	S	2785910	                  Pseudoalteromonas sp. A41-2
0.03	1471	1471	S	327511	                  Pseudoalteromonas sp. A22
0.01	387	387	S	2916633	                  Pseudoalteromonas sp. KAN5
0.00	92	92	S	2587843	                  Pseudoalteromonas sp. THAF3
0.83	38580	38580	S	1190813	                Pseudoalteromonas shioyasakiensis
5.74	265827	265827	S	621376	                Pseudoalteromonas donghaensis
0.01	495	495	S	2518973	                Pseudoalteromonas rhizosphaerae
0.11	5007	5007	S	874454	                Pseudoalteromonas arabiensis
0.00	173	173	S	1348114	                Pseudoalteromonas piratica
0.09	4088	4088	S	570156	                Pseudoalteromonas lipolytica
0.00	128	128	S	161398	                Pseudoalteromonas phenolica
0.00	88	88	S	298657	                Pseudoalteromonas spongiae
0.02	1083	1083	S	152297	                Pseudoalteromonas issachenkonii
0.00	176	176	S	43662	                Pseudoalteromonas piscicida
0.00	118	118	S	151081	                Pseudoalteromonas ruthenica
0.00	21	21	S	107327	                Pseudoalteromonas ulvae
0.00	152	152	S	267375	                Pseudoalteromonas marina
0.00	140	0	G	907197	              Psychrosphaera
0.00	140	140	S	2820710	                Psychrosphaera ytuae
0.06	2606	0	F	267890	            Shewanellaceae
0.06	2606	0	G	22	              Shewanella
0.05	2316	0	G1	196818	                unclassified Shewanella
0.05	2228	2228	S	2989727	                  Shewanella sp. JNE2
0.00	88	88	S	1930557	                  Shewanella sp. FDAARGOS_354
0.00	151	151	S	24	                Shewanella putrefaciens
0.00	138	138	S	558541	                Shewanella chilikensis
0.01	246	0	F	267893	            Idiomarinaceae
0.01	246	0	G	135575	              Idiomarina
0.00	160	0	G1	2614829	                unclassified Idiomarina
0.00	98	98	S	2100422	                  Idiomarina sp. OT37-5b
0.00	61	61	S	2055892	                  Idiomarina sp. X4
0.00	85	85	S	135577	                Idiomarina loihiensis
0.00	128	0	F	267889	            Colwelliaceae
0.00	128	0	G	28228	              Colwellia
0.00	128	0	G1	196834	                unclassified Colwellia
0.00	128	128	S	2583805	                  Colwellia sp. M166
0.86	39837	0	O	135619	          Oceanospirillales
0.79	36649	0	F	28256	            Halomonadaceae
0.79	36497	0	G	2745	              Halomonas
0.68	31676	31676	S	29570	                Halomonas meridiana
0.08	3581	0	G1	2609666	                unclassified Halomonas
0.03	1230	1230	S	2785909	                  Halomonas sp. A40-4
0.01	307	307	S	2855441	                  Halomonas sp. 18071143
0.04	1813	1813	S	1346287	                  Halomonas sp. A3H3
0.00	70	70	S	2953657	                  Halomonas sp. DN3
0.00	81	81	S	1504981	                  Halomonas sp. KO116
0.00	79	79	S	2883106	                  Halomonas sp. NyZ770
0.01	687	687	S	2609667	                Halomonas piezotolerans
0.01	474	474	S	664683	                Halomonas titanicae
0.00	77	77	S	115561	                Halomonas hydrothermalis
0.00	152	0	G	42054	              Chromohalobacter
0.00	152	152	S	158080	                Chromohalobacter salexigens
0.06	2969	0	F	135620	            Oceanospirillaceae
0.06	2684	0	G	3018276	              Aliamphritea
0.06	2684	2684	S	1524258	                Aliamphritea ceti
0.00	140	0	G	187492	              Thalassolituus
0.00	140	140	S	187493	                Thalassolituus oleivorans
0.00	100	0	G	28253	              Marinomonas
0.00	100	100	S	2726122	                Marinomonas profundi
0.00	22	0	G	2066071	              Bacterioplanoides
0.00	22	0	G1	2630303	                unclassified Bacterioplanoides
0.00	22	22	S	2829569	                  Bacterioplanoides sp. SCSIO 12839
0.00	20	0	G	1537406	              Bacterioplanes
0.00	20	20	S	1249553	                Bacterioplanes sanyensis
0.00	218	0	F	224372	            Alcanivoracaceae
0.00	218	0	G	59753	              Alcanivorax
0.00	218	0	G1	2638842	                unclassified Alcanivorax
0.00	159	159	S	2259335	                  Alcanivorax sp. ALC70
0.00	58	58	S	2014542	                  Alcanivorax sp. N3-2A
