name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	117952	267770	385722	0.10584
Alteromonas mediterranea	314275	S	49587	68721	118308	0.03246
Alteromonas australica	589873	S	8539	4145	12684	0.00348
Alteromonas confluentis	1656094	S	7695	996	8691	0.00238
Alteromonas abrolhosensis	1892904	S	5093	7340	12433	0.00341
Alteromonas sp. IB21	2779369	S	2236	2469	4705	0.00129
Alteromonas sp. RKMC-009	2267264	S	596	115	711	0.00020
Alteromonas sp. V450	1912139	S	249	193	442	0.00012
Alteromonas sp. KUL106	2480799	S	203	99	302	0.00008
Alteromonas sp. KUL42	2480797	S	111	20	131	0.00004
Alteromonas sp. BL110	1714845	S	94	213	307	0.00008
Alteromonas sp. KC3	2795688	S	73	25	98	0.00003
Alteromonas sp. 38	2653129	S	22	26	48	0.00001
Alteromonas sp. ALT199	1298865	S	17	32	49	0.00001
Alteromonas sp. MMG017	2822692	S	15	17	32	0.00001
Alteromonas sp. LOR	1537994	S	12	10	22	0.00001
Alteromonas marina	203795	S	3226	6914	10140	0.00278
Alteromonas hispanica	315421	S	1222	210	1432	0.00039
Alteromonas profundi	2696062	S	809	485	1294	0.00036
Alteromonas antoniana	2803813	S	545	391	936	0.00026
Alteromonas oceanisediminis	2836180	S	535	136	671	0.00018
Alteromonas portus	2565549	S	378	437	815	0.00022
Alteromonas alba	2079529	S	234	2017	2251	0.00062
Alteromonas naphthalenivorans	715451	S	194	348	542	0.00015
Alteromonas oceani	2071609	S	192	770	962	0.00026
Alteromonas gracilis	1479524	S	155	119	274	0.00008
Alteromonas genovensis	471225	S	104	97	201	0.00006
Alteromonas pelagimontana	1858656	S	46	5	51	0.00001
Alteromonas lipotrueiana	2803815	S	44	9	53	0.00001
Salinimonas sediminis	2303538	S	299	194	493	0.00014
Salinimonas iocasae	2572577	S	70	22	92	0.00003
Salinimonas lutimaris	914153	S	39	8	47	0.00001
Marisediminitalea aggregata	634436	S	816	190	1006	0.00028
Alteromonadaceae bacterium	1916082	S	515	246	761	0.00021
Alteromonadaceae bacterium UBA2620	1951386	S	69	296	365	0.00010
Glaciecola sp. UBA1851	1946570	S	25	4	29	0.00001
uncultured Glaciecola sp.	291205	S	26	0	26	0.00001
Neptunicella marina	2125989	S	40	6	46	0.00001
Aliiglaciecola lipolytica	477689	S	23	8	31	0.00001
Pseudoalteromonas lipolytica	570156	S	74465	210427	284892	0.07817
Pseudoalteromonas atlantica	288	S	47552	99161	146713	0.04026
