name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	69347	29432	98779	0.31788
Alteromonas mediterranea	314275	S	6084	2851	8935	0.02875
Alteromonas sp. RKMC-009	2267264	S	3887	442	4329	0.01393
Alteromonas sp. RW2A1	1917158	S	121	695	816	0.00263
Alteromonas sp. MB-3u-76	2058133	S	96	419	515	0.00166
Alteromonas sp. B31-7	2785913	S	68	762	830	0.00267
Alteromonas australica	589873	S	158	727	885	0.00285
Alteromonas naphthalenivorans	715451	S	60	58	118	0.00038
Alteromonas pelagimontana	1858656	S	17	1	18	0.00006
Salinimonas sediminis	2303538	S	91	96	187	0.00060
Salinimonas iocasae	2572577	S	33	53	86	0.00028
Pseudoalteromonas sp. SCSIO 43088	2822846	S	132	296	428	0.00138
Pseudoalteromonas sp. APM04	2699396	S	83	1387	1470	0.00473
Pseudoalteromonas sp. CF6-2	562716	S	71	804	875	0.00282
Pseudoalteromonas sp. Xi13	2490635	S	14	152	166	0.00053
Pseudoalteromonas rhizosphaerae	2518973	S	48	37	85	0.00027
Pseudoalteromonas shioyasakiensis	1190813	S	46	99	145	0.00047
Pseudoalteromonas donghaensis	621376	S	32	1379	1411	0.00454
Pseudoalteromonas agarivorans	176102	S	19	188	207	0.00067
Idiomarina loihiensis	135577	S	144	90	234	0.00075
Idiomarina sp. OT37-5b	2100422	S	58	46	104	0.00033
Colwellia sp. M166	2583805	S	152	42	194	0.00062
Marinobacter salarius	1420917	S	2385	1194	3579	0.01152
Marinobacter sp. CP1	1671721	S	903	4376	5279	0.01699
Marinobacter sp.	50741	S	659	182	841	0.00271
Marinobacter sp. Arc7-DN-1	2304594	S	58	10	68	0.00022
Marinobacter sp. LQ44	1749259	S	21	32	53	0.00017
Marinobacter sp. es.042	1761794	S	19	39	58	0.00019
Marinobacter sp. AN1	2886046	S	18	5	23	0.00007
Marinobacter nauticus	2743	S	393	151	544	0.00175
Marinobacter adhaerens	1033846	S	162	896	1058	0.00340
Marinobacter salsuginis	418719	S	49	21	70	0.00023
Halopseudomonas aestusnigri	857252	S	520	1761	2281	0.00734
Halopseudomonas sp. RR6	2918528	S	76	21	97	0.00031
Halopseudomonas sabulinigri	472181	S	49	5	54	0.00017
Stutzerimonas stutzeri	316	S	155	429	584	0.00188
Pseudomonas aeruginosa	287	S	46	588	634	0.00204
Methylophaga nitratireducenticrescens	754476	S	6315	2588	8903	0.02865
Methylophaga pinxianii	2881052	S	648	602	1250	0.00402
Methylophaga frappieri	754477	S	46	56	102	0.00033
Halomonas meridiana	29570	S	2880	3154	6034	0.01942
Halomonas piezotolerans	2609667	S	143	96	239	0.00077
Halomonas sp. KO116	1504981	S	40	31	71	0.00023
Thalassolituus oleivorans	187493	S	1887	476	2363	0.00760
Venatorbacter cucullus	2661630	S	35	7	42	0.00014
Marinobacterium georgiense	48076	S	31	13	44	0.00014
Alcanivorax borkumensis	59754	S	168	626	794	0.00256
Alcanivorax sp. NBRC 101098	1113728	S	64	222	286	0.00092
Alcanivorax sp. ALC70	2259335	S	17	24	41	0.00013
Ketobacter alkanivorans	1917421	S	49	2	51	0.00016
Kangiella geojedonensis	914150	S	899	55	954	0.00307
Spongiibacter sp. IMCC21906	1620392	S	107	73	180	0.00058
Spongiibacter nanhainus	2794344	S	73	29	102	0.00033
Zhongshania aliphaticivorans	1470434	S	124	13	137	0.00044
Marinimicrobium sp. C6131	3022676	S	73	20	93	0.00030
Marinagarivorans cellulosilyticus	2721545	S	12	4	16	0.00005
Congregibacter litoralis	393662	S	27	32	59	0.00019
Acinetobacter venetianus	52133	S	82	156	238	0.00077
Klebsiella pneumoniae	573	S	13	325	338	0.00109
Legionella spiritensis	452	S	12	2	14	0.00005
Sulfitobacter sp. SK025	1389011	S	233	13795	14028	0.04514
Sulfitobacter sp. W027	2867025	S	44	334	378	0.00122
Sulfitobacter sp. CB2047	1525218	S	28	2954	2982	0.00960
Sulfitobacter sp. BSw21498	664426	S	20	61	81	0.00026
Sulfitobacter sp. W074	2867026	S	16	472	488	0.00157
Sulfitobacter pontiacus	60137	S	368	25609	25977	0.08360
Sulfitobacter indolifex	225422	S	145	972	1117	0.00359
Sulfitobacter mediterraneus	83219	S	99	1574	1673	0.00538
Sulfitobacter faviae	1775881	S	57	428	485	0.00156
Sulfitobacter alexandrii	1917485	S	19	252	271	0.00087
Phaeobacter inhibens	221822	S	158	401	559	0.00180
Pseudosulfitobacter pseudonitzschiae	1402135	S	67	396	463	0.00149
Pseudosulfitobacter sp. DSM 107133	2883100	S	45	255	300	0.00097
Leisingera caerulea	506591	S	76	78	154	0.00050
Roseovarius indicus	540747	S	38	211	249	0.00080
Roseovarius mucosus	215743	S	19	172	191	0.00061
Dinoroseobacter shibae	215813	S	18	124	142	0.00046
Mameliella alba	561184	S	16	35	51	0.00016
Octadecabacter sp. SW4	2602067	S	14	39	53	0.00017
Tritonibacter mobilis	379347	S	234	1304	1538	0.00495
Pseudooceanicola atlanticus	1461694	S	105	57	162	0.00052
Paracoccus sp. SCSIO 75233	3017782	S	20	181	201	0.00065
Pelagovum pacificum	2588711	S	21	8	29	0.00009
Yoonia vestfoldensis	245188	S	17	70	87	0.00028
Pacificitalea manganoxidans	1411902	S	17	42	59	0.00019
Qipengyuania flava	192812	S	6269	3843	10112	0.03254
Qipengyuania sp. SS22	2979461	S	39	7	46	0.00015
Qipengyuania sp. PHS-Z21	2909673	S	33	18	51	0.00016
Erythrobacter sp. A30-3	2785907	S	5282	3733	9015	0.02901
Erythrobacter sp. THAF29	2587851	S	25	6	31	0.00010
Erythrobacter litoralis	39960	S	184	123	307	0.00099
Erythrobacter aureus	2182384	S	44	5	49	0.00016
Croceicoccus sp. Ery15	1703338	S	78	130	208	0.00067
Croceicoccus sp. Ery5	1703340	S	68	53	121	0.00039
Croceicoccus marinus	450378	S	108	83	191	0.00061
Croceicoccus naphthovorans	1348774	S	18	33	51	0.00016
