name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sulfitobacter sp. THAF37	2587855	S	1110	2373	3483	0.05020
Sulfitobacter sp. D7	1968541	S	554	541	1095	0.01578
Sulfitobacter alexandrii	1917485	S	100	301	401	0.00578
Sulfitobacter mediterraneus	83219	S	33	28	61	0.00088
Roseovarius mucosus	215743	S	1261	8111	9372	0.13508
Roseovarius indicus	540747	S	296	524	820	0.01182
Pseudosulfitobacter pseudonitzschiae	1402135	S	1510	762	2272	0.03275
Phaeobacter gallaeciensis	60890	S	965	1366	2331	0.03360
Phaeobacter piscinae	1580596	S	394	0	394	0.00568
Celeribacter baekdonensis	875171	S	717	1477	2194	0.03162
Celeribacter indicus	1208324	S	105	580	685	0.00987
Salipiger abyssi	1250539	S	113	90	203	0.00293
Salipiger profundus	1229727	S	94	122	216	0.00311
Ruegeria sp. THAF33	2587853	S	135	43	178	0.00257
Dinoroseobacter shibae	215813	S	116	341	457	0.00659
Sagittula sp. P11	2009329	S	61	132	193	0.00278
Antarctobacter heliothermus	74033	S	45	4	49	0.00071
Roseivivax sp. THAF197b	2588299	S	44	24	68	0.00098
Octadecabacter sp. SW4	2602067	S	31	48	79	0.00114
Yoonia vestfoldensis	245188	S	943	9080	10023	0.14447
Pseudohalocynthiibacter aestuariivivens	1591409	S	45	46	91	0.00131
Thioclava nitratireducens	1915078	S	39	71	110	0.00159
Paracoccaceae bacterium	1904441	S	24	47	71	0.00102
Pacificitalea manganoxidans	1411902	S	21	40	61	0.00088
Aurantiacibacter atlanticus	1648404	S	290	769	1059	0.01526
Porphyrobacter sp. YT40	2547601	S	287	307	594	0.00856
Croceicoccus marinus	450378	S	228	96	324	0.00467
Novosphingobium resinovorum	158500	S	76	87	163	0.00235
Novosphingobium aromaticivorans	48935	S	32	0	32	0.00046
Novosphingobium sp. EMRT-2	2571749	S	18	20	38	0.00055
Sphingobium sp. RAC03	1843368	S	12	6	18	0.00026
Sphingobium sp. CAP-1	2676077	S	12	95	107	0.00154
Sphingobium baderi	1332080	S	49	191	240	0.00346
Sphingobium cloacae	120107	S	46	275	321	0.00463
Sphingomonas sanxanigenens	397260	S	103	265	368	0.00530
Sphingomonas sp. IC081	304378	S	12	21	33	0.00048
Sphingopyxis sp. 113P3	292913	S	32	35	67	0.00097
Sphingopyxis sp. FD7	1914525	S	13	17	30	0.00043
Sphingopyxis macrogoltabida	33050	S	26	51	77	0.00111
Roseibium aggregatum	187304	S	120	8	128	0.00184
Beijerinckiaceae bacterium RH AL1	2572036	S	75	1	76	0.00110
Martelella mediterranea	293089	S	29	126	155	0.00223
Skermanella sp. TT6	2775420	S	20	4	24	0.00035
Thalassospira marina	2048283	S	12	0	12	0.00017
Pseudoalteromonas shioyasakiensis	1190813	S	14120	0	14120	0.20352
Pseudoalteromonas arctica	394751	S	793	716	1509	0.02175
Pseudoalteromonas sp. NC201	1514074	S	241	0	241	0.00347
Pseudoalteromonas carrageenovora	227	S	70	1	71	0.00102
Pseudoalteromonas xiamenensis	882626	S	19	0	19	0.00027
Salinimonas iocasae	2572577	S	3234	2442	5676	0.08181
Alteromonas sp. RKMC-009	2267264	S	424	1	425	0.00613
Gayadomonas joobiniege	1234606	S	76	0	76	0.00110
Shewanella aestuarii	1028752	S	349	387	736	0.01061
Shewanella sp. ANA-3	94122	S	140	474	614	0.00885
Halomonas ventosae	229007	S	555	1024	1579	0.02276
Halomonas sulfidaeris	115553	S	241	121	362	0.00522
Marinobacter sp. NP-4(2019)	2488665	S	497	0	497	0.00716
Marinobacter sp. JH2	2547598	S	71	0	71	0.00102
Pseudomonas putida	303	S	72	70	142	0.00205
Proteus sp. ZN5	2697019	S	189	2947	3136	0.04520
Enterobacter cloacae complex sp. ECNIH7	1915310	S	16	81	97	0.00140
Raoultella electrica	1259973	S	15	50	65	0.00094
Vibrio rumoiensis	76258	S	156	735	891	0.01284
Psychrobacter sp. 4Dc	888437	S	16	49	65	0.00094
Acinetobacter piscicola	2006115	S	14	27	41	0.00059
Alicycliphilus denitrificans	179636	S	36	8	44	0.00063
Mycolicibacterium poriferae	39694	S	56	46	102	0.00147
