name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Salinimonas iocasae	2572577	S	4905	3655	8560	0.18572
Alteromonas sp. RKMC-009	2267264	S	475	0	475	0.01031
Alteromonas stellipolaris	233316	S	16	4	20	0.00043
Shewanella aestuarii	1028752	S	557	675	1232	0.02673
Shewanella sp. ANA-3	94122	S	230	747	977	0.02120
Pseudoalteromonas arctica	394751	S	548	350	898	0.01948
Pseudoalteromonas shioyasakiensis	1190813	S	89	0	89	0.00193
Pseudoalteromonas sp. NC201	1514074	S	66	0	66	0.00143
Proteus sp. ZN5	2697019	S	1028	13284	14312	0.31052
Morganella morganii	582	S	15	0	15	0.00033
Enterobacter cloacae complex sp. ECNIH7	1915310	S	19	86	105	0.00228
Vibrio tubiashii	29498	S	959	589	1548	0.03359
Vibrio rumoiensis	76258	S	327	1440	1767	0.03834
Marinobacter sp. NP-4(2019)	2488665	S	558	0	558	0.01211
Marinobacter sp. JH2	2547598	S	21	0	21	0.00046
Pseudomonas putida	303	S	70	68	138	0.00299
Pseudomonas resinovorans	53412	S	22	3	25	0.00054
Halomonas ventosae	229007	S	233	469	702	0.01523
Halomonas sulfidaeris	115553	S	180	66	246	0.00534
Psychrobacter sp. 4Dc	888437	S	24	64	88	0.00191
Psychrobacter sp. 4Bb	888436	S	21	15	36	0.00078
Aurantiacibacter atlanticus	1648404	S	3855	3497	7352	0.15951
Croceicoccus marinus	450378	S	609	92	701	0.01521
Porphyrobacter sp. YT40	2547601	S	273	220	493	0.01070
Sphingobium sp. TKS	1315974	S	449	571	1020	0.02213
Sphingobium baderi	1332080	S	308	422	730	0.01584
Sphingobium cloacae	120107	S	20	34	54	0.00117
Sphingomonas sanxanigenens	397260	S	331	86	417	0.00905
Sphingomonas sp. IC081	304378	S	16	8	24	0.00052
Rhizorhabdus dicambivorans	1850238	S	226	440	666	0.01445
Sphingopyxis macrogoltabida	33050	S	149	106	255	0.00553
Sphingopyxis sp. 113P3	292913	S	16	7	23	0.00050
Novosphingobium resinovorum	158500	S	49	16	65	0.00141
Novosphingobium sp. EMRT-2	2571749	S	16	3	19	0.00041
Salipiger profundus	1229727	S	397	544	941	0.02042
Salipiger abyssi	1250539	S	85	63	148	0.00321
Sulfitobacter sp. D7	1968541	S	68	79	147	0.00319
Roseovarius indicus	540747	S	25	48	73	0.00158
Roseovarius mucosus	215743	S	12	88	100	0.00217
Sagittula sp. P11	2009329	S	26	60	86	0.00187
Pseudosulfitobacter pseudonitzschiae	1402135	S	19	10	29	0.00063
Pacificitalea manganoxidans	1411902	S	130	118	248	0.00538
Paracoccaceae bacterium	1904441	S	49	82	131	0.00284
Martelella mediterranea	293089	S	34	131	165	0.00358
Martelella sp. AD-3	686597	S	20	154	174	0.00378
Roseibium aggregatum	187304	S	19	0	19	0.00041
Beijerinckiaceae bacterium RH AL1	2572036	S	15	0	15	0.00033
Alicycliphilus denitrificans	179636	S	39	20	59	0.00128
Microbacterium sediminis	904291	S	21	21	42	0.00091
