name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	227570	172081	399651	0.19729
Alteromonas sp. B31-7	2785913	S	22498	531820	554318	0.27364
Alteromonas sp. RKMC-009	2267264	S	4380	692	5072	0.00250
Alteromonas sp. RW2A1	1917158	S	1926	12514	14440	0.00713
Alteromonas sp. BL110	1714845	S	529	244	773	0.00038
Alteromonas sp. 76-1	2358187	S	487	739	1226	0.00061
Alteromonas sp. MB-3u-76	2058133	S	260	1286	1546	0.00076
Alteromonas sp. 009811495	3002962	S	104	153	257	0.00013
Alteromonas sp. LMIT006	2961948	S	98	15	113	0.00006
Alteromonas australica	589873	S	36134	362971	399105	0.19702
Alteromonas mediterranea	314275	S	8515	60041	68556	0.03384
Alteromonas naphthalenivorans	715451	S	139	280	419	0.00021
Alteromonas pelagimontana	1858656	S	81	11	92	0.00005
Salinimonas sediminis	2303538	S	1721	781	2502	0.00124
Salinimonas iocasae	2572577	S	54	28	82	0.00004
Pseudoalteromonas sp. SCSIO 43088	2822846	S	8473	22321	30794	0.01520
Pseudoalteromonas sp. SCSIO 43101	2822847	S	4726	6202	10928	0.00539
Pseudoalteromonas sp. CF6-2	562716	S	30	371	401	0.00020
Pseudoalteromonas sp. A22	327511	S	25	1154	1179	0.00058
Pseudoalteromonas sp. JSTW	2752475	S	22	1231	1253	0.00062
Pseudoalteromonas sp. A41-2	2785910	S	18	1639	1657	0.00082
Pseudoalteromonas sp. MT33b	2759705	S	12	618	630	0.00031
Pseudoalteromonas shioyasakiensis	1190813	S	1323	3181	4504	0.00222
Pseudoalteromonas donghaensis	621376	S	131	6172	6303	0.00311
Pseudoalteromonas piscicida	43662	S	74	463	537	0.00027
Pseudoalteromonas agarivorans	176102	S	41	577	618	0.00031
Pseudoalteromonas lipolytica	570156	S	17	736	753	0.00037
Idiomarina loihiensis	135577	S	1286	608	1894	0.00093
Idiomarina abyssalis	86102	S	159	35	194	0.00010
Idiomarina sp. X4	2055892	S	28	35	63	0.00003
Idiomarina sp. OT37-5b	2100422	S	12	5	17	0.00001
Idiomarina piscisalsi	1096243	S	18	21	39	0.00002
Colwellia sp. M166	2583805	S	273	163	436	0.00022
Shewanella sp. ANA-3	94122	S	61	140	201	0.00010
Shewanella xiamenensis	332186	S	44	263	307	0.00015
Marinobacter nauticus	2743	S	44792	11179	55971	0.02763
Marinobacter sp. AN1	2886046	S	13843	4471	18314	0.00904
Marinobacter sp. CP1	1671721	S	5636	24557	30193	0.01490
Marinobacter sp. LQ44	1749259	S	783	1067	1850	0.00091
Marinobacter sp. Arc7-DN-1	2304594	S	226	36	262	0.00013
Marinobacter sp. es.042	1761794	S	134	252	386	0.00019
Marinobacter sp. NP-4(2019)	2488665	S	64	29	93	0.00005
Marinobacter sp. JH2	2547598	S	12	5	17	0.00001
Marinobacter adhaerens	1033846	S	1012	4995	6007	0.00297
Marinobacter salsuginis	418719	S	616	230	846	0.00042
Marinobacter salarius	1420917	S	494	210	704	0.00035
Halopseudomonas aestusnigri	857252	S	3680	30658	34338	0.01695
Halopseudomonas sp. RR6	2918528	S	1409	319	1728	0.00085
Halopseudomonas sp. MFKK-1	3015994	S	1071	6871	7942	0.00392
Halopseudomonas sabulinigri	472181	S	463	58	521	0.00026
Halopseudomonas litoralis	797277	S	124	88	212	0.00010
Stutzerimonas stutzeri	316	S	372	2402	2774	0.00137
Stutzerimonas kunmingensis	1211807	S	14	215	229	0.00011
Stutzerimonas frequens	2968969	S	853	8855	9708	0.00479
Stutzerimonas balearica	74829	S	24	78	102	0.00005
[Pseudomonas] zhaodongensis	1176257	S	75	398	473	0.00023
Stutzerimonas decontaminans	3022791	S	12	49	61	0.00003
Pseudomonas aeruginosa	287	S	485	8639	9124	0.00450
Pseudomonas oleovorans	301	S	16	106	122	0.00006
Pseudomonas sp. OIL-1	2706126	S	76	104	180	0.00009
Pseudomonas sp. PP3	2815936	S	35	77	112	0.00006
Pseudomonas sp. K-62	76885	S	21	3	24	0.00001
Pseudomonas khazarica	2502979	S	15	47	62	0.00003
Pseudomonas nanhaiensis	2830842	S	12	3	15	0.00001
Halomonas meridiana	29570	S	7597	8150	15747	0.00777
Halomonas sp. DN3	2953657	S	3132	547	3679	0.00182
Halomonas sp. A40-4	2785909	S	259	102	361	0.00018
Halomonas sp. SF2003	2136172	S	117	3569	3686	0.00182
Halomonas sp. A3H3	1346287	S	49	1665	1714	0.00085
Halomonas sp. 18071143	2855441	S	29	95	124	0.00006
Halomonas sp. THAF12	2587849	S	22	29	51	0.00003
Halomonas piezotolerans	2609667	S	1846	1246	3092	0.00153
Cobetia sp. AM6	2661553	S	169	4770	4939	0.00244
Cobetia sp. 4B	2758724	S	71	1524	1595	0.00079
Cobetia sp. cqz5-12	2609415	S	26	162	188	0.00009
Cobetia amphilecti	1055104	S	151	4516	4667	0.00230
