name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas australica	589873	S	373868	190186	564054	0.08295
Alteromonas macleodii	28108	S	49042	80289	129331	0.01902
Alteromonas mediterranea	314275	S	5210	7659	12869	0.00189
Alteromonas abrolhosensis	1892904	S	3056	3223	6279	0.00092
Alteromonas oceani	2071609	S	2914	12152	15066	0.00222
Alteromonas sp. IB21	2779369	S	1035	970	2005	0.00029
Alteromonas sp. RKMC-009	2267264	S	221	47	268	0.00004
Alteromonas sp. KUL106	2480799	S	130	50	180	0.00003
Alteromonas sp. BL110	1714845	S	78	116	194	0.00003
Alteromonas sp. 38	2653129	S	70	59	129	0.00002
Alteromonas sp. LOR	1537994	S	67	39	106	0.00002
Alteromonas sp. ALT199	1298865	S	59	73	132	0.00002
Alteromonas sp. KC3	2795688	S	59	17	76	0.00001
Alteromonas sp. KUL42	2480797	S	45	6	51	0.00001
Alteromonas sp. V450	1912139	S	44	30	74	0.00001
Alteromonas sp. MMG017	2822692	S	31	23	54	0.00001
Alteromonas alba	2079529	S	1906	14638	16544	0.00243
Alteromonas antoniana	2803813	S	1474	1510	2984	0.00044
Alteromonas marina	203795	S	1399	2028	3427	0.00050
Alteromonas profundi	2696062	S	1036	628	1664	0.00024
Alteromonas naphthalenivorans	715451	S	813	1313	2126	0.00031
Alteromonas hispanica	315421	S	413	58	471	0.00007
Alteromonas portus	2565549	S	292	247	539	0.00008
Alteromonas lipotrueiana	2803815	S	291	71	362	0.00005
Alteromonas oceanisediminis	2836180	S	266	65	331	0.00005
Alteromonas genovensis	471225	S	168	109	277	0.00004
Alteromonas gracilis	1479524	S	100	60	160	0.00002
Alteromonas stellipolaris	233316	S	39	36	75	0.00001
Alteromonas pelagimontana	1858656	S	32	6	38	0.00001
Alteromonas flava	2048003	S	21	1	22	0.00000
Alteromonas sediminis	2259342	S	16	0	16	0.00000
Salinimonas sediminis	2303538	S	68	52	120	0.00002
Salinimonas chungwhensis	265425	S	43	5	48	0.00001
Salinimonas profundi	2729140	S	35	19	54	0.00001
Alteromonadaceae bacterium UBA2620	1951386	S	8002	30189	38191	0.00562
Alteromonadaceae bacterium	1916082	S	817	463	1280	0.00019
Marisediminitalea aggregata	634436	S	507	75	582	0.00009
Paraglaciecola chathamensis	368405	S	143	50	193	0.00003
Paraglaciecola mesophila	197222	S	12	5	17	0.00000
Glaciecola sp. UBA1851	1946570	S	19	2	21	0.00000
Glaciecola sp. XM2	1914931	S	16	0	16	0.00000
Aliiglaciecola lipolytica	477689	S	21	4	25	0.00000
Ningiella ruwaisensis	2364274	S	15	6	21	0.00000
Pseudoalteromonas sp. MEBiC 03607	2563601	S	51854	81754	133608	0.01965
Pseudoalteromonas sp. 0303	2743618	S	2118	11013	13131	0.00193
Pseudoalteromonas sp.	53249	S	463	968	1431	0.00021
Pseudoalteromonas sp. DL-6	1390185	S	208	447	655	0.00010
Pseudoalteromonas sp. 3D05	2045444	S	179	62	241	0.00004
Pseudoalteromonas sp. NBT06-2	2025950	S	143	7	150	0.00002
Pseudoalteromonas sp. P1-25	1723758	S	100	76	176	0.00003
Pseudoalteromonas sp. XI10	1766621	S	97	469	566	0.00008
Pseudoalteromonas sp. EB27	1938368	S	42	100	142	0.00002
Pseudoalteromonas sp. '520P1 No. 423'	1690037	S	38	7	45	0.00001
Pseudoalteromonas sp. H71	1348395	S	23	17	40	0.00001
Pseudoalteromonas sp. A601	1967839	S	18	7	25	0.00000
Pseudoalteromonas tetraodonis	43659	S	11584	27158	38742	0.00570
Pseudoalteromonas atlantica	288	S	4418	4781	9199	0.00135
Pseudoalteromonas lipolytica	570156	S	3656	5217	8873	0.00130
Pseudoalteromonas marina	267375	S	2566	2324	4890	0.00072
Pseudoalteromonas arabiensis	874454	S	1596	700	2296	0.00034
Pseudoalteromonas shioyasakiensis	1190813	S	907	3771	4678	0.00069
Pseudoalteromonas undina	43660	S	594	1340	1934	0.00028
Pseudoalteromonas gelatinilytica	1703256	S	249	549	798	0.00012
Pseudoalteromonas aurantia	43654	S	243	64	307	0.00005
Pseudoalteromonas carrageenovora	227	S	228	346	574	0.00008
Pseudoalteromonas prydzensis	182141	S	179	121	300	0.00004
