sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
filtered_contigs.plasmid	chromosome	-	-	NODE_32_length_88575_cov_0.153183	88575	0.5916567880327406	ecfb52bdbd8a12d7473829a027f2dab1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_48_length_74647_cov_0.162660	74647	0.5952683965866009	7a4fd957d4b0eeca7be4568d0eda7d3f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD061	AM488	NODE_95_length_51819_cov_0.187220	51819	0.6162411470696076	e86f4806efa966b550c4817bca18591f	not tested	-	-	MOBF	CP015441_00197	-	-	-	-	-	CP015441	0.0242917	Erythrobacter atlanticus	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_148_length_40793_cov_0.157370	40793	0.6034613781776285	f0d4d40044045374c108e615e9a2e325	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_152_length_40413_cov_0.257776	40413	0.628758072897335	2c90c60dd5c4150f86e988407f87a74e	not tested	rep_cluster_1149	000427__GU811235_00024	MOBQ	NC_020542_00048	MPF_T	NC_020542_00042	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_187_length_36310_cov_0.165116	36310	0.6182869732855962	075b541ad16185f1028c5b73fc3af401	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_227_length_32822_cov_0.243162	32822	0.36344525013710316	3bc03e539e6d56daad43dedcff38a63a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_296_length_29172_cov_0.109586	29172	0.5784313725490197	f8d778ac5daf120ca5222d909d8865a8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD061	AM488	NODE_344_length_26851_cov_0.190789	26851	0.6120814867230271	fa1578d7506948dc2e0ab92855bae4c5	not tested	-	-	-	-	-	-	-	-	-	CP015441	0.0242917	Erythrobacter atlanticus	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_398_length_24759_cov_0.208273	24759	0.3624944464639121	137a633f19d4565a9daac6c347abfff0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_416_length_23964_cov_0.157804	23964	0.34777165748622935	368ebb42d000f9602039bf0273c7c45a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_447_length_22773_cov_0.207286	22773	0.37201949677249374	f2c92388b7b125c6a353fbefef83cfce	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
filtered_contigs.plasmid	plasmid	AD061	AM488	NODE_487_length_21795_cov_0.244054	21795	0.5981188345950906	8733fac65b114b2f18af1ba1112133f6	not tested	-	-	-	-	-	-	-	-	-	CP015441	0.0242917	Erythrobacter atlanticus	-	-	-
filtered_contigs.plasmid	chromosome	-	-	NODE_662_length_18482_cov_0.156014	18482	0.3802077697218916	2f93d2d0977b660bd94e651f0b09ee7c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
