name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	175655	123420	299075	0.26173
Alteromonas australica	589873	S	26994	258996	285990	0.25028
Alteromonas sp. B31-7	2785913	S	6261	140985	147246	0.12886
Alteromonas sp. RW2A1	1917158	S	836	3295	4131	0.00362
Alteromonas sp. RKMC-009	2267264	S	205	27	232	0.00020
Alteromonas sp. MB-3u-76	2058133	S	187	535	722	0.00063
Alteromonas sp. 76-1	2358187	S	133	192	325	0.00028
Alteromonas sp. BL110	1714845	S	73	31	104	0.00009
Alteromonas sp. 009811495	3002962	S	15	12	27	0.00002
Alteromonas mediterranea	314275	S	6950	12090	19040	0.01666
Alteromonas naphthalenivorans	715451	S	516	991	1507	0.00132
Alteromonas stellipolaris	233316	S	246	4304	4550	0.00398
Alteromonas pelagimontana	1858656	S	12	1	13	0.00001
Salinimonas sediminis	2303538	S	216	102	318	0.00028
Paraglaciecola mesophila	197222	S	12	1	13	0.00001
Pseudoalteromonas sp. SCSIO 43088	2822846	S	2419	3869	6288	0.00550
Pseudoalteromonas sp. SCSIO 43101	2822847	S	457	389	846	0.00074
Pseudoalteromonas sp. CF6-2	562716	S	436	2761	3197	0.00280
Pseudoalteromonas sp. SiA1	2839744	S	376	7775	8151	0.00713
Pseudoalteromonas sp. PS1M3	87791	S	208	2134	2342	0.00205
Pseudoalteromonas sp. SM9913	234831	S	170	4853	5023	0.00440
Pseudoalteromonas sp. A41-2	2785910	S	146	6886	7032	0.00615
Pseudoalteromonas sp. MT33b	2759705	S	111	2962	3073	0.00269
Pseudoalteromonas sp. DL-6	1390185	S	109	207	316	0.00028
Pseudoalteromonas sp. Xi13	2490635	S	99	603	702	0.00061
Pseudoalteromonas sp. JSTW	2752475	S	93	2694	2787	0.00244
Pseudoalteromonas sp. APM04	2699396	S	89	997	1086	0.00095
Pseudoalteromonas sp. GCY	2003316	S	57	138	195	0.00017
Pseudoalteromonas sp. SCSIO 43095	2894202	S	45	168	213	0.00019
