name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	595109	484549	1079658	0.11612
Alteromonas australica	589873	S	114100	1286356	1400456	0.15063
Alteromonas sp. B31-7	2785913	S	56591	1491957	1548548	0.16656
Alteromonas sp. RW2A1	1917158	S	3267	18844	22111	0.00238
Alteromonas sp. MB-3u-76	2058133	S	1894	8302	10196	0.00110
Alteromonas sp. BL110	1714845	S	1335	680	2015	0.00022
Alteromonas sp. 76-1	2358187	S	1123	1906	3029	0.00033
Alteromonas sp. RKMC-009	2267264	S	667	112	779	0.00008
Alteromonas sp. 009811495	3002962	S	155	200	355	0.00004
Alteromonas sp. LMIT006	2961948	S	64	9	73	0.00001
Alteromonas mediterranea	314275	S	70567	99350	169917	0.01828
Alteromonas naphthalenivorans	715451	S	1070	2397	3467	0.00037
Alteromonas stellipolaris	233316	S	346	7209	7555	0.00081
Alteromonas pelagimontana	1858656	S	174	26	200	0.00002
Salinimonas sediminis	2303538	S	4053	2078	6131	0.00066
Salinimonas iocasae	2572577	S	147	82	229	0.00002
Alkalimarinus sp. A2M4	2961619	S	19	5	24	0.00000
Saccharobesus litoralis	2172099	S	16	0	16	0.00000
Hydrocarboniclastica marina	2259620	S	12	1	13	0.00000
Pseudoalteromonas agarivorans	176102	S	18790	384598	403388	0.04339
Pseudoalteromonas sp. Xi13	2490635	S	4863	104049	108912	0.01171
Pseudoalteromonas sp. LC2018020214	2799564	S	1307	47095	48402	0.00521
Pseudoalteromonas sp. PS1M3	87791	S	714	20443	21157	0.00228
Pseudoalteromonas sp. SCSIO 43088	2822846	S	458	1874	2332	0.00025
Pseudoalteromonas sp. SCSIO 43101	2822847	S	109	217	326	0.00004
Pseudoalteromonas sp. A41-2	2785910	S	66	10465	10531	0.00113
Pseudoalteromonas sp. DL-6	1390185	S	48	241	289	0.00003
Pseudoalteromonas sp. M8	2692624	S	43	3345	3388	0.00036
Pseudoalteromonas sp. APM04	2699396	S	36	1159	1195	0.00013
Pseudoalteromonas sp. SiA1	2839744	S	30	2010	2040	0.00022
Pseudoalteromonas sp. MT33b	2759705	S	24	2133	2157	0.00023
Pseudoalteromonas sp. A22	327511	S	23	1895	1918	0.00021
Pseudoalteromonas sp. CF6-2	562716	S	22	489	511	0.00005
Pseudoalteromonas sp. JSTW	2752475	S	18	1744	1762	0.00019
Pseudoalteromonas sp. SM9913	234831	S	16	1501	1517	0.00016
