name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Candidatus Marinimicrobia bacterium UBA2125	1953217	S	986423	345993	1332416	0.08994
Candidatus Marinimicrobia bacterium UBA6531	1953244	S	868657	151582	1020239	0.06887
Candidatus Marinimicrobia bacterium UBA7301	1953255	S	755079	33814	788893	0.05325
Candidatus Marinimicrobia bacterium UBA7308	1953257	S	720701	14660	735361	0.04964
Candidatus Marinimicrobia bacterium UBA7300	1953254	S	694691	93345	788036	0.05319
Candidatus Marinimicrobia bacterium UBA7303	1953256	S	282099	45663	327762	0.02212
Candidatus Marinimicrobia bacterium	2026760	S	195158	20235	215393	0.01454
Candidatus Marinimicrobia bacterium 408169	1958814	S	3016	117	3133	0.00021
Candidatus Marinimicrobia bacterium UBA1134	1953213	S	898	60	958	0.00006
Marinimicrobia bacterium TCS55	1781246	S	880	31	911	0.00006
Candidatus Marinimicrobia bacterium REDSEA-S14_B6	1811603	S	833	46	879	0.00006
Candidatus Marinimicrobia bacterium UBA1611	1953216	S	365	54	419	0.00003
Candidatus Marinimicrobia bacterium UBA6931	1953249	S	296	5	301	0.00002
Candidatus Marinimicrobia bacterium UBA2986	1953231	S	139	2	141	0.00001
uncultured Candidatus Marinimicrobia bacterium	195045	S	50	9	59	0.00000
Marinimicrobia bacterium SCGC AAA003-L08	939844	S	28	0	28	0.00000
Bacteroidota bacterium	1898104	S	50013	3034	53047	0.00358
Mesonia oceanica	2687242	S	9390	3576	12966	0.00088
Mesonia mobilis	369791	S	2310	3508	5818	0.00039
Mesonia sp.	1960830	S	166	199	365	0.00002
Mesonia aquimarina	1504967	S	40	20	60	0.00000
Mesonia phycicola	579105	S	16	2	18	0.00000
Flavobacteriaceae bacterium	1871037	S	2080	511	2591	0.00017
Flavobacteriaceae bacterium UBA7302	1951874	S	1699	137	1836	0.00012
Flavobacteriaceae bacterium UBA3611	1951834	S	128	55	183	0.00001
Flavobacteriaceae bacterium UBA3356	1951828	S	13	15	28	0.00000
Leeuwenhoekiella blandensis	360293	S	2286	1429	3715	0.00025
Leeuwenhoekiella aequorea	283736	S	102	64	166	0.00001
Leeuwenhoekiella palythoae	573501	S	35	12	47	0.00000
Leeuwenhoekiella nanhaiensis	1655491	S	13	6	19	0.00000
Maribacter dokdonensis	320912	S	907	264	1171	0.00008
Maribacter litoralis	2059726	S	290	189	479	0.00003
Maribacter cobaltidurans	1178778	S	12	9	21	0.00000
Winogradskyella sp.	1883156	S	911	355	1266	0.00009
Muricauda sp.	192149	S	186	100	286	0.00002
Muricauda sp. ARW1Y1	2663843	S	87	19	106	0.00001
Muricauda ruestringensis	111501	S	249	177	426	0.00003
Muricauda oceanensis	2499163	S	155	117	272	0.00002
Croceivirga radicis	1929488	S	912	218	1130	0.00008
Zunongwangia profunda	398743	S	438	503	941	0.00006
Zunongwangia atlantica	1502297	S	80	79	159	0.00001
Zunongwangia mangrovi	1334022	S	36	30	66	0.00000
Mesoflavibacter zeaxanthinifaciens	393060	S	365	162	527	0.00004
Mesoflavibacter profundi	2708110	S	12	5	17	0.00000
Salegentibacter sp. R32	1486285	S	162	81	243	0.00002
Salegentibacter mishustinae	270918	S	73	191	264	0.00002
Nonlabens tegetincola	323273	S	90	19	109	0.00001
Kordia sp. TARA_039_SRF	2530203	S	68	19	87	0.00001
Gramella sp. Hel_I_59	1249978	S	31	30	61	0.00000
Flavobacterium sp. ASW18X	2572595	S	12	2	14	0.00000
Pustulibacterium marinum	1224947	S	17	1	18	0.00000
Flavobacteriales bacterium	2021391	S	957	112	1069	0.00007
Flavobacteriales bacterium UBA7878	1951087	S	906	291	1197	0.00008
Flavobacteriales bacterium UBA2104	1950971	S	623	46	669	0.00005
Flavobacteriales bacterium UBA5081	1951031	S	97	6	103	0.00001
Flavobacteriales bacterium UBA6770	1951056	S	34	1	35	0.00000
Crocinitomicaceae bacterium	2026728	S	872	115	987	0.00007
Fluviicola sp.	1917219	S	13	0	13	0.00000
Epilithonimonas hispanica	358687	S	12	19	31	0.00000
Cryomorphaceae bacterium	1898111	S	16	3	19	0.00000
Roseivirga spongicola	333140	S	15626	873	16499	0.00111
Roseivirga pacifica	1267423	S	483	22	505	0.00003
Roseivirga seohaensis	1914963	S	87	21	108	0.00001
Roseivirga thermotolerans	1758176	S	17	0	17	0.00000
Algoriphagus algorifonticola	2593007	S	695	1567	2262	0.00015
Algoriphagus ornithinivorans	226506	S	586	1078	1664	0.00011
Cytophagaceae bacterium	2026729	S	91	13	104	0.00001
Bacteroidales bacterium	2030927	S	257	21	278	0.00002
Lentimicrobiaceae bacterium	2026756	S	75	3	78	0.00001
uncultured Bacteroidetes bacterium	152509	S	98	15	113	0.00001
Gracilimonas amylolytica	1749045	S	358	35	393	0.00003
Gracilimonas tropica	454600	S	12	0	12	0.00000
Balneolaceae bacterium UBA7797	1951519	S	18	1	19	0.00000
Rhodothermia bacterium	2497633	S	28	2	30	0.00000
Gemmatimonadota bacterium	2026742	S	25676	1871	27547	0.00186
Gemmatimonadaceae bacterium	2026741	S	16902	1349	18251	0.00123
Gemmatimonadales bacterium UBA7889	1951131	S	294	192	486	0.00003
Gemmatimonadales bacterium UBA2989	1951111	S	72	19	91	0.00001
Gemmatimonadales bacterium UBA2988	1951110	S	63	0	63	0.00000
Gemmatimonadales bacterium UBA2982	1951109	S	12	0	12	0.00000
Candidatus Latescibacteria bacterium	2053570	S	160	16	176	0.00001
Candidatus Chrysopegis kryptomonas	1633643	S	15	1	16	0.00000
Pelagibacteraceae bacterium	2026775	S	635632	248621	884253	0.05969
alpha proteobacterium SCGC AAA288-G21	939324	S	1593	1941	3534	0.00024
Pelagibacteraceae bacterium AG-464-P07	2162008	S	499	376	875	0.00006
alpha proteobacterium SCGC AAA288-E13	939316	S	309	776	1085	0.00007
alpha proteobacterium SCGC AAA240-E13	939306	S	170	288	458	0.00003
Pelagibacteraceae bacterium AG-464-B04	2162007	S	108	29	137	0.00001
alpha proteobacterium SCGC AAA288-N07	939346	S	35	36	71	0.00000
Pelagibacteraceae bacterium AG-414-E02	2162014	S	29	18	47	0.00000
Pelagibacteraceae bacterium AG-414-M23	2162016	S	25	20	45	0.00000
Candidatus Pelagibacter sp.	2024849	S	261903	130370	392273	0.02648
