100.00	319765	0	R	1	root
100.00	319765	0	R1	131567	  cellular organisms
99.75	318972	0	D	2	    Bacteria
85.56	273579	0	P	1224	      Pseudomonadota
59.53	190372	0	C	28211	        Alphaproteobacteria
46.82	149724	0	O	204457	          Sphingomonadales
33.89	108371	0	F	335929	            Erythrobacteraceae
28.74	91886	0	F1	2800788	              Erythrobacter/Porphyrobacter group
28.74	91886	0	G	1041	                Erythrobacter
28.02	89593	0	G1	2633097	                  unclassified Erythrobacter
27.99	89511	89511	S	2785907	                    Erythrobacter sp. A30-3
0.01	24	24	S	2907154	                    Erythrobacter sp. SDW2
0.01	32	32	S	2653850	                    Erythrobacter sp. 3-20A1M
0.01	24	24	S	2587851	                    Erythrobacter sp. THAF29
0.68	2175	2175	S	39960	                  Erythrobacter litoralis
0.02	73	73	S	2182384	                  Erythrobacter aureus
0.01	44	44	S	2739433	                  Erythrobacter mangrovi
3.84	12264	0	G	1855416	              Qipengyuania
3.68	11770	11770	S	192812	                Qipengyuania flava
0.08	263	0	G1	2645039	                unclassified Qipengyuania
0.07	213	213	S	2909673	                  Qipengyuania sp. PHS-Z21
0.02	49	49	S	2979461	                  Qipengyuania sp. SS22
0.06	176	176	S	2867231	                Qipengyuania gelatinilytica
0.02	55	55	S	266951	                Qipengyuania seohaensis
1.05	3343	0	G	1295327	              Croceicoccus
0.65	2089	0	G1	2629967	                unclassified Croceicoccus
0.46	1474	1474	S	1703338	                  Croceicoccus sp. Ery15
0.14	444	444	S	1703340	                  Croceicoccus sp. Ery5
0.05	170	170	S	2798724	                  Croceicoccus sp. YJ47
0.26	834	834	S	450378	                Croceicoccus marinus
0.13	418	418	S	1348774	                Croceicoccus naphthovorans
0.12	398	0	G	2800686	              Tsuneonella
0.12	398	398	S	2055955	                Tsuneonella flava
0.12	385	0	G	2800681	              Aurantiacibacter
0.12	385	385	S	1648404	                Aurantiacibacter atlanticus
0.02	75	0	G	2676755	              Croceibacterium
0.02	75	75	S	1267766	                Croceibacterium atlanticum
0.01	17	0	G	361177	              Altererythrobacter
0.01	17	0	G1	2614945	                unclassified Altererythrobacter
0.01	17	17	S	2060312	                  Altererythrobacter sp. B11
12.87	41164	0	F	41297	            Sphingomonadaceae
6.15	19662	0	G	72173	              Citromicrobium
6.15	19662	0	G1	2630544	                unclassified Citromicrobium
6.15	19662	19662	S	1634516	                  Citromicrobium sp. JL477
5.13	16415	0	G	165695	              Sphingobium
3.07	9802	9802	S	121428	                Sphingobium xenophagum
0.35	1109	0	G1	2611147	                unclassified Sphingobium
0.20	642	642	S	2082188	                  Sphingobium sp. YG1
