name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Erythrobacter sp. A30-3	2785907	S	55040	34471	89511	0.27993
Erythrobacter sp. THAF29	2587851	S	20	4	24	0.00008
Erythrobacter sp. 3-20A1M	2653850	S	20	12	32	0.00010
Erythrobacter sp. SDW2	2907154	S	20	4	24	0.00008
Erythrobacter litoralis	39960	S	1322	853	2175	0.00680
Erythrobacter aureus	2182384	S	64	9	73	0.00023
Erythrobacter mangrovi	2739433	S	31	13	44	0.00014
Qipengyuania flava	192812	S	7325	4445	11770	0.03681
Qipengyuania sp. PHS-Z21	2909673	S	138	75	213	0.00067
Qipengyuania sp. SS22	2979461	S	41	8	49	0.00015
Qipengyuania gelatinilytica	2867231	S	132	44	176	0.00055
Qipengyuania seohaensis	266951	S	42	13	55	0.00017
Croceicoccus sp. Ery15	1703338	S	621	853	1474	0.00461
Croceicoccus sp. Ery5	1703340	S	266	178	444	0.00139
Croceicoccus sp. YJ47	2798724	S	79	91	170	0.00053
Croceicoccus marinus	450378	S	508	326	834	0.00261
Croceicoccus naphthovorans	1348774	S	147	271	418	0.00131
Tsuneonella flava	2055955	S	318	80	398	0.00124
Aurantiacibacter atlanticus	1648404	S	269	116	385	0.00120
Croceibacterium atlanticum	1267766	S	56	19	75	0.00023
Altererythrobacter sp. B11	2060312	S	12	5	17	0.00005
Citromicrobium sp. JL477	1634516	S	13897	5765	19662	0.06149
Sphingobium xenophagum	121428	S	3138	6664	9802	0.03065
Sphingobium yanoikuyae	13690	S	798	4170	4968	0.01554
Sphingobium sp. YG1	2082188	S	259	383	642	0.00201
Sphingobium sp. KCTC 72723	2733867	S	54	19	73	0.00023
Sphingobium sp. PAMC28499	2565554	S	24	143	167	0.00052
Sphingobium sp. AntQ-1	2930091	S	22	19	41	0.00013
Sphingobium sp. RAC03	1843368	S	21	13	34	0.00011
Sphingobium sp. TKS	1315974	S	15	72	87	0.00027
Sphingobium sp. JS3065	2970925	S	13	49	62	0.00019
Sphingobium fuliginis	336203	S	25	411	436	0.00136
Sphingobium amiense	135719	S	17	81	98	0.00031
Sphingomonas melonis	152682	S	661	1561	2222	0.00695
Sphingomonas sp. IC081	304378	S	47	367	414	0.00129
Sphingomonas sp. AAP5	1523415	S	14	10	24	0.00008
Sphingomonas sanxanigenens	397260	S	90	124	214	0.00067
Sphingomonas paucimobilis	13689	S	51	45	96	0.00030
Sphingomonas koreensis	93064	S	50	75	125	0.00039
Sphingomonas aerolata	185951	S	30	6	36	0.00011
Sphingomonas bisphenolicum	296544	S	12	19	31	0.00010
Sphingopyxis sp. DBS4	2968500	S	54	145	199	0.00062
Sphingopyxis sp. 113P3	292913	S	24	34	58	0.00018
