name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas macleodii	28108	S	179414	438849	618263	0.14853
Alteromonas mediterranea	314275	S	55718	79163	134881	0.03240
Alteromonas australica	589873	S	49010	24121	73131	0.01757
Alteromonas abrolhosensis	1892904	S	11569	17788	29357	0.00705
Alteromonas hispanica	315421	S	8458	1568	10026	0.00241
Alteromonas genovensis	471225	S	5910	5943	11853	0.00285
Alteromonas marina	203795	S	5902	13800	19702	0.00473
Alteromonas sp. IB21	2779369	S	2203	2729	4932	0.00118
Alteromonas sp. RKMC-009	2267264	S	588	124	712	0.00017
Alteromonas sp. KUL106	2480799	S	374	208	582	0.00014
Alteromonas sp. KUL42	2480797	S	292	61	353	0.00008
Alteromonas sp. LOR	1537994	S	145	134	279	0.00007
Alteromonas sp. V450	1912139	S	104	84	188	0.00005
Alteromonas sp. ALT199	1298865	S	82	198	280	0.00007
Alteromonas sp. 38	2653129	S	66	88	154	0.00004
Alteromonas sp. BL110	1714845	S	61	170	231	0.00006
Alteromonas sp. KC3	2795688	S	52	20	72	0.00002
Alteromonas sp. MMG017	2822692	S	26	34	60	0.00001
Alteromonas profundi	2696062	S	1761	1122	2883	0.00069
Alteromonas antoniana	2803813	S	1453	1157	2610	0.00063
Alteromonas oceanisediminis	2836180	S	1232	285	1517	0.00036
Alteromonas alba	2079529	S	1049	8753	9802	0.00235
Alteromonas oceani	2071609	S	972	4013	4985	0.00120
Alteromonas naphthalenivorans	715451	S	898	1753	2651	0.00064
Alteromonas portus	2565549	S	720	888	1608	0.00039
Alteromonas gracilis	1479524	S	592	486	1078	0.00026
Alteromonas pelagimontana	1858656	S	117	17	134	0.00003
Alteromonas confluentis	1656094	S	54	7	61	0.00001
Alteromonas facilis	2048004	S	24	1	25	0.00001
Alteromonas stellipolaris	233316	S	12	17	29	0.00001
Salinimonas sediminis	2303538	S	97	67	164	0.00004
Salinimonas lutimaris	914153	S	64	14	78	0.00002
Salinimonas iocasae	2572577	S	16	3	19	0.00000
Salinimonas profundi	2729140	S	16	8	24	0.00001
Salinimonas chungwhensis	265425	S	14	1	15	0.00000
Alteromonadaceae bacterium	1916082	S	1562	731	2293	0.00055
Alteromonadaceae bacterium UBA2620	1951386	S	445	1745	2190	0.00053
Paraglaciecola polaris	222814	S	115	66	181	0.00004
Glaciecola sp. UBA1851	1946570	S	54	7	61	0.00001
Glaciecola sp. XM2	1914931	S	30	1	31	0.00001
uncultured Glaciecola sp.	291205	S	30	0	30	0.00001
Ningiella ruwaisensis	2364274	S	40	13	53	0.00001
