100.00	21223	0	R	1	root
100.00	21223	0	R1	131567	  cellular organisms
100.00	21223	0	D	2	    Bacteria
100.00	21223	0	P	1224	      Pseudomonadota
83.40	17700	0	C	28211	        Alphaproteobacteria
42.73	9069	0	O	204455	          Rhodobacterales
32.96	6994	0	F	2854170	            Roseobacteraceae
15.61	3312	0	G	60136	              Sulfitobacter
14.20	3013	0	G1	196795	                unclassified Sulfitobacter
11.25	2387	2387	S	2587855	                  Sulfitobacter sp. THAF37
2.73	578	578	S	1968541	                  Sulfitobacter sp. D7
0.22	47	47	S	664426	                  Sulfitobacter sp. BSw21498
0.61	129	129	S	83219	                Sulfitobacter mediterraneus
0.80	169	169	S	1917485	                Sulfitobacter alexandrii
5.50	1167	0	G	74030	              Roseovarius
1.53	324	0	G1	2614913	                unclassified Roseovarius
0.59	124	124	S	2587847	                  Roseovarius sp. THAF9
0.94	199	199	S	2587850	                  Roseovarius sp. THAF27
1.10	234	234	S	540747	                Roseovarius indicus
2.87	608	608	S	215743	                Roseovarius mucosus
3.40	722	0	G	263377	              Salipiger
2.88	611	611	S	1250539	                Salipiger abyssi
0.52	110	110	S	1229727	                Salipiger profundus
2.68	569	0	G	309512	              Dinoroseobacter
2.68	569	569	S	215813	                Dinoroseobacter shibae
2.01	425	0	G	2854186	              Pseudosulfitobacter
2.01	425	425	S	1402135	                Pseudosulfitobacter pseudonitzschiae
1.37	291	0	G	875170	              Celeribacter
1.37	291	291	S	875171	                Celeribacter baekdonensis
0.96	202	0	G	302485	              Phaeobacter
0.88	187	187	S	60890	                Phaeobacter gallaeciensis
0.07	15	15	S	1844006	                Phaeobacter porticola
0.61	129	0	G	53945	              Octadecabacter
0.61	129	0	G1	196158	                unclassified Octadecabacter
0.61	129	129	S	2602067	                  Octadecabacter sp. SW4
0.60	126	0	G	97050	              Ruegeria
0.60	126	0	G1	2625375	                unclassified Ruegeria
0.60	126	126	S	2587853	                  Ruegeria sp. THAF33
0.23	48	0	G	191028	              Leisingera
0.23	48	0	G1	2614906	                unclassified Leisingera
0.23	48	48	S	2508307	                  Leisingera sp. NJS204
9.77	2074	0	F	31989	            Paracoccaceae
8.37	1775	0	G	2211641	              Yoonia
8.37	1775	1775	S	245188	                Yoonia vestfoldensis
0.77	163	0	G	2831925	              Pukyongiella
0.77	163	163	S	2605946	                Pukyongiella litopenaei
0.28	59	0	F1	58840	              unclassified Paracoccaceae
0.28	59	59	S	1904441	                Paracoccaceae bacterium
0.19	41	0	G	1759417	              Pseudohalocynthiibacter
0.19	41	41	S	1591409	                Pseudohalocynthiibacter aestuariivivens
0.17	35	0	G	2846749	              Pacificitalea
0.17	35	35	S	1411902	                Pacificitalea manganoxidans
36.32	7707	0	O	204457	          Sphingomonadales
27.63	5864	0	F	41297	            Sphingomonadaceae
8.96	1901	0	G	165695	              Sphingobium
1.82	387	0	G1	2611147	                unclassified Sphingobium
0.93	197	197	S	1315974	                  Sphingobium sp. TKS
0.50	105	105	S	407020	                  Sphingobium sp. MI1205
0.40	84	84	S	2676077	                  Sphingobium sp. CAP-1
4.43	940	940	S	120107	                Sphingobium cloacae
2.71	574	574	S	1332080	                Sphingobium baderi
7.09	1504	0	G	165697	              Sphingopyxis
0.58	123	0	G1	2614943	                unclassified Sphingopyxis
0.43	90	90	S	1914525	                  Sphingopyxis sp. FD7
0.15	32	32	S	292913	                  Sphingopyxis sp. 113P3
6.35	1348	1348	S	2054227	                Sphingopyxis lindanitolerans
0.15	32	32	S	33050	                Sphingopyxis macrogoltabida
5.99	1270	0	G	165696	              Novosphingobium
3.07	650	650	S	158500	                Novosphingobium resinovorum
0.87	184	0	G1	2644732	                unclassified Novosphingobium
0.77	162	162	S	2571749	                  Novosphingobium sp. EMRT-2
0.10	21	21	S	1609758	                  Novosphingobium sp. P6W
1.75	372	372	S	2698673	                Novosphingobium decolorationis
0.30	63	63	S	205844	                Novosphingobium pentaromativorans
3.61	765	0	G	13687	              Sphingomonas
3.05	647	647	S	397260	                Sphingomonas sanxanigenens
0.56	118	0	G1	196159	                unclassified Sphingomonas
