100.00	1954522	0	R	1	root
99.99	1954311	0	R1	131567	  cellular organisms
99.52	1945115	0	D	2	    Bacteria
95.78	1871958	0	P	1224	      Pseudomonadota
88.55	1730748	0	C	1236	        Gammaproteobacteria
37.37	730316	0	O	135622	          Alteromonadales
35.44	692661	0	F	72275	            Alteromonadaceae
35.44	692661	0	F1	2903219	              Alteromonas/Salinimonas group
35.20	688024	0	G	226	                Alteromonas
32.51	635451	635451	S	28108	                  Alteromonas macleodii
1.59	31030	0	G1	2614992	                  unclassified Alteromonas
0.75	14674	14674	S	2267264	                    Alteromonas sp. RKMC-009
0.48	9303	9303	S	1917158	                    Alteromonas sp. RW2A1
0.31	6128	6128	S	2785913	                    Alteromonas sp. B31-7
0.01	264	264	S	1714845	                    Alteromonas sp. BL110
0.02	455	455	S	2058133	                    Alteromonas sp. MB-3u-76
0.01	134	134	S	2961948	                    Alteromonas sp. LMIT006
0.00	50	50	S	3002962	                    Alteromonas sp. 009811495
0.00	19	19	S	2358187	                    Alteromonas sp. 76-1
0.86	16797	16797	S	314275	                  Alteromonas mediterranea
0.22	4282	4282	S	589873	                  Alteromonas australica
0.02	313	313	S	715451	                  Alteromonas naphthalenivorans
0.01	147	147	S	1858656	                  Alteromonas pelagimontana
0.24	4637	0	G	288793	                Salinimonas
0.14	2648	2648	S	914153	                  Salinimonas lutimaris
0.09	1753	1753	S	2572577	                  Salinimonas iocasae
0.01	200	200	S	2303538	                  Salinimonas sediminis
0.00	35	35	S	2785918	                  Salinimonas marina
1.77	34534	0	F	267888	            Pseudoalteromonadaceae
1.77	34534	0	G	53246	              Pseudoalteromonas
1.06	20632	0	G1	194690	                unclassified Pseudoalteromonas
0.48	9300	9300	S	2822846	                  Pseudoalteromonas sp. SCSIO 43088
0.17	3397	3397	S	2822847	                  Pseudoalteromonas sp. SCSIO 43101
0.11	2123	2123	S	562716	                  Pseudoalteromonas sp. CF6-2
0.02	399	399	S	2490635	                  Pseudoalteromonas sp. Xi13
0.01	167	167	S	2587843	                  Pseudoalteromonas sp. THAF3
0.12	2312	2312	S	2785910	                  Pseudoalteromonas sp. A41-2
0.06	1211	1211	S	2752475	                  Pseudoalteromonas sp. JSTW
