name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sulfitobacter sp. THAF37	2587855	S	101	372	473	0.15595
Sulfitobacter sp. D7	1968541	S	32	60	92	0.03033
Roseovarius mucosus	215743	S	21	272	293	0.09660
Pseudosulfitobacter pseudonitzschiae	1402135	S	23	50	73	0.02407
Yoonia vestfoldensis	245188	S	16	215	231	0.07616
Aurantiacibacter atlanticus	1648404	S	51	108	159	0.05242
Porphyrobacter sp. YT40	2547601	S	25	65	90	0.02967
Croceicoccus marinus	450378	S	19	6	25	0.00824
Roseibium aggregatum	187304	S	16	0	16	0.00528
Salinimonas iocasae	2572577	S	116	83	199	0.06561
Halomonas sulfidaeris	115553	S	31	16	47	0.01550
Halomonas ventosae	229007	S	31	341	372	0.12265
Marinobacter sp. NP-4(2019)	2488665	S	29	0	29	0.00956
Proteus sp. ZN5	2697019	S	23	904	927	0.30564
