name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alteromonas australica	589873	S	2930124	834247	3764371	0.30725
Alteromonas macleodii	28108	S	89758	98854	188612	0.01539
Alteromonas mediterranea	314275	S	40041	32867	72908	0.00595
Alteromonas oceani	2071609	S	24691	61235	85926	0.00701
Alteromonas alba	2079529	S	15466	78491	93957	0.00767
Alteromonas sp. IB21	2779369	S	7983	4644	12627	0.00103
Alteromonas sp. LOR	1537994	S	622	253	875	0.00007
Alteromonas sp. RKMC-009	2267264	S	534	72	606	0.00005
Alteromonas sp. BL110	1714845	S	484	439	923	0.00008
Alteromonas sp. 38	2653129	S	452	257	709	0.00006
Alteromonas sp. ALT199	1298865	S	263	197	460	0.00004
Alteromonas sp. KC3	2795688	S	233	41	274	0.00002
Alteromonas sp. KUL42	2480797	S	184	16	200	0.00002
Alteromonas sp. KUL106	2480799	S	173	41	214	0.00002
Alteromonas sp. MMG017	2822692	S	153	82	235	0.00002
Alteromonas sp. V450	1912139	S	94	39	133	0.00001
Alteromonas sp. 5E99-2	2817683	S	22	0	22	0.00000
Alteromonas antoniana	2803813	S	9028	5044	14072	0.00115
Alteromonas abrolhosensis	1892904	S	8090	5802	13892	0.00113
Alteromonas naphthalenivorans	715451	S	4761	4672	9433	0.00077
Alteromonas profundi	2696062	S	4223	1710	5933	0.00048
Alteromonas marina	203795	S	3457	3513	6970	0.00057
Alteromonas lipotrueiana	2803815	S	1822	345	2167	0.00018
Alteromonas hispanica	315421	S	1637	155	1792	0.00015
Alteromonas oceanisediminis	2836180	S	1321	198	1519	0.00012
Alteromonas portus	2565549	S	1051	594	1645	0.00013
Alteromonas genovensis	471225	S	698	317	1015	0.00008
Alteromonas stellipolaris	233316	S	370	237	607	0.00005
Alteromonas gracilis	1479524	S	216	85	301	0.00002
Alteromonas flava	2048003	S	151	5	156	0.00001
Alteromonas sediminis	2259342	S	141	2	143	0.00001
Alteromonas pelagimontana	1858656	S	85	8	93	0.00001
Alteromonas lipolytica	1856405	S	83	8	91	0.00001
Alteromonas halophila	516698	S	33	4	37	0.00000
Alteromonas confluentis	1656094	S	15	1	16	0.00000
Salinimonas sediminis	2303538	S	412	233	645	0.00005
Salinimonas chungwhensis	265425	S	216	28	244	0.00002
Salinimonas profundi	2729140	S	114	52	166	0.00001
Salinimonas lutimaris	914153	S	32	5	37	0.00000
Alteromonadaceae bacterium UBA2620	1951386	S	74010	195248	269258	0.02198
Alteromonadaceae bacterium	1916082	S	6778	2228	9006	0.00074
Alteromonadaceae bacterium XY-R5	1737567	S	35	1	36	0.00000
Marisediminitalea aggregata	634436	S	3266	412	3678	0.00030
Paraglaciecola chathamensis	368405	S	366	115	481	0.00004
Paraglaciecola mesophila	197222	S	53	26	79	0.00001
Paraglaciecola polaris	222814	S	53	17	70	0.00001
Glaciecola sp. XM2	1914931	S	130	3	133	0.00001
Glaciecola sp. UBA1851	1946570	S	33	2	35	0.00000
Glaciecola sp. HTCC2999	455436	S	24	2	26	0.00000
Aliiglaciecola lipolytica	477689	S	151	11	162	0.00001
Aestuariibacter sp. A3R04	2841571	S	57	5	62	0.00001
Aestuariibacter sp.	1872400	S	33	21	54	0.00000
Ningiella ruwaisensis	2364274	S	51	11	62	0.00001
Bowmanella denitrificans	366582	S	24	0	24	0.00000
Saccharobesus litoralis	2172099	S	17	0	17	0.00000
Neptunicella marina	2125989	S	14	1	15	0.00000
Pseudoalteromonas tetraodonis	43659	S	64765	140345	205110	0.01674
Pseudoalteromonas atlantica	288	S	39896	40431	80327	0.00656
Pseudoalteromonas sp. MEBiC 03607	2563601	S	12412	16741	29153	0.00238
Pseudoalteromonas sp. 3D05	2045444	S	1416	516	1932	0.00016
Pseudoalteromonas sp. DL-6	1390185	S	991	1989	2980	0.00024
Pseudoalteromonas sp. P1-25	1723758	S	766	572	1338	0.00011
Pseudoalteromonas sp.	53249	S	741	1578	2319	0.00019
Pseudoalteromonas sp. 0303	2743618	S	445	2355	2800	0.00023
Pseudoalteromonas sp. NBT06-2	2025950	S	212	9	221	0.00002
Pseudoalteromonas sp. EB27	1938368	S	210	522	732	0.00006
Pseudoalteromonas sp. A601	1967839	S	131	50	181	0.00001
Pseudoalteromonas sp. H71	1348395	S	114	83	197	0.00002
Pseudoalteromonas sp. FUC4	2511201	S	39	97	136	0.00001
Pseudoalteromonas sp. H105	1348393	S	36	9	45	0.00000
Pseudoalteromonas sp. Z1A8	2686354	S	33	58	91	0.00001
Pseudoalteromonas sp. MMG007	2822684	S	20	19	39	0.00000
Pseudoalteromonas sp. BSi20652	388384	S	16	21	37	0.00000
Pseudoalteromonas sp. XI10	1766621	S	15	78	93	0.00001
Pseudoalteromonas marina	267375	S	10528	8618	19146	0.00156
Pseudoalteromonas lipolytica	570156	S	6843	9522	16365	0.00134
Pseudoalteromonas undina	43660	S	2552	5681	8233	0.00067
Pseudoalteromonas aurantia	43654	S	2404	502	2906	0.00024
Pseudoalteromonas rhizosphaerae	2518973	S	823	1497	2320	0.00019
Pseudoalteromonas carrageenovora	227	S	618	866	1484	0.00012
Pseudoalteromonas prydzensis	182141	S	476	309	785	0.00006
Pseudoalteromonas shioyasakiensis	1190813	S	390	1548	1938	0.00016
Pseudoalteromonas arabiensis	874454	S	363	155	518	0.00004
Pseudoalteromonas nigrifaciens	28109	S	339	802	1141	0.00009
Pseudoalteromonas espejiana	28107	S	334	258	592	0.00005
Pseudoalteromonas distincta	77608	S	286	1053	1339	0.00011
Pseudoalteromonas arctica	394751	S	284	276	560	0.00005
Pseudoalteromonas fuliginea	1872678	S	78	141	219	0.00002
Pseudoalteromonas ostreae	2774154	S	52	82	134	0.00001
Pseudoalteromonas gelatinilytica	1703256	S	50	114	164	0.00001
Pseudoalteromonas translucida	166935	S	21	38	59	0.00000
Pseudoalteromonas neustonica	1840331	S	20	8	28	0.00000
Pseudoalteromonas haloplanktis	228	S	17	6	23	0.00000
Algicola sp.	1872429	S	13	3	16	0.00000
Litorilituus sediminis	718192	S	2484	234	2718	0.00022
Litorilituus lipolyticus	2491017	S	2273	149	2422	0.00020
Cognaticolwellia aestuarii	329993	S	3395	713	4108	0.00034
Colwellia polaris	326537	S	340	108	448	0.00004
Colwellia sp.	56799	S	56	24	80	0.00001
Colwellia sp. RSH04	2305464	S	40	6	46	0.00000
Colwellia sp. D2M02	2841562	S	29	5	34	0.00000
Thalassotalea profundi	2036687	S	240	80	320	0.00003
Thalassotalea piscium	1230533	S	14	4	18	0.00000
Idiomarina aquatica	1327752	S	577	228	805	0.00007
Idiomarina baltica	190892	S	472	867	1339	0.00011
Idiomarina zobellii	86103	S	252	524	776	0.00006
Idiomarina piscisalsi	1096243	S	40	61	101	0.00001
Idiomarina loihiensis	135577	S	27	14	41	0.00000
Idiomarina xiamenensis	1207041	S	14	1	15	0.00000
Idiomarina tyrosinivorans	1445662	S	13	2	15	0.00000
Pseudidiomarina aquimaris	641841	S	41	196	237	0.00002
Pseudidiomarina atlantica	1517416	S	14	54	68	0.00001
Idiomarinaceae bacterium	1898113	S	102	223	325	0.00003
Shewanella sp. SG41-4	2760976	S	222	36	258	0.00002
Shewanella sp. 10N.286.51.B7	1880836	S	21	14	35	0.00000
Shewanella vesiculosa	518738	S	26	3	29	0.00000
Motilimonas pumila	2303987	S	86	25	111	0.00001
Thalassolituus sp. UBA2107	1947659	S	855810	1035180	1890990	0.15435
Thalassolituus sp. UBA674	1947666	S	895	161	1056	0.00009
Thalassolituus sp. C2-1	2597518	S	550	135	685	0.00006
Thalassolituus sp. ESRF-bin27	2011150	S	26	0	26	0.00000
Thalassolituus oleivorans	187493	S	1085	342	1427	0.00012
Oleispira sp.	2024846	S	33464	5915	39379	0.00321
Oleispira antarctica	188908	S	212	11	223	0.00002
Oceanospirillaceae bacterium	1899355	S	17975	2887	20862	0.00170
