name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudoalteromonas arctica	394751	S	1450	658	2108	0.18146
Pseudoalteromonas sp. NC201	1514074	S	527	1	528	0.04545
Pseudoalteromonas nigrifaciens	28109	S	146	14	160	0.01377
Pseudoalteromonas carrageenovora	227	S	127	1	128	0.01102
Pseudoalteromonas shioyasakiensis	1190813	S	31	0	31	0.00267
Salinimonas iocasae	2572577	S	1554	1193	2747	0.23646
Alteromonas sp. RKMC-009	2267264	S	52	0	52	0.00448
Shewanella aestuarii	1028752	S	164	258	422	0.03633
Halomonas ventosae	229007	S	322	903	1225	0.10545
Halomonas sulfidaeris	115553	S	173	128	301	0.02591
Pseudomonas putida	303	S	102	131	233	0.02006
Pseudomonas resinovorans	53412	S	30	3	33	0.00284
Stutzerimonas stutzeri	316	S	55	55	110	0.00947
Marinobacter sp. NP-4(2019)	2488665	S	140	0	140	0.01205
Marinobacter sp. JH2	2547598	S	23	0	23	0.00198
Proteus sp. ZN5	2697019	S	71	1727	1798	0.15477
Acinetobacter piscicola	2006115	S	84	215	299	0.02574
Acinetobacter sp. WCHA45	2004644	S	50	382	432	0.03719
Vibrio rumoiensis	76258	S	57	359	416	0.03581
Vibrio tubiashii	29498	S	12	9	21	0.00181
Stenotrophomonas rhizophila	216778	S	42	108	150	0.01291
Cupriavidus basilensis	68895	S	25	112	137	0.01179
Cupriavidus sp. EM10	2839983	S	12	58	70	0.00603
Ralstonia pickettii	329	S	43	0	43	0.00370
