name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sulfitobacter sp. THAF37	2587855	S	415	1030	1445	0.16185
Sulfitobacter sp. D7	1968541	S	88	134	222	0.02487
Sulfitobacter alexandrii	1917485	S	98	406	504	0.05645
Roseovarius mucosus	215743	S	75	636	711	0.07964
Roseovarius indicus	540747	S	65	179	244	0.02733
Pseudosulfitobacter pseudonitzschiae	1402135	S	76	66	142	0.01591
Salipiger profundus	1229727	S	26	58	84	0.00941
Salipiger abyssi	1250539	S	19	37	56	0.00627
Sagittula sp. P11	2009329	S	36	128	164	0.01837
Dinoroseobacter shibae	215813	S	28	104	132	0.01478
Phaeobacter gallaeciensis	60890	S	17	53	70	0.00784
Celeribacter indicus	1208324	S	12	109	121	0.01355
Ruegeria sp. THAF33	2587853	S	12	6	18	0.00202
Yoonia vestfoldensis	245188	S	79	818	897	0.10047
Croceicoccus marinus	450378	S	235	130	365	0.04088
Porphyrobacter sp. YT40	2547601	S	123	106	229	0.02565
Aurantiacibacter atlanticus	1648404	S	84	293	377	0.04223
Novosphingobium resinovorum	158500	S	31	52	83	0.00930
Novosphingobium pentaromativorans	205844	S	15	11	26	0.00291
Novosphingobium aromaticivorans	48935	S	13	0	13	0.00146
Novosphingobium sp. EMRT-2	2571749	S	12	24	36	0.00403
Sphingobium sp. TKS	1315974	S	13	121	134	0.01501
Sphingobium baderi	1332080	S	26	203	229	0.02565
Sphingopyxis macrogoltabida	33050	S	25	99	124	0.01389
Sphingomonas sanxanigenens	397260	S	32	154	186	0.02083
Sphingomonas sp. IC081	304378	S	14	52	66	0.00739
Roseibium aggregatum	187304	S	134	2	136	0.01523
Martelella mediterranea	293089	S	17	173	190	0.02128
Aquibium oceanicum	1670800	S	17	5	22	0.00246
Beijerinckiaceae bacterium RH AL1	2572036	S	15	1	16	0.00179
Skermanella sp. TT6	2775420	S	40	1	41	0.00459
Indioceanicola profundi	2220096	S	21	1	22	0.00246
Halomonas ventosae	229007	S	104	425	529	0.05925
Halomonas sulfidaeris	115553	S	57	28	85	0.00952
Salinimonas iocasae	2572577	S	98	81	179	0.02005
Alteromonas sp. RKMC-009	2267264	S	13	0	13	0.00146
Pseudoalteromonas shioyasakiensis	1190813	S	37	0	37	0.00414
Pseudoalteromonas arctica	394751	S	21	8	29	0.00325
Shewanella sp. ANA-3	94122	S	13	54	67	0.00750
Marinobacter sp. NP-4(2019)	2488665	S	142	0	142	0.01591
Marinobacter sp. JH2	2547598	S	18	0	18	0.00202
Proteus sp. ZN5	2697019	S	12	250	262	0.02935
Mycolicibacterium poriferae	39694	S	173	80	253	0.02834
Gordonia pseudamarae	2831662	S	18	0	18	0.00202
Microbacterium sediminis	904291	S	50	30	80	0.00896
Microbacterium paraoxydans	199592	S	38	34	72	0.00806
Microbacterium sp. YJN-G	2763257	S	15	5	20	0.00224
