name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Salinimonas iocasae	2572577	S	3627	2541	6168	0.26705
Alteromonas sp. RKMC-009	2267264	S	645	1	646	0.02797
Pseudoalteromonas arctica	394751	S	765	444	1209	0.05234
Pseudoalteromonas sp. NC201	1514074	S	326	0	326	0.01411
Pseudoalteromonas shioyasakiensis	1190813	S	211	0	211	0.00914
Pseudoalteromonas carrageenovora	227	S	84	1	85	0.00368
Pseudoalteromonas nigrifaciens	28109	S	29	3	32	0.00139
Shewanella aestuarii	1028752	S	176	198	374	0.01619
Shewanella sp. ANA-3	94122	S	119	410	529	0.02290
Halomonas ventosae	229007	S	684	1348	2032	0.08798
Halomonas sulfidaeris	115553	S	357	228	585	0.02533
Marinobacter sp. NP-4(2019)	2488665	S	714	0	714	0.03091
Marinobacter sp. JH2	2547598	S	149	0	149	0.00645
Pseudomonas putida	303	S	113	119	232	0.01004
Pseudomonas resinovorans	53412	S	28	5	33	0.00143
Stutzerimonas stutzeri	316	S	89	52	141	0.00610
Proteus sp. ZN5	2697019	S	152	2385	2537	0.10984
Enterobacter cloacae complex sp. ECNIH7	1915310	S	118	593	711	0.03078
Enterobacter cloacae	550	S	29	312	341	0.01476
Vibrio rumoiensis	76258	S	171	822	993	0.04299
Vibrio tubiashii	29498	S	80	47	127	0.00550
Acinetobacter sp. WCHA45	2004644	S	61	339	400	0.01732
Acinetobacter piscicola	2006115	S	47	91	138	0.00597
Stenotrophomonas rhizophila	216778	S	127	255	382	0.01654
Sulfitobacter sp. D7	1968541	S	480	424	904	0.03914
Sulfitobacter sp. THAF37	2587855	S	68	133	201	0.00870
Salipiger abyssi	1250539	S	203	196	399	0.01727
Dinoroseobacter shibae	215813	S	57	201	258	0.01117
Pseudosulfitobacter pseudonitzschiae	1402135	S	43	22	65	0.00281
Roseovarius indicus	540747	S	20	38	58	0.00251
Celeribacter baekdonensis	875171	S	26	69	95	0.00411
Yoonia vestfoldensis	245188	S	17	215	232	0.01004
Sphingopyxis macrogoltabida	33050	S	72	98	170	0.00736
Sphingopyxis lindanitolerans	2054227	S	24	452	476	0.02061
Sphingopyxis sp. FD7	1914525	S	13	8	21	0.00091
Sphingobium cloacae	120107	S	50	174	224	0.00970
Novosphingobium sp. EMRT-2	2571749	S	19	13	32	0.00139
Novosphingobium sp. P6W	1609758	S	15	4	19	0.00082
Novosphingobium resinovorum	158500	S	42	16	58	0.00251
Novosphingobium pentaromativorans	205844	S	19	3	22	0.00095
Sphingomonas sanxanigenens	397260	S	12	13	25	0.00108
Tardibacter chloracetimidivorans	1921510	S	13	40	53	0.00229
Porphyrobacter sp. YT40	2547601	S	145	130	275	0.01191
Aurantiacibacter atlanticus	1648404	S	48	264	312	0.01351
Croceicoccus marinus	450378	S	30	26	56	0.00242
Alicycliphilus denitrificans	179636	S	12	14	26	0.00113
